"Codigo";"UF";"Municipio";"Total";"Unipessoa";"TotalNuclear";"CasalSFilhos";"CasalCFilhos";"HomemCFilhos";"MulherCFilhos";"Classe";"TotalFamEstendida";"EstCasalSFilhos";"EstCasalCFilhos";"EstHomemCFilhos";"EstMulherCFilhos";"EstOutros";"TotalComposta";"CompCasalSFilhos";"CompCasalCFilhos";"CompHomemCFilhos";"CompMulherCFilhos";"CompOutros"
2608008;"PE";"Jataúba";4641;12,99;3137;20,21;61,78;2,23;15,78;"De 10 a 20 mil";818;13,81;34,96;4,03;26,16;21,03;83;16,87;32,53;4,82;13,25;32,53
2608057;"PE";"Jatobá";3831;9,48;2659;17,68;65,89;1,99;14,44;"De 10 a 20 mil";758;11,21;47,89;3,03;24,93;12,93;51;13,73;35,29;5,88;23,53;21,57
5105002;"MT";"Jauru";3213;12,14;2265;23,49;61,81;2,38;12,32;"De 10 a 20 mil";510;19,61;38,43;2,75;18,24;20,98;48;22,92;31,25;2,08;20,83;22,92
2105476;"MA";"Jenipapo dos Vieiras";3638;5,31;2731;15,05;76,09;1,54;7,32;"De 10 a 20 mil";618;15,05;58,25;1,94;12,3;12,46;96;10,42;39,58;22,92;7,29;19,79
3135506;"MG";"Jequeri";4045;12,48;2876;24,24;61,47;2,16;12,13;"De 10 a 20 mil";586;11,43;38,91;4,44;25,26;19,97;78;12,82;23,08;16,67;11,54;35,9
2703759;"AL";"Jequiá da Praia";2923;7,49;1915;15,14;73,16;2,19;9,5;"De 10 a 20 mil";727;9,22;57,22;3,3;21,87;8,39;62;17,74;46,77;8,06;12,9;14,52
3203106;"ES";"Jerônimo Monteiro";3517;13,73;2392;25,08;57,9;2,3;14,72;"De 10 a 20 mil";582;14,26;42,44;2,58;26,8;13,92;60;23,33;40;1,67;15;20
2307254;"CE";"Jijoca de Jericoacoara";4732;10,04;3218;19,79;64,98;1,55;13,67;"De 10 a 20 mil";802;12,72;50,12;3,37;21,95;11,85;237;12,24;36,29;0,84;12,66;37,97
2918209;"BA";"Jiquiriçá";3985;12,32;2573;18,66;66,46;2,45;12,44;"De 10 a 20 mil";828;12,44;46,14;3,62;25,24;12,56;93;9,68;52,69;3,23;15,05;19,35
2918308;"BA";"Jitaúna";4093;15,59;2348;20,87;58,69;4;16,44;"De 10 a 20 mil";1037;13,21;39,34;4,34;27,29;15,81;70;12,86;35,71;NA;18,57;32,86
3136009;"MG";"Joaíma";4138;12,23;2515;19,32;65,49;2,07;13,12;"De 10 a 20 mil";1016;15,35;42,52;3,25;23,33;15,55;101;13,86;37,62;5,94;7,92;34,65
3525508;"SP";"Joanópolis";3891;13,98;2706;27,01;57,69;1,81;13,49;"De 10 a 20 mil";570;11,93;41,58;4,04;25,44;17,02;71;11,27;23,94;7,04;15,49;42,25
3203130;"ES";"João Neiva";4970;10,82;3513;21,61;62,54;1,96;13,89;"De 10 a 20 mil";848;12,85;49,88;2,95;21,58;12,74;71;9,86;35,21;5,63;22,54;26,76
2608206;"PE";"Joaquim Nabuco";4174;9,58;2674;16,04;69,82;2,84;11,29;"De 10 a 20 mil";1032;11,24;48,55;2,71;25,48;12,02;68;14,71;45,59;NA;22,06;17,65
2205409;"PI";"Joaquim Pires";3412;6,74;2185;14,74;72,13;2,01;11,12;"De 10 a 20 mil";845;13,49;51,83;4,62;19,88;10,18;152;9,21;36,84;18,42;21,71;13,82
4112801;"PR";"Joaquim Távora";3529;13,71;2454;25,71;59,9;1,55;12,84;"De 10 a 20 mil";554;14,98;44,77;2,71;20,76;16,79;37;8,11;18,92;2,7;16,22;54,05
3136504;"MG";"Jordânia";3005;14,24;1863;17,93;64,36;3,33;14,39;"De 10 a 20 mil";628;14,65;41,08;3,66;22,13;18,47;86;10,47;46,51;4,65;9,3;29,07
2105609;"MA";"Joselândia";3913;6,64;2578;19,2;71,06;1,05;8,69;"De 10 a 20 mil";988;17;49,09;3,04;18,72;12,15;87;16,09;58,62;3,45;8,05;13,79
2507705;"PB";"Juazeirinho";4481;8,79;3131;16,16;68,51;2,01;13,32;"De 10 a 20 mil";899;11,35;43,27;2,11;27,7;15,57;57;17,54;35,09;3,51;21,05;22,81
2608255;"PE";"Jucati";2989;9,3;2197;18,8;68,73;1,41;11,06;"De 10 a 20 mil";472;16,53;38,14;3,81;26,27;15,25;42;21,43;52,38;NA;11,9;14,29
2918456;"BA";"Jucuruçu";3004;11,92;2048;22,51;66,41;2,44;8,64;"De 10 a 20 mil";499;11,62;49,3;3,61;19,04;16,43;99;28,28;37,37;1,01;10,1;23,23
2406106;"RN";"Jucurutu";5269;9,22;3338;22,17;63,72;1,65;12,46;"De 10 a 20 mil";1305;14,1;45,29;3,6;23,45;13,56;140;17,14;45;5,71;10,71;21,43
4311205;"RS";"Júlio de Castilhos";6345;14,17;4217;23,52;58,74;2,68;15,06;"De 10 a 20 mil";1110;11,53;43,51;3,06;24,77;17,12;119;16,81;21,01;5,04;10,92;46,22
3526001;"SP";"Junqueirópolis";5786;12,18;4059;27,54;58,07;1,87;12,52;"De 10 a 20 mil";962;15,59;43,45;2,49;21,62;16,84;60;15;16,67;5;15;48,33
2608305;"PE";"Jupi";3973;10,6;2833;21,6;64,14;1,66;12,6;"De 10 a 20 mil";661;13,92;42,36;3,03;21,63;19,06;58;15,52;36,21;NA;18,97;29,31
3526100;"SP";"Juquiá";5947;14,33;3987;24,08;58,74;2,96;14,22;"De 10 a 20 mil";1010;15,05;43,27;3,27;23,96;14,46;98;14,29;32,65;1,02;18,37;33,67
2608404;"PE";"Jurema";4163;13,24;2791;18,09;63,7;2,19;16,02;"De 10 a 20 mil";761;13,01;40,74;3,94;26,02;16,29;60;13,33;45;10;11,67;20
2507903;"PB";"Juripiranga";2904;10,81;1922;19,2;64,57;2,13;14,1;"De 10 a 20 mil";614;11,89;41,53;4,4;26,22;15,96;54;9,26;38,89;7,41;20,37;24,07
1302207;"AM";"Juruá";2043;5,14;1316;7,9;80,09;2,96;9,04;"De 10 a 20 mil";538;9,11;60,41;2,79;16,17;11,52;84;9,52;57,14;4,76;13,1;15,48
5105176;"MT";"Juruena";3184;9,99;2322;21,1;71,53;1,42;5,94;"De 10 a 20 mil";480;17,08;48,96;3,13;11,04;19,79;64;17,19;26,56;1,56;9,38;45,31
5105200;"MT";"Juscimeira";3739;14,95;2471;28,21;58,11;2,83;10,85;"De 10 a 20 mil";640;22,97;37,97;5;20,63;13,44;69;5,8;26,09;4,35;8,7;55,07
2918506;"BA";"Jussara";4182;10,21;2692;17,42;70,17;2,04;10,36;"De 10 a 20 mil";999;18,92;44,44;3,4;20,82;12,41;64;9,38;48,44;1,56;14,06;26,56
5212204;"GO";"Jussara";6425;14,69;4290;26,46;58,81;2,26;12,47;"De 10 a 20 mil";1081;18,41;36,54;3,79;22,94;18,32;110;14,55;20;2,73;13,64;49,09
1302306;"AM";"Jutaí";3165;4,45;1910;7,85;81,57;2,67;7,91;"De 10 a 20 mil";1033;5,23;66,02;5,71;15,78;7,26;81;7,41;70,37;1,23;8,64;12,35
3137007;"MG";"Ladainha";4266;11,65;2737;15,71;65,69;3,14;15,45;"De 10 a 20 mil";879;10,35;43,69;3,87;26,62;15,47;153;16,34;36,6;3,27;17,65;26,14
5005202;"MS";"Ladário";5165;10,36;3253;17,55;66,37;2,15;13,93;"De 10 a 20 mil";1264;8,47;48,73;4,51;26,42;11,87;113;6,19;31,86;6,19;15,93;39,82
2105807;"MA";"Lago do Junco";2593;6,94;1709;12,76;74,72;1,93;10,59;"De 10 a 20 mil";652;14,72;48,93;3,22;23,01;10,12;52;17,31;48,08;1,92;11,54;21,15
2105906;"MA";"Lago Verde";3684;7,11;2212;14,78;72,83;1,49;10,9;"De 10 a 20 mil";1131;13,97;49,6;3,89;20,69;11,85;79;20,25;50,63;2,53;10,13;16,46
2704104;"AL";"Lagoa da Canoa";4788;7,85;3470;16,34;69,37;2,02;12,28;"De 10 a 20 mil";894;10,51;42,39;4,36;27,29;15,44;48;20,83;39,58;NA;18,75;20,83
1711902;"TO";"Lagoa da Confusão";2643;10,4;1663;18,34;69,15;2,41;10,1;"De 10 a 20 mil";545;15,05;58,72;1,65;16,15;8,44;160;13,75;40,63;1,88;5,63;38,13
2608453;"PE";"Lagoa do Carro";4615;11,12;3067;17,67;64,72;2,02;15,59;"De 10 a 20 mil";975;11,08;41,85;2,97;29,33;14,77;60;8,33;36,67;5;21,67;28,33
2105922;"MA";"Lagoa do Mato";2684;6,41;1836;14,43;75,87;1,58;8,12;"De 10 a 20 mil";637;15,38;56,36;2,51;16,8;8,95;39;28,21;46,15;7,69;10,26;7,69
2608602;"PE";"Lagoa do Ouro";3400;10,65;2451;16,73;69,2;2,12;11,95;"De 10 a 20 mil";535;13,08;38,88;2,8;25,23;20;52;13,46;44,23;NA;15,38;26,92
2608701;"PE";"Lagoa dos Gatos";4667;14,55;3037;21,8;62,69;2,07;13,43;"De 10 a 20 mil";862;13,69;39,44;3,36;24,48;19,03;89;17,98;39,33;2,25;11,24;29,21
3137403;"MG";"Lagoa Dourada";3269;9,48;2276;12,17;72,89;2,86;12,08;"De 10 a 20 mil";651;4,92;49,62;5,22;20,89;19,35;32;15,63;37,5;6,25;NA;40,63
3137502;"MG";"Lagoa Formosa";5612;12,95;4074;23,81;63,13;2,18;10,87;"De 10 a 20 mil";740;12,97;41,35;4,19;18,24;23,24;71;12,68;23,94;9,86;11,27;42,25
2105963;"MA";"Lagoa Grande do Maranhão";2404;4,58;1615;14,43;73,93;2,41;9,23;"De 10 a 20 mil";604;16,72;53,48;2,98;17,72;9,11;75;18,67;57,33;NA;12;12
2406502;"RN";"Lagoa Nova";3682;7,17;2614;15,76;71;1,84;11,4;"De 10 a 20 mil";765;11,24;47,45;3,14;25,75;12,42;39;17,95;41,03;NA;10,26;30,77
2918753;"BA";"Lagoa Real";3311;5,98;2405;14,8;74,89;1,58;8,73;"De 10 a 20 mil";679;8,98;56,85;4,12;20,03;10,01;29;27,59;37,93;3,45;17,24;13,79
2406700;"RN";"Lajes";2921;11,26;1789;20,68;63,61;2,52;13,19;"De 10 a 20 mil";716;11,45;44,27;5,59;26,26;12,43;87;16,09;47,13;2,3;9,2;25,29
3137700;"MG";"Lajinha";6129;12,25;4477;22,18;62,7;1,68;13,45;"De 10 a 20 mil";820;14,51;43,29;3,41;22,8;15,98;81;12,35;45,68;4,94;4,94;32,1
3137809;"MG";"Lambari";6421;14,56;4531;23,15;59,77;2,14;14,94;"De 10 a 20 mil";887;10,82;39,12;3,83;26,94;19,28;68;16,18;30,88;1,47;14,71;36,76
3203163;"ES";"Laranja da Terra";3550;10,17;2629;28,64;61,66;2,28;7,42;"De 10 a 20 mil";529;14,18;54,82;4,16;15,88;10,96;31;6,45;48,39;6,45;9,68;29,03
4209607;"SC";"Lauro Muller";4605;11,05;3392;23,41;64,24;1,83;10,52;"De 10 a 20 mil";671;13,41;49,18;3,28;22,21;11,92;33;9,09;30,3;6,06;27,27;27,27
4209706;"SC";"Lebon Régis";3480;10,17;2361;23,51;66,29;2,08;8,13;"De 10 a 20 mil";666;16,07;48,2;3,3;19,82;12,61;99;8,08;24,24;16,16;16,16;35,35
2919306;"BA";"Lençóis";3000;18,93;1724;14,62;60,09;3,89;21,4;"De 10 a 20 mil";643;7,15;37,33;2,8;33,9;18,82;65;6,15;36,92;3,08;15,38;38,46
2919405;"BA";"Licínio de Almeida";3483;9,68;2550;18;69,41;1,88;10,71;"De 10 a 20 mil";560;10,36;51,61;2,14;21,25;14,64;36;13,89;25;2,78;13,89;44,44
2106003;"MA";"Lima Campos";3188;8,31;2018;21,46;62,69;2,38;13,48;"De 10 a 20 mil";831;15,88;44,04;3,01;21,9;15,16;74;9,46;41,89;1,35;16,22;31,08
3138609;"MG";"Lima Duarte";5367;17,29;3580;22,04;59,22;2,77;15,98;"De 10 a 20 mil";777;9,27;35,78;4,12;25,61;25,23;82;9,76;28,05;2,44;17,07;42,68
4209904;"SC";"Lontras";3242;10,7;2327;27,03;61,58;1,33;10,06;"De 10 a 20 mil";531;14,31;54,43;2,07;19,21;9,98;37;10,81;29,73;2,7;16,22;40,54
2106102;"MA";"Loreto";2670;6,97;1755;12,54;73,73;2,56;11,17;"De 10 a 20 mil";662;9,67;53,93;2,87;19,64;13,9;67;11,94;55,22;NA;19,4;13,43
3527405;"SP";"Lucélia";6009;13,38;4153;25,09;58,8;2,14;13,97;"De 10 a 20 mil";998;13,13;43,59;3,11;25,85;14,33;54;9,26;29,63;1,85;18,52;40,74
2508604;"PB";"Lucena";3102;9,51;1919;18,45;67,33;1,88;12,35;"De 10 a 20 mil";824;13,96;48,67;3,64;23,18;10,56;64;10,94;51,56;4,69;12,5;20,31
3527603;"SP";"Luís Antônio";3210;8,63;2280;17,63;69,78;1,84;10,75;"De 10 a 20 mil";606;10,4;51,65;3,47;20,63;13,86;47;2,13;29,79;2,13;12,77;53,19
4210001;"SC";"Luiz Alves";3072;7,85;2290;22,84;68,38;1,7;7,07;"De 10 a 20 mil";496;12,7;60,48;3,23;10,89;12,7;45;6,67;33,33;2,22;11,11;46,67
3138807;"MG";"Luz";5817;16,49;3927;21,62;60,81;2,5;15,08;"De 10 a 20 mil";870;12,76;37,93;2,64;24,02;22,64;61;13,11;26,23;NA;8,2;52,46
2919603;"BA";"Macajuba";3324;17;2016;17,71;60,42;3,13;18,75;"De 10 a 20 mil";676;13,91;33,43;2,81;29,29;20,56;67;20,9;20,9;2,99;19,4;35,82
2919702;"BA";"Macarani";4960;13,89;2935;20,31;61,4;3,07;15,23;"De 10 a 20 mil";1217;9,78;40,43;3,62;29,83;16,35;119;10,92;27,73;5,04;18,49;37,82
3528007;"SP";"Macatuba";4649;8,56;3270;18,26;68,41;1,87;11,47;"De 10 a 20 mil";904;9,62;54,31;3,43;23,45;9,18;77;7,79;20,78;10,39;25,97;35,06
2609105;"PE";"Machados";3590;8,41;2519;13,42;71,81;1,59;13,18;"De 10 a 20 mil";730;11,23;38,9;3,42;26,44;20;39;15,38;25,64;5,13;10,26;43,59
2307635;"CE";"Madalena";4791;9,29;3223;14,99;69,22;2,11;13,68;"De 10 a 20 mil";1018;14,34;45,97;3,34;22,5;13,85;105;14,29;42,86;1,9;15,24;25,71
2919926;"BA";"Madre de Deus";5172;11,14;3306;18,42;61,95;2,27;17,36;"De 10 a 20 mil";1182;9,22;43,65;2,88;31,47;12,77;108;9,26;37,04;3,7;12,04;37,96
2106300;"MA";"Magalhães de Almeida";4044;5,32;2516;13,28;76,03;2,15;8,55;"De 10 a 20 mil";1167;11,48;55,7;4,11;18,42;10,28;146;20,55;50;2,05;15,75;11,64
2920106;"BA";"Mairi";5809;16,65;3552;18,33;64,05;2,53;15,09;"De 10 a 20 mil";1169;12,66;38,07;3,59;28,31;17,37;121;14,88;28,1;4,13;10,74;42,15
2704401;"AL";"Major Isidoro";5124;10,34;3453;16,8;67,68;2,14;13,38;"De 10 a 20 mil";1041;13,54;41,11;3,36;26,03;15,95;100;16;40;5;16;23
3139201;"MG";"Malacacheta";5409;14,12;3300;18,09;58,88;3,36;19,67;"De 10 a 20 mil";1128;12,15;37,41;3,37;27,3;19,77;217;17,51;30,41;2,3;23,04;26,73
2920205;"BA";"Malhada";3853;8,43;2570;13,04;72,3;2,3;12,37;"De 10 a 20 mil";882;10,54;50,91;2,49;23,92;12,13;76;10,53;47,37;6,58;15,79;19,74
2803906;"SE";"Malhador";3557;11,5;2535;18,42;64,46;2,29;14,83;"De 10 a 20 mil";577;12,48;42,63;4,33;25,13;15,42;36;16,67;30,56;2,78;11,11;38,89
4113908;"PR";"Mallet";4009;13,69;2796;19,06;65,77;2,54;12,63;"De 10 a 20 mil";621;7,09;49,28;4,03;18,84;20,77;43;6,98;30,23;NA;11,63;51,16
4114005;"PR";"Mamborê";4626;12,75;3367;25,78;60,5;1,96;11,76;"De 10 a 20 mil";616;17,21;41,07;3,25;22,89;15,58;53;7,55;22,64;1,89;16,98;50,94
2509008;"PB";"Manaíra";2929;8,54;2204;17,47;69,51;1,59;11,43;"De 10 a 20 mil";439;14,81;41,91;2,28;23,23;17,77;36;16,67;47,22;5,56;13,89;16,67
2609154;"PE";"Manari";4145;7,82;2912;14,87;70,67;1,61;12,84;"De 10 a 20 mil";794;12,22;50,38;2,52;19,65;15,24;115;17,39;48,7;5,22;13,04;15,65
1200336;"AC";"Mâncio Lima";3586;6,66;2411;12,53;74,49;2,32;10,66;"De 10 a 20 mil";828;12,92;54,11;2,9;18,48;11,59;108;13,89;62,04;0,93;10,19;12,96
4114104;"PR";"Mandaguaçu";6115;9,39;4497;21,46;64,87;1,73;11,94;"De 10 a 20 mil";958;13,47;48,33;3,13;22,86;12,21;86;6,98;22,09;24,42;16,28;30,23
3139300;"MG";"Manga";5116;10,54;3190;15,92;66,87;2,45;14,76;"De 10 a 20 mil";1271;10,23;42,09;2,99;29,98;14,71;116;11,21;39,66;0,86;16,38;31,9
4114401;"PR";"Mangueirinha";5003;9,07;3541;21,55;65,89;1,92;10,65;"De 10 a 20 mil";917;14,07;50,93;2,73;21,48;10,8;91;16,48;36,26;7,69;12,09;27,47
4114500;"PR";"Manoel Ribas";3938;9,19;2834;24,74;64,5;1,48;9,28;"De 10 a 20 mil";679;14,73;45,95;4,12;19,59;15,61;63;14,29;34,92;NA;14,29;36,51
2920403;"BA";"Manoel Vitorino";3953;10,57;2693;16,64;69,96;1,63;11,77;"De 10 a 20 mil";798;12,28;46,37;3,88;20,68;16,79;44;20,45;40,91;2,27;13,64;22,73
2920452;"BA";"Mansidão";2829;7,64;1812;11,59;75,99;2,92;9,49;"De 10 a 20 mil";739;10,28;57,92;3,65;14,88;13,26;62;17,74;58,06;NA;14,52;9,68
3203304;"ES";"Mantenópolis";4369;11,9;3097;27,12;57,44;2,26;13,17;"De 10 a 20 mil";710;18,03;38,73;2,68;22,96;17,61;42;11,9;40,48;2,38;9,52;35,71
3139805;"MG";"Mar de Espanha";3889;16,35;2593;24,41;57,93;2,7;14,96;"De 10 a 20 mil";581;13,25;36,83;4,3;28,4;17,21;79;15,19;26,58;2,53;24,05;31,65
5212808;"GO";"Mara Rosa";3477;16,11;2299;24,58;59,72;2,57;13,14;"De 10 a 20 mil";563;18,83;39,25;2,49;22,2;17,23;55;16,36;20;10,91;16,36;36,36
1302801;"AM";"Maraã";2793;4,51;1838;6,04;88,03;2,01;3,92;"De 10 a 20 mil";715;6,29;71,47;3,22;11,05;7,97;114;5,26;64,04;7,02;4,39;19,3
2106326;"MA";"Maracaçumé";4610;6,88;2870;13,59;69,79;2,75;13,87;"De 10 a 20 mil";1273;11,7;48,39;2,91;26,71;10,29;150;16,67;40,67;4;22;16,67
3528809;"SP";"Maracaí";4362;12,93;3019;25,04;61,01;1,85;12,09;"De 10 a 20 mil";736;16,3;41,44;3,67;21,06;17,53;43;13,95;37,21;4,65;9,3;34,88
2609204;"PE";"Maraial";3067;10,34;1969;15,59;69,73;2,29;12,39;"De 10 a 20 mil";742;9,57;47,04;3,1;24,66;15,63;39;10,26;43,59;5,13;12,82;28,21
2106375;"MA";"Maranhãozinho";3095;4,43;1721;13,02;76,76;1,45;8,77;"De 10 a 20 mil";1061;8,2;65,69;2,64;16,87;6,6;176;11,36;68,18;2,84;9,09;8,52
2920700;"BA";"Maraú";5162;15,65;3023;18,46;66,92;4,23;10,39;"De 10 a 20 mil";1113;12,85;49,69;4,31;18,96;14,2;218;11,47;38,07;2,29;7,8;40,37
2704609;"AL";"Maravilha";2676;9,08;1877;16,78;70,01;1,33;11,88;"De 10 a 20 mil";522;13,79;46,17;3,07;23,95;13,03;34;23,53;47,06;NA;8,82;20,59
5105580;"MT";"Marcelândia";3738;15,2;2549;20,87;67,44;2,82;8,87;"De 10 a 20 mil";526;18,82;47,15;2,47;17,3;14,26;95;17,89;26,32;3,16;4,21;48,42
2920809;"BA";"Marcionílio Souza";2902;13,78;1816;16,3;65,86;2,7;15,14;"De 10 a 20 mil";659;13,96;43,7;3,34;23,52;15,48;27;14,81;29,63;NA;14,81;40,74
3203346;"ES";"Marechal Floriano";4542;12,84;3226;23,9;63,92;1,98;10,2;"De 10 a 20 mil";629;14,31;49,6;3,18;18,28;14,63;104;10,58;38,46;0,96;13,46;36,54
1200351;"AC";"Marechal Thaumaturgo";2750;4,36;2005;8,33;83,44;2,14;6,08;"De 10 a 20 mil";542;11,07;61,07;2,58;14,02;11,25;83;6,02;73,49;1,2;10,84;8,43
3139904;"MG";"Maria da Fé";3959;10;2788;16,14;69,48;2,58;11,8;"De 10 a 20 mil";735;6,53;48,84;5,44;23,4;15,78;40;15;35;5;12,5;32,5
2704807;"AL";"Maribondo";3821;11,12;2515;18,21;63,58;1,95;16,26;"De 10 a 20 mil";804;8,58;42,79;3,48;30,85;14,3;77;16,88;31,17;NA;18,18;33,77
3203353;"ES";"Marilândia";3557;9,31;2680;24,63;64,33;1,53;9,51;"De 10 a 20 mil";476;13,45;52,31;3,99;17,44;12,82;70;18,57;37,14;2,86;12,86;28,57
4115101;"PR";"Mariluz";3189;12,04;2180;23,94;61,33;2,29;12,43;"De 10 a 20 mil";575;16,7;44,7;3,48;23,65;11,48;50;10;36;2;22;30
3140159;"MG";"Mário Campos";3870;12,07;2707;16,59;65,24;2,59;15,59;"De 10 a 20 mil";616;6,49;46,59;3,9;29,38;13,64;80;6,25;37,5;15;21,25;20
4115408;"PR";"Marmeleiro";4390;10,02;3232;26,83;61,66;1,49;10,02;"De 10 a 20 mil";663;15,23;53,54;3,47;16,59;11,16;55;10,91;29,09;1,82;12,73;45,45
3140506;"MG";"Martinho Campos";4074;15,78;2811;22,16;61,26;2,77;13,8;"De 10 a 20 mil";582;12,89;39,18;4,98;25,6;17,35;38;5,26;28,95;13,16;15,79;36,84
2307908;"CE";"Martinópole";2706;9,39;1877;13,69;69,15;1,86;15,29;"De 10 a 20 mil";515;11,84;43,88;2,91;25,83;15,53;60;11,67;38,33;NA;31,67;18,33
2804003;"SE";"Maruim";4438;11,04;2848;14,92;66,99;1,93;16,15;"De 10 a 20 mil";1055;9,38;41,04;3,03;33,36;13,18;45;4,44;53,33;4,44;11,11;26,67
2920908;"BA";"Mascote";4102;17,04;2231;18,24;62,89;3,77;15,11;"De 10 a 20 mil";1072;14,65;39,46;4,01;23,69;18,19;100;16;34;1;12;37
2509206;"PB";"Massaranduba";3772;11,06;2609;18,59;66,77;1,49;13,15;"De 10 a 20 mil";710;12,68;39,3;2,96;24,08;20,99;36;11,11;33,33;NA;25;30,56
4210605;"SC";"Massaranduba";4493;8,46;3254;25,23;65,27;1,41;8,08;"De 10 a 20 mil";759;14,49;60,08;3,43;14,62;7,38;100;11;32;7;11;39
2106409;"MA";"Mata Roma";3537;5,68;2299;13,7;74,12;2,13;10,05;"De 10 a 20 mil";931;12,67;50,59;3,65;20,73;12,35;106;19,81;48,11;0,94;14,15;16,98
4115606;"PR";"Matelândia";4914;10,22;3548;23,08;62,09;2,28;12,54;"De 10 a 20 mil";778;13,62;45,76;3,08;23,14;14,4;86;8,14;32,56;1,16;13,95;44,19
3140803;"MG";"Matias Barbosa";4229;14,57;2766;21,8;59,58;2,21;16,41;"De 10 a 20 mil";790;9,24;41,77;5,32;29,49;14,18;57;12,28;22,81;17,54;12,28;35,09
2206100;"PI";"Matias Olímpio";2690;6,43;1751;16,68;69,56;2,06;11,71;"De 10 a 20 mil";676;14,64;50,74;2,66;20,56;11,39;90;17,78;40;1,11;23,33;17,78
2921054;"BA";"Matina";2739;6,64;1917;13,09;75,43;1,88;9,6;"De 10 a 20 mil";587;6,47;55,54;3,75;20,95;13,29;53;18,87;41,51;7,55;18,87;13,21
3140902;"MG";"Matipó";5018;9,84;3637;18,39;66,54;1,7;13,36;"De 10 a 20 mil";826;8,35;43,1;4,36;28,57;15,62;61;14,75;26,23;3,28;22,95;32,79
3141009;"MG";"Mato Verde";3987;13,22;2781;19,92;63,9;1,69;14,49;"De 10 a 20 mil";631;10,62;40,25;2,38;28,37;18,38;48;10,42;27,08;2,08;8,33;52,08
2106631;"MA";"Matões do Norte";2529;2,49;1167;7,88;81,23;1,71;9,17;"De 10 a 20 mil";1161;5,25;70,11;4,65;14,9;5,08;138;11,59;57,97;4,35;12,32;13,77
5105606;"MT";"Matupá";4262;12,32;2987;21,23;64,71;2,54;11,52;"De 10 a 20 mil";652;16,72;53,68;2,3;15,49;11,81;98;14,29;26,53;4,08;12,24;42,86
5213004;"GO";"Maurilândia";3554;13,22;2368;23,73;64,23;2,28;9,76;"De 10 a 20 mil";625;16,16;48,8;2,88;18,88;13,28;91;12,09;18,68;6,59;7,69;54,95
2407500;"RN";"Maxaranguape";2595;9,02;1656;16,91;69,26;2,78;11,05;"De 10 a 20 mil";634;11,99;53,94;3,47;20,19;10,41;71;18,31;46,48;NA;7,04;28,17
1600402;"AP";"Mazagão";3539;9,13;2215;10,7;77,11;3,61;8,58;"De 10 a 20 mil";876;8,11;58,56;3,77;20,21;9,36;125;13,6;55,2;2,4;10,4;18,4
3302809;"RJ";"Mendes";6167;17,37;3938;23,44;55,51;3,12;17,93;"De 10 a 20 mil";1079;12,23;35,77;5,19;29,38;17,42;79;13,92;17,72;2,53;18,99;46,84
3141603;"MG";"Mercês";3301;15,36;2190;20,96;60,82;2,92;15,3;"De 10 a 20 mil";536;13,06;36,75;5,04;23,69;21,46;68;10,29;42,65;2,94;14,71;29,41
2308203;"CE";"Meruoca";3496;9,27;2289;15,29;69,86;1,79;13,06;"De 10 a 20 mil";803;9,34;47,82;4,73;24,41;13,7;80;11,25;48,75;3,75;10;26,25
2705200;"AL";"Messias";3877;7,92;2443;14;68,97;2,21;14,82;"De 10 a 20 mil";1076;10,59;50,46;2,97;27,14;8,83;51;11,76;35,29;5,88;17,65;29,41
2921302;"BA";"Milagres";3118;17,45;1845;18,37;58,81;4,28;18,54;"De 10 a 20 mil";666;11,41;37,09;3,9;30,03;17,57;63;9,52;46,03;4,76;14,29;25,4
2308351;"CE";"Milhã";3837;9,7;2559;21,22;64,01;2,77;12;"De 10 a 20 mil";766;15,4;49,61;4,05;18,67;12,27;140;15;38,57;6,43;12,14;27,86
3529807;"SP";"Mineiros do Tietê";3673;11,92;2506;22,03;63,73;2,04;12,21;"De 10 a 20 mil";683;13,62;53,15;3,66;18,89;10,69;46;15,22;34,78;2,17;8,7;39,13
1101203;"RO";"Ministro Andreazza";2925;7,73;2244;22,5;69,25;1,74;6,51;"De 10 a 20 mil";415;16,63;61,45;2,41;11,57;7,95;40;17,5;52,5;2,5;10;17,5
3142007;"MG";"Mirabela";3742;13,82;2448;18,3;64,95;2,25;14,5;"De 10 a 20 mil";735;12,93;45,17;3,67;21,9;16,33;42;21,43;28,57;2,38;14,29;33,33
3142106;"MG";"Miradouro";3280;13,9;2295;22,57;62,14;3,01;12,29;"De 10 a 20 mil";463;12,53;40,6;3,89;23,54;19,44;66;21,21;33,33;NA;12,12;33,33
3142205;"MG";"Miraí";4129;12,62;2832;21,5;62,75;2,9;12,85;"De 10 a 20 mil";723;10,1;48,13;4,29;22,41;15,08;53;13,21;37,74;NA;9,43;39,62
2308377;"CE";"Miraíma";3237;8,65;2223;13;72,51;2,11;12,37;"De 10 a 20 mil";656;10,98;47,71;3,2;23,48;14,63;78;20,51;35,9;2,56;15,38;25,64
2609303;"PE";"Mirandiba";3586;8,9;2342;15,24;67,12;2,01;15,63;"De 10 a 20 mil";845;8,52;45,33;3,79;26,63;15,74;80;16,25;46,25;6,25;15;16,25
2921401;"BA";"Mirangaba";4655;12,82;2971;16,12;64,66;2,76;16,46;"De 10 a 20 mil";1037;13,69;40,12;2,6;25,36;18,23;50;20;36;10;10;24
