"Codigo";"UF";"Municipio";"Total";"Unipessoa";"TotalNuclear";"CasalSFilhos";"CasalCFilhos";"HomemCFilhos";"MulherCFilhos";"Classe";"TotalFamEstendida";"EstCasalSFilhos";"EstCasalCFilhos";"EstHomemCFilhos";"EstMulherCFilhos";"EstOutros";"TotalComposta";"CompCasalSFilhos";"CompCasalCFilhos";"CompHomemCFilhos";"CompMulherCFilhos";"CompOutros"
2107308;"MA";"Nova Iorque";1207;10,69;771;16,86;66,8;2,2;14,14;"Até 5 mil";285;10,18;51,58;3,16;23,51;11,58;22;9,09;27,27;4,55;27,27;31,82
4211454;"SC";"Nova Itaberaba";1293;7,73;950;25,58;67,16;2,11;5,16;"Até 5 mil";235;17,02;62,13;1,28;12,34;7,23;8;NA;62,5;NA;NA;37,5
3533304;"SP";"Nova Luzitânia";1116;12,37;769;24,19;61,64;1,3;12,87;"Até 5 mil";177;20,34;41,24;3,39;17,51;17,51;32;3,13;34,38;3,13;9,38;50
5108857;"MT";"Nova Marilândia";922;14,86;610;22,46;64,92;2,62;10;"Até 5 mil";144;15,97;50;1,39;19,44;13,19;31;16,13;29,03;NA;6,45;48,39
3144904;"MG";"Nova Módica";1167;14,74;738;21,82;60,98;2,44;14,77;"Até 5 mil";228;16,23;41,23;1,75;22,37;18,42;29;20,69;31,03;6,9;10,34;31,03
5106174;"MT";"Nova Nazaré";760;13,82;453;26,05;62,25;1,55;10,15;"Até 5 mil";184;12,5;57,61;2,72;9,24;17,93;18;16,67;50;NA;5,56;27,78
4313086;"RS";"Nova Pádua";728;4,95;506;28,85;65,42;1,19;4,55;"Até 5 mil";173;12,72;70,52;2,31;6,94;7,51;13;7,69;46,15;7,69;NA;38,46
2510303;"PB";"Nova Palmeira";1310;8,85;950;20,21;66;2,84;10,95;"Até 5 mil";219;10,96;46,58;2,28;22,37;17,81;25;20;44;NA;12;24
4313334;"RS";"Nova Ramada";849;12,25;655;33,13;60,61;1,07;5,19;"Até 5 mil";85;11,76;51,76;1,18;16,47;18,82;5;20;20;NA;NA;60
5214903;"GO";"Nova Roma";1126;17,94;716;28,49;60,06;2,37;9,08;"Até 5 mil";189;22,75;37,57;2,12;22,22;15,34;19;36,84;21,05;5,26;NA;36,84
4313359;"RS";"Nova Roma do Sul";1038;9,83;711;25,6;65,82;1,27;7,31;"Até 5 mil";208;9,13;71,63;2,4;8,17;8,65;17;NA;23,53;5,88;5,88;64,71
1715002;"TO";"Nova Rosalândia";1139;13,43;698;22,21;61,03;4,01;12,75;"Até 5 mil";268;18,66;45,15;2,61;15,3;18,28;20;10;40;NA;10;40
4117214;"PR";"Nova Santa Bárbara";1315;15,59;904;27,32;56,42;1,88;14,38;"Até 5 mil";193;15,54;39,9;1,04;26,42;17,1;13;38,46;61,54;NA;NA;NA
5106190;"MT";"Nova Santa Helena";1112;13,4;800;24,38;64;3,13;8,5;"Até 5 mil";140;25,71;42,86;2,14;13,57;15,71;23;4,35;39,13;8,7;4,35;43,48
2207959;"PI";"Nova Santa Rita";1136;7,92;818;18,22;71,52;2,2;8,07;"Até 5 mil";212;16,98;52,36;1,89;17,92;10,85;16;31,25;50;NA;18,75;NA
3533254;"SP";"Novais";1350;6,96;963;22,95;67,39;2,18;7,48;"Até 5 mil";229;13,97;55,02;1,75;12,23;17,03;64;3,13;20,31;6,25;6,25;64,06
1715101;"TO";"Novo Acordo";1060;16,13;619;19,22;65,43;2,91;12,44;"Até 5 mil";232;13,36;49,14;3,02;15,09;19,4;38;23,68;36,84;NA;2,63;36,84
1715150;"TO";"Novo Alegre";689;14,22;456;17,98;62,5;4,39;15,13;"Até 5 mil";123;13,82;46,34;4,88;17,89;17,07;12;25;50;NA;16,67;8,33
4313490;"RS";"Novo Barreiro";1315;11,1;926;29,91;61,02;1,3;7,78;"Até 5 mil";231;13,85;52,81;3,03;14,29;16,02;12;33,33;16,67;NA;16,67;33,33
5215207;"GO";"Novo Brasil";1332;20,27;856;37,03;50,23;2,34;10,4;"Até 5 mil";185;27,57;29,73;1,62;16,76;24,32;21;23,81;42,86;NA;NA;33,33
4313391;"RS";"Novo Cabrais";1348;12,83;1008;35,12;56,55;1,39;6,94;"Até 5 mil";157;21,02;48,41;1,91;14,65;14,01;10;20;40;NA;20;20
4211652;"SC";"Novo Horizonte";816;7,6;619;24,72;68,34;1,78;5,17;"Até 5 mil";129;6,98;67,44;7,75;10,08;7,75;6;16,67;16,67;16,67;16,67;33,33
5106273;"MT";"Novo Horizonte do Norte";1193;10,56;864;28,36;61,69;1,5;8,45;"Até 5 mil";185;17,84;44,86;6,49;13,51;17,3;18;27,78;11,11;5,56;16,67;38,89
5006259;"MS";"Novo Horizonte do Sul";1596;11,22;1192;24,66;62,5;2,01;10,82;"Até 5 mil";211;18,96;38,86;3,32;19,91;18,96;14;14,29;21,43;7,14;7,14;50
4117297;"PR";"Novo Itacolomi";911;8,56;702;25,78;64,1;2,14;7,98;"Até 5 mil";121;19,01;47,93;3,31;9,92;19,83;10;20;30;NA;NA;50
1715259;"TO";"Novo Jardim";654;16,06;424;14,62;68,4;2,83;14,15;"Até 5 mil";118;9,32;56,78;2,54;22,03;9,32;7;NA;28,57;NA;14,29;57,14
4313425;"RS";"Novo Machado";1415;13,14;1051;39,68;51,95;1,9;6,47;"Até 5 mil";158;10,76;60,13;5,06;10,13;13,92;20;30;5;10;10;45
5215256;"GO";"Novo Planalto";1340;18,36;842;27,67;57,6;3,44;11,28;"Até 5 mil";229;19,21;41,48;3,49;14,85;20,96;23;4,35;34,78;4,35;NA;56,52
2206951;"PI";"Novo Santo Antônio";913;8,21;648;24,38;65,9;1,08;8,64;"Até 5 mil";171;23,98;51,46;2,92;8,77;12,87;19;36,84;52,63;NA;NA;10,53
5106315;"MT";"Novo Santo Antônio";598;14,72;380;24,21;63,16;2,37;10,26;"Até 5 mil";104;20,19;55,77;2,88;17,31;3,85;26;26,92;34,62;NA;NA;38,46
4313441;"RS";"Novo Tiradentes";721;8,18;536;30,22;60,26;1,68;7,84;"Até 5 mil";115;13,04;65,22;4,35;10,43;6,96;11;9,09;27,27;NA;18,18;45,45
4313466;"RS";"Novo Xingu";575;10,26;403;29,03;61,29;1,24;8,44;"Até 5 mil";106;25,47;58,49;3,77;4,72;7,55;7;NA;85,71;NA;NA;14,29
3145372;"MG";"Novorizonte";1418;11,92;1024;19,34;65,14;2,83;12,7;"Até 5 mil";207;11,11;46,38;1,93;26,57;14,01;18;16,67;38,89;NA;16,67;27,78
3533700;"SP";"Ocauçu";1366;14,64;949;24,97;59,85;2,11;13,07;"Até 5 mil";197;14,21;47,72;4,57;21,83;11,68;20;10;30;5;15;40
3145406;"MG";"Olaria";670;17,46;445;24,72;59,1;4,27;11,91;"Até 5 mil";106;12,26;35,85;4,72;22,64;24,53;2;NA;50;NA;NA;50
3533809;"SP";"Óleo";911;15,7;633;30,17;55,61;2,05;12,16;"Até 5 mil";127;23,62;41,73;1,57;18,9;14,17;8;NA;25;25;25;25
2207108;"PI";"Olho D'Água do Piauí";756;11,51;524;18,51;64,31;2,1;15,08;"Até 5 mil";142;14,79;39,44;6,34;30,99;8,45;3;33,33;33,33;NA;33,33;NA
2705903;"AL";"Olho d'Água Grande";1299;9,78;968;16,53;73,24;1,14;9,09;"Até 5 mil";200;13;47,5;3,5;20;16;4;NA;50;NA;25;25
2408409;"RN";"Olho-d'Água do Borges";1284;9,81;821;24;59,93;2,8;13,28;"Até 5 mil";315;14,29;41,9;5,08;22,54;16,19;22;13,64;45,45;NA;22,73;18,18
3145505;"MG";"Olímpio Noronha";798;14,66;538;23,05;63,01;3,35;10,59;"Até 5 mil";137;6,57;48,91;5,84;16,79;21,9;6;16,67;16,67;NA;NA;66,67
2510501;"PB";"Olivedos";1059;10,2;756;19,58;66,8;1,85;11,77;"Até 5 mil";175;12;48;4;23,43;12,57;20;30;50;NA;5;15
1715507;"TO";"Oliveira de Fátima";319;13,48;203;21,67;58,13;3,45;16,75;"Até 5 mil";61;21,31;39,34;1,64;18,03;19,67;12;33,33;25;8,33;8,33;25
3145703;"MG";"Oliveira Fortes";665;12,78;456;17,54;67,98;1,75;12,72;"Até 5 mil";113;12,39;46,9;3,54;16,81;20,35;11;36,36;45,45;NA;18,18;NA
3145802;"MG";"Onça de Pitangui";927;15,43;645;16,9;69,61;2,17;11,32;"Até 5 mil";125;8,8;35,2;4;24,8;27,2;14;14,29;42,86;NA;7,14;35,71
3534005;"SP";"Onda Verde";1196;11,79;804;23,88;65,3;1,87;8,96;"Até 5 mil";235;12,77;49,36;3,83;19,15;14,89;16;31,25;37,5;6,25;NA;25
3145851;"MG";"Oratórios";1284;9,58;870;18,97;66,55;1,84;12,64;"Até 5 mil";277;13;39,71;5,42;28,52;13,36;14;7,14;64,29;NA;28,57;NA
3534500;"SP";"Oscar Bressane";872;13,3;626;30,03;54,95;2,56;12,46;"Até 5 mil";125;16,8;40,8;4,8;24;13,6;5;NA;60;NA;20;20
4117404;"PR";"Ourizona";1090;11,1;794;25,82;62,22;2,14;9,82;"Até 5 mil";162;16,05;52,47;NA;22,22;9,26;13;7,69;46,15;NA;15,38;30,77
2408508;"RN";"Ouro Branco";1389;10,66;921;19;66,45;2,06;12,49;"Até 5 mil";287;12,54;50,52;1,39;23,69;11,85;33;15,15;48,48;NA;15,15;21,21
2510600;"PB";"Ouro Velho";941;13,82;616;23,7;59,09;2,92;14,29;"Até 5 mil";173;15,61;38,15;3,47;24,86;17,92;22;22,73;54,55;NA;9,09;13,64
4211850;"SC";"Ouro Verde";693;5,92;558;23,84;67,38;1,79;6,99;"Até 5 mil";91;9,89;56,04;1,1;20,88;12,09;3;NA;66,67;NA;33,33;NA
5215405;"GO";"Ouro Verde de Goiás";1334;15,37;924;24,46;61,04;1,73;12,77;"Até 5 mil";187;16,58;36,36;2,67;22,99;21,39;18;16,67;44,44;NA;11,11;27,78
2207306;"PI";"Paes Landim";1079;8,71;664;15,36;67,17;3,01;14,46;"Até 5 mil";303;15,84;45,21;2,64;21,78;14,52;18;16,67;55,56;NA;22,22;5,56
4211876;"SC";"Paial";548;10,4;403;23,08;64,27;3,72;8,93;"Até 5 mil";86;17,44;66,28;2,33;6,98;6,98;2;NA;100;NA;NA;NA
4313607;"RS";"Paim Filho";1364;8,8;978;28,32;61,86;1,23;8,59;"Até 5 mil";242;17,77;58,68;2,89;11,57;9,09;24;12,5;33,33;4,17;12,5;37,5
3146404;"MG";"Paineiras";1663;18,7;1163;27;56,41;2,49;14,1;"Até 5 mil";181;18,23;33,15;3,87;22,1;22,65;8;25;12,5;NA;12,5;50
4211892;"SC";"Painel";734;10,22;505;26,14;64,16;2,57;7,13;"Até 5 mil";125;16,8;42,4;5,6;18,4;16,8;29;17,24;34,48;NA;10,34;37,93
3146602;"MG";"Paiva";524;16,22;355;20;65,92;1,69;12,39;"Até 5 mil";74;17,57;32,43;2,7;22,97;24,32;10;20;20;10;20;30
2207355;"PI";"Pajeú do Piauí";1029;10,69;746;24,53;65,82;1,34;8,31;"Até 5 mil";159;27,67;42,14;1,89;13,21;15,09;14;28,57;35,71;7,14;14,29;14,29
5215652;"GO";"Palestina de Goiás";1114;12,84;784;33,8;58,16;1,79;6,25;"Até 5 mil";154;25,32;33,77;3,25;16,88;20,78;33;30,3;42,42;3,03;NA;24,24
4212056;"SC";"Palmeira";766;11,49;575;26,61;62,78;3,13;7,48;"Até 5 mil";97;23,71;37,11;3,09;18,56;17,53;6;16,67;16,67;NA;33,33;33,33
2207405;"PI";"Palmeira do Piauí";1310;8,78;889;15,19;74,24;2,02;8,55;"Até 5 mil";282;19,15;50;3,55;14,89;12,41;24;16,67;54,17;4,17;12,5;12,5
1715705;"TO";"Palmeirante";1356;14,23;834;24,34;63,79;2,4;9,47;"Até 5 mil";265;21,51;48,68;2,26;16,23;11,32;64;21,88;45,31;6,25;7,81;18,75
5215801;"GO";"Palmelo";784;17,98;483;27,95;50,72;1,86;19,46;"Até 5 mil";142;16,9;33,8;4,23;24,65;20,42;18;16,67;11,11;NA;5,56;66,67
5215900;"GO";"Palminópolis";1275;15,53;873;35,17;55,33;1,15;8,36;"Até 5 mil";189;29,63;33,86;2,12;16,4;17,99;15;26,67;33,33;NA;13,33;26,67
5216007;"GO";"Panamá";980;20,92;618;35,44;50,97;2,1;11,49;"Até 5 mil";139;25,9;33,81;4,32;18,71;17,27;18;50;16,67;5,56;11,11;16,67
2207553;"PI";"Paquetá";1168;10,19;803;19,55;69,24;2,49;8,72;"Até 5 mil";226;13,72;54,42;5,75;14,6;11,5;20;30;55;5;10;NA
4212239;"SC";"Paraíso";1263;9,11;943;31,5;60,76;2,12;5,62;"Até 5 mil";197;15,23;57,87;4,57;12,69;9,64;8;12,5;37,5;NA;NA;50
2408607;"RN";"Paraná";1122;9,27;790;17,72;71,9;1,9;8,48;"Até 5 mil";218;12,84;51,83;2,29;20,18;12,84;10;NA;80;NA;10;10
4118303;"PR";"Paranapoema";903;11,74;626;22,2;62,94;1,92;12,94;"Até 5 mil";163;16,56;42,94;1,23;23,31;15,95;8;NA;37,5;12,5;NA;50
3535903;"SP";"Paranapuã";1296;14,12;912;28,18;58,99;2,74;10,09;"Até 5 mil";191;18,32;41,88;4,71;19,37;15,71;10;20;40;NA;20;20
2510659;"PB";"Parari";402;15,17;294;23,13;60,2;3,06;13,61;"Até 5 mil";45;13,33;42,22;6,67;20;17,78;2;NA;50;NA;50;NA
2408706;"RN";"Paraú";1100;11;672;19,49;63,99;2,68;13,84;"Até 5 mil";284;13,73;45,42;3,52;24,3;13,03;23;17,39;34,78;4,35;26,09;17,39
2408805;"RN";"Parazinho";1215;10,37;726;17,08;66,94;2,48;13,5;"Até 5 mil";323;18,27;45,2;4,33;21,36;10,84;40;17,5;55;NA;17,5;10
4314035;"RS";"Pareci Novo";1177;13,17;821;28,38;59,68;2,44;9,5;"Até 5 mil";160;19,38;53,75;0,63;16,88;9,38;41;2,44;19,51;9,76;21,95;46,34
1101450;"RO";"Parecis";1389;9,79;1018;22,99;69,06;1,47;6,48;"Até 5 mil";200;19,5;58;2,5;9,5;10,5;35;11,43;40;2,86;NA;45,71
3536257;"SP";"Parisi";711;13,36;521;31,29;56,81;2,3;9,6;"Até 5 mil";88;20,45;45,45;NA;14,77;19,32;7;28,57;28,57;NA;NA;42,86
3147501;"MG";"Passabém";557;15,62;359;22,84;57,66;1,11;18,38;"Até 5 mil";91;5,49;42,86;3,3;23,08;25,27;20;20;35;NA;15;30
2409209;"RN";"Passagem";843;10,68;592;18,58;67,06;2,03;12,33;"Até 5 mil";157;14,65;51,59;1,91;18,47;13,38;4;NA;100;NA;NA;NA
