"Codigo";"UF";"Municipio";"Adequado_2000";"Adequado_2010";"Semi_2000";"Semi_2010";"Inadequado_2000";"Inadequado_2010";"Classe"
4102406;"PR";"Bandeirantes";56,04;84,61;29,16;6,7;14,8;8,69;"De 20 a 50 mil"
3105400;"MG";"Barão de Cocais";65,21;78,17;28,16;20,07;6,63;1,75;"De 20 a 50 mil"
2401453;"RN";"Baraúna";0,2;2,34;75,7;81,42;24,1;16,23;"De 20 a 50 mil"
1300409;"AM";"Barcelos";4,18;14,2;30,47;39,16;65,35;46,64;"De 20 a 50 mil"
3505203;"SP";"Bariri";92,65;94,44;3,88;4,01;3,47;1,55;"De 20 a 50 mil"
2902708;"BA";"Barra";7,39;15,96;45,76;51,56;46,85;32,47;"De 20 a 50 mil"
3505302;"SP";"Barra Bonita";96,68;97,91;2,15;1,74;1,17;0,35;"De 20 a 50 mil"
2902807;"BA";"Barra da Estiva";25,34;44,19;28,74;36,26;45,92;19,55;"De 20 a 50 mil"
3200904;"ES";"Barra de São Francisco";41,83;52,36;22,97;22,29;35,2;25,35;"De 20 a 50 mil"
5101704;"MT";"Barra do Bugres";9,15;22,49;69,47;63,33;21,38;14,18;"De 20 a 50 mil"
2902906;"BA";"Barra do Choça";2,29;25,08;60,93;61,25;36,78;13,67;"De 20 a 50 mil"
2800605;"SE";"Barra dos Coqueiros";26,93;57,29;63,46;40,75;9,61;1,96;"De 20 a 50 mil"
4202107;"SC";"Barra Velha";59,72;78,28;35,4;20,45;4,88;1,27;"De 20 a 50 mil"
2201200;"PI";"Barras";18,76;18,2;21,52;41,79;59,72;40,01;"De 20 a 50 mil"
1300508;"AM";"Barreirinha";1,87;1,89;35,32;53,49;62,81;44,62;"De 20 a 50 mil"
2601409;"PE";"Barreiros";20,78;38,6;57,4;42,94;21,82;18,46;"De 20 a 50 mil"
3505609;"SP";"Barrinha";97,14;97,5;1,36;1,85;1,5;0,64;"De 20 a 50 mil"
2302008;"CE";"Barro";1,17;11,07;46,23;57,04;52,59;31,88;"De 20 a 50 mil"
3505807;"SP";"Bastos";82,68;86,52;2,97;3,87;14,35;9,61;"De 20 a 50 mil"
2201507;"PI";"Batalha";3,8;13,62;33,04;59,99;63,15;26,39;"De 20 a 50 mil"
2302107;"CE";"Baturité";29,32;42,9;39,05;35,55;31,63;21,55;"De 20 a 50 mil"
2302206;"CE";"Beberibe";0,32;5,75;36,52;57,91;63,16;36,34;"De 20 a 50 mil"
2302305;"CE";"Bela Cruz";0,26;13,75;41,09;39,52;58,65;46,73;"De 20 a 50 mil"
5002100;"MS";"Bela Vista";14,24;22,35;64,89;61,6;20,87;16,05;"De 20 a 50 mil"
5203302;"GO";"Bela Vista de Goiás";13,12;33,03;54,17;53,97;32,71;13,01;"De 20 a 50 mil"
2601607;"PE";"Belém de São Francisco";18,17;39;42,24;28,62;39,58;32,38;"De 20 a 50 mil"
2903409;"BA";"Belmonte";0,79;51,81;74,72;33,66;24,49;14,53;"De 20 a 50 mil"
3106309;"MG";"Belo Oriente";45,76;68,7;33,68;21,28;20,57;10,02;"De 20 a 50 mil"
1300607;"AM";"Benjamin Constant";9,31;10,94;48,16;51,95;42,53;37,11;"De 20 a 50 mil"
2101905;"MA";"Bequimão";0,02;0,82;10,09;35,52;89,89;63,67;"De 20 a 50 mil"
3506359;"SP";"Bertioga";77,96;72,65;21,09;27,29;0,96;0,06;"De 20 a 50 mil"
3506607;"SP";"Biritiba-Mirim";39,66;62,23;45,11;35,54;15,23;2,24;"De 20 a 50 mil"
3107109;"MG";"Boa Esperança";77,77;83,81;4,73;8,44;17,5;7,75;"De 20 a 50 mil"
2701001;"AL";"Boca da Mata";47,48;58;30,91;32,06;21,6;9,94;"De 20 a 50 mil"
1300706;"AM";"Boca do Acre";8,42;4,69;44,11;58,54;47,47;36,77;"De 20 a 50 mil"
3107307;"MG";"Bocaiúva";51,96;70,17;29,57;14,88;18,47;14,95;"De 20 a 50 mil"
2602001;"PE";"Bodocó";10,58;23,18;30,49;25,88;58,93;50,94;"De 20 a 50 mil"
3507001;"SP";"Boituva";82,57;84,34;14,87;14,53;2,56;1,13;"De 20 a 50 mil"
2602100;"PE";"Bom Conselho";39,59;50,01;21,47;23,88;38,95;26,11;"De 20 a 50 mil"
3107406;"MG";"Bom Despacho";82,35;90,73;10,94;3,98;6,71;5,29;"De 20 a 50 mil"
2102002;"MA";"Bom Jardim";6,2;1,77;50,64;69,13;43,16;29,1;"De 20 a 50 mil"
2602209;"PE";"Bom Jardim";8,91;17,12;33,35;48,28;57,74;34,6;"De 20 a 50 mil"
3300506;"RJ";"Bom Jardim";39,5;41,96;35,64;52,66;24,87;5,38;"De 20 a 50 mil"
2201903;"PI";"Bom Jesus";33,08;8,01;42,02;83,48;24,89;8,51;"De 20 a 50 mil"
2102036;"MA";"Bom Jesus das Selvas";0,06;13,85;47,65;53,14;52,3;33,02;"De 20 a 50 mil"
5203500;"GO";"Bom Jesus de Goiás";8,76;26,76;80,51;66,76;10,73;6,48;"De 20 a 50 mil"
3300605;"RJ";"Bom Jesus do Itabapoana";74,35;77,18;13,95;15,04;11,7;7,78;"De 20 a 50 mil"
2602308;"PE";"Bonito";46,58;62,43;24,15;20,25;29,26;17,32;"De 20 a 50 mil"
2800670;"SE";"Boquim";0,45;0,61;74,2;82,08;25,34;17,31;"De 20 a 50 mil"
2904100;"BA";"Boquira";0,38;1,1;46,42;68,81;53,2;30,08;"De 20 a 50 mil"
1300805;"AM";"Borba";5,53;6,66;35,87;49,18;58,6;44,16;"De 20 a 50 mil"
4202800;"SC";"Braço do Norte";52,96;52,36;38,79;43,79;8,25;3,85;"De 20 a 50 mil"
1200104;"AC";"Brasiléia";6,73;22,31;44,16;49,88;49,1;27,81;"De 20 a 50 mil"
3108602;"MG";"Brasília de Minas";42,99;50,01;32,1;23,62;24,91;26,37;"De 20 a 50 mil"
2102101;"MA";"Brejo";2,65;5,52;34,42;48,7;62,93;45,78;"De 20 a 50 mil"
2602605;"PE";"Brejo da Madre de Deus";33,17;40,51;35,53;41,34;31,3;18,15;"De 20 a 50 mil"
2302503;"CE";"Brejo Santo";27,83;56,7;36,84;26,3;35,33;17;"De 20 a 50 mil"
3507803;"SP";"Brodowski";93,04;95,58;4,66;4,13;2,3;0,28;"De 20 a 50 mil"
3507902;"SP";"Brotas";84,66;90,4;13,23;7,12;2,11;2,48;"De 20 a 50 mil"
3109006;"MG";"Brumadinho";54,4;59,2;27,47;38,21;18,14;2,59;"De 20 a 50 mil"
1501907;"PA";"Bujaru";3,92;7,53;30,28;35;65,81;57,47;"De 20 a 50 mil"
2102200;"MA";"Buriti";0,88;2,81;20,75;31,03;78,37;66,16;"De 20 a 50 mil"
2102309;"MA";"Buriti Bravo";NA;1,68;48,75;69,07;51,25;29,25;"De 20 a 50 mil"
1100452;"RO";"Buritis";0,02;0,04;42,9;64,8;57,08;35,16;"De 20 a 50 mil"
3109303;"MG";"Buritis";5,59;24,74;67,64;51,27;26,76;23,99;"De 20 a 50 mil"
3109402;"MG";"Buritizeiro";1,03;2,08;81,37;86,74;17,6;11,18;"De 20 a 50 mil"
4302709;"RS";"Butiá";65,17;66,41;32,28;32,6;2,55;0,99;"De 20 a 50 mil"
2503001;"PB";"Caaporã";6,93;11,52;70,73;82,88;22,34;5,6;"De 20 a 50 mil"
5002407;"MS";"Caarapó";1,86;19,48;74,89;63,35;23,25;17,17;"De 20 a 50 mil"
3508405;"SP";"Cabreúva";65,36;81,64;25,8;17,27;8,84;1,09;"De 20 a 50 mil"
2603009;"PE";"Cabrobó";46,7;58,67;24,12;24,98;29,18;16,35;"De 20 a 50 mil"
4302808;"RS";"Caçapava do Sul";45,58;50,39;28,74;33,79;25,68;15,82;"De 20 a 50 mil"
2904902;"BA";"Cachoeira";33,49;44,53;31,5;37,82;35,01;17,65;"De 20 a 50 mil"
1502004;"PA";"Cachoeira do Arari";0,17;12,32;34,57;44,99;65,27;42,69;"De 20 a 50 mil"
1501956;"PA";"Cachoeira do Piriá";1,58;0,87;16,84;25,09;81,58;74,04;"De 20 a 50 mil"
3508603;"SP";"Cachoeira Paulista";83,17;86,82;12,89;10,96;3,94;2,22;"De 20 a 50 mil"
2905008;"BA";"Caculé";51,54;15,31;19,1;72,23;29,36;12,46;"De 20 a 50 mil"
3110004;"MG";"Caeté";72,34;76,87;20,11;17,98;7,55;5,14;"De 20 a 50 mil"
2603207;"PE";"Caetés";8,02;19,08;17,21;14,91;74,77;66,01;"De 20 a 50 mil"
2905206;"BA";"Caetité";18,12;31,25;43,39;34,37;38,49;34,38;"De 20 a 50 mil"
3509254;"SP";"Cajati";59,26;63,7;28,53;33,46;12,21;2,84;"De 20 a 50 mil"
2701308;"AL";"Cajueiro";41,54;9,26;41,52;79,19;16,94;11,55;"De 20 a 50 mil"
3509403;"SP";"Cajuru";83,02;86,71;12,74;10,06;4,24;3,23;"De 20 a 50 mil"
2905602;"BA";"Camacan";58,39;64,67;24,82;25,6;16,79;9,73;"De 20 a 50 mil"
2905800;"BA";"Camamu";19,77;31,39;31,2;40,11;49,03;28,5;"De 20 a 50 mil"
3110509;"MG";"Camanducaia";65,22;59,08;21,2;37,14;13,58;3,78;"De 20 a 50 mil"
4103602;"PR";"Cambará";79,32;90,34;9,86;6,32;10,82;3,33;"De 20 a 50 mil"
3110608;"MG";"Cambuí";73,77;80,39;11,24;18,03;14,99;1,59;"De 20 a 50 mil"
3111002;"MG";"Campestre";49,09;54,47;14,41;20,14;36,5;25,38;"De 20 a 50 mil"
4104006;"PR";"Campina Grande do Sul";60,32;76,17;30,48;22,02;9,19;1,81;"De 20 a 50 mil"
2905909;"BA";"Campo Alegre de Lourdes";NA;NA;15,11;31,59;84,89;68,41;"De 20 a 50 mil"
4104253;"PR";"Campo Magro";40,81;50,5;52,59;47,11;6,61;2,39;"De 20 a 50 mil"
2202208;"PI";"Campo Maior";44,33;24,57;33,53;58,68;22,15;16,75;"De 20 a 50 mil"
5102637;"MT";"Campo Novo do Parecis";7,34;21,52;80,92;72,75;11,74;5,73;"De 20 a 50 mil"
5102678;"MT";"Campo Verde";3,82;10,06;73,79;73,06;22,39;16,88;"De 20 a 50 mil"
3509700;"SP";"Campos do Jordão";75,21;80,42;23,54;19,16;1,25;0,43;"De 20 a 50 mil"
3111606;"MG";"Campos Gerais";63,87;68,23;10,5;8,61;25,62;23,16;"De 20 a 50 mil"
4203600;"SC";"Campos Novos";36,59;64,16;45,29;28,1;18,12;7,74;"De 20 a 50 mil"
2302701;"CE";"Campos Sales";22,3;20,8;42,43;56,65;35,26;22,56;"De 20 a 50 mil"
1502152;"PA";"Canaã dos Carajás";NA;11,59;28,52;75,17;71,48;13,23;"De 20 a 50 mil"
2906204;"BA";"Canarana";0,69;1,24;69,39;80,55;29,92;18,21;"De 20 a 50 mil"
2906303;"BA";"Canavieiras";5,84;49,59;68,34;35,45;25,83;14,96;"De 20 a 50 mil"
4304200;"RS";"Candelária";39,74;46,61;28,57;44,57;31,69;8,81;"De 20 a 50 mil"
3510005;"SP";"Cândido Mota";85;92,42;7,96;4,26;7,04;3,32;"De 20 a 50 mil"
2906709;"BA";"Cândido Sales";5,1;7,28;64,05;65,46;30,85;27,26;"De 20 a 50 mil"
4304408;"RS";"Canela";77,39;84,96;20,75;14,62;1,86;0,42;"De 20 a 50 mil"
2402204;"RN";"Canguaretama";8,36;4,14;80,67;89,78;10,97;6,08;"De 20 a 50 mil"
2603702;"PE";"Canhotinho";31,61;45,38;30,63;22,93;37,76;31,69;"De 20 a 50 mil"
2801207;"SE";"Canindé de São Francisco";37,72;43,27;43,46;44,34;18,82;12,38;"De 20 a 50 mil"
2906808;"BA";"Cansanção";7,22;19,42;27,79;47,59;64,99;32,99;"De 20 a 50 mil"
2102705;"MA";"Cantanhede";6,61;19,94;45,17;45,13;48,23;34,92;"De 20 a 50 mil"
2202307;"PI";"Canto do Buriti";28,18;1,8;27,64;57,31;44,18;40,89;"De 20 a 50 mil"
3510203;"SP";"Capão Bonito";75,62;81,19;13,08;12,43;11,3;6,38;"De 20 a 50 mil"
4304630;"RS";"Capão da Canoa";80,81;59,22;18,55;40,64;0,64;0,14;"De 20 a 50 mil"
4304663;"RS";"Capão do Leão";66,46;65,93;29,95;32,88;3,59;1,19;"De 20 a 50 mil"
2801306;"SE";"Capela";0,71;11,01;73,88;75,55;25,41;13,43;"De 20 a 50 mil"
3112307;"MG";"Capelinha";40,43;57,65;32,36;19,13;27,21;23,22;"De 20 a 50 mil"
2906873;"BA";"Capim Grosso";10,43;10,85;76,6;82,93;12,98;6,22;"De 20 a 50 mil"
4203907;"SC";"Capinzal";76,21;57,92;21,74;39,39;2,05;2,69;"De 20 a 50 mil"
3510401;"SP";"Capivari";89,76;86,89;7,85;12,07;2,39;1,04;"De 20 a 50 mil"
4203956;"SC";"Capivari de Baixo";88,77;89,02;11,01;10,9;0,22;0,09;"De 20 a 50 mil"
3113008;"MG";"Caraí";18,09;25,71;28,85;25,47;53,06;48,81;"De 20 a 50 mil"
3113206;"MG";"Carandaí";51,01;66,15;34,61;25,04;14,38;8,81;"De 20 a 50 mil"
3113305;"MG";"Carangola";64,42;69,18;19,3;18,54;16,29;12,29;"De 20 a 50 mil"
1301001;"AM";"Carauari";0,31;22,21;63,19;56,18;36,5;21,6;"De 20 a 50 mil"
2906907;"BA";"Caravelas";18,01;21,14;47,74;61,94;34,25;16,92;"De 20 a 50 mil"
1301100;"AM";"Careiro";5,73;10,92;19,69;33,5;74,58;55,58;"De 20 a 50 mil"
1301159;"AM";"Careiro da Várzea";0,83;0,24;13,28;19,78;85,89;79,98;"De 20 a 50 mil"
2303006;"CE";"Caridade";1,28;9,52;44,67;69,52;54,05;20,96;"De 20 a 50 mil"
2907103;"BA";"Carinhanha";2,08;5,32;59,66;63,78;38,27;30,9;"De 20 a 50 mil"
2801405;"SE";"Carira";1,88;11,3;64,93;68,53;33,18;20,17;"De 20 a 50 mil"
2303204;"CE";"Caririaçu";3,45;5,19;45,13;70,65;51,42;24,16;"De 20 a 50 mil"
4304804;"RS";"Carlos Barbosa";70,62;74,67;17,24;23,7;12,13;1,64;"De 20 a 50 mil"
3113701;"MG";"Carlos Chagas";49,81;61,09;17,35;15,45;32,84;23,46;"De 20 a 50 mil"
3114204;"MG";"Carmo do Cajuru";62,3;81,82;26,73;14,15;10,96;4,03;"De 20 a 50 mil"
3114303;"MG";"Carmo do Paranaíba";76,16;79,18;8,47;11,37;15,37;9,45;"De 20 a 50 mil"
3114402;"MG";"Carmo do Rio Claro";66,16;72,4;6,45;17,92;27,39;9,68;"De 20 a 50 mil"
2102804;"MA";"Carolina";29,27;26,35;32,86;48,2;37,87;25,46;"De 20 a 50 mil"
2102903;"MA";"Carutapera";1,81;6,8;32,29;67,65;65,9;25,55;"De 20 a 50 mil"
3510807;"SP";"Casa Branca";81,23;88,13;12,88;5,81;5,89;6,06;"De 20 a 50 mil"
3301306;"RJ";"Casimiro de Abreu";69,26;71,42;26,92;27,34;3,82;1,24;"De 20 a 50 mil"
5002902;"MS";"Cassilândia";9,61;25,25;79,63;66,65;10,75;8,11;"De 20 a 50 mil"
3201407;"ES";"Castelo";52,14;62,21;20,12;19,97;27,74;17,82;"De 20 a 50 mil"
2907301;"BA";"Castro Alves";34,33;53,56;29,91;15,77;35,75;30,67;"De 20 a 50 mil"
2604205;"PE";"Catende";53,55;58,27;25,99;26,39;20,46;15,35;"De 20 a 50 mil"
2504306;"PB";"Catolé do Rocha";18,23;37,35;53,48;41,98;28,28;20,66;"De 20 a 50 mil"
3115508;"MG";"Caxambu";89,79;95,88;8,17;3,72;2,04;0,4;"De 20 a 50 mil"
2303808;"CE";"Cedro";0,28;7,82;49,16;65,72;50,56;26,46;"De 20 a 50 mil"
5205406;"GO";"Ceres";12,1;37,55;72,31;56,74;15,59;5,7;"De 20 a 50 mil"
3511508;"SP";"Cerquilho";93,11;93,44;5,63;5,87;1,26;0,69;"De 20 a 50 mil"
2604502;"PE";"Chã Grande";20,65;40,62;35,84;28,71;43,52;30,67;"De 20 a 50 mil"
4305355;"RS";"Charqueadas";87,44;89,94;10,05;9,14;2,5;0,91;"De 20 a 50 mil"
1502509;"PA";"Chaves";0,61;1,09;6,45;16,69;92,94;82,22;"De 20 a 50 mil"
2907806;"BA";"Cícero Dantas";25,6;40,01;42,86;43,96;31,54;16,03;"De 20 a 50 mil"
3116605;"MG";"Cláudio";66,53;77,35;13,96;18,5;19,51;4,15;"De 20 a 50 mil"
2908002;"BA";"Coaraci";58,96;77,81;25,71;15,2;15,33;6,99;"De 20 a 50 mil"
2202703;"PI";"Cocal";15,01;0,34;26,09;46,3;58,9;53,36;"De 20 a 50 mil"
1301308;"AM";"Codajás";14,26;22,47;46,59;45,88;39,15;31,65;"De 20 a 50 mil"
2103406;"MA";"Coelho Neto";16,24;4,78;55,71;84,67;28,04;10,56;"De 20 a 50 mil"
5103205;"MT";"Colíder";1,16;16,12;67,27;64,37;31,57;19,51;"De 20 a 50 mil"
2103505;"MA";"Colinas";9,43;3,43;25,34;61,65;65,23;34,91;"De 20 a 50 mil"
1705508;"TO";"Colinas do Tocantins";17,28;29,02;75,82;67,76;6,91;3,23;"De 20 a 50 mil"
5103254;"MT";"Colniza";NA;0,94;NA;49,82;NA;49,24;"De 20 a 50 mil"
2702108;"AL";"Colônia Leopoldina";38,54;53,25;31,51;29,44;29,95;17,31;"De 20 a 50 mil"
4105904;"PR";"Colorado";69,38;62,57;24,86;34,07;5,76;3,36;"De 20 a 50 mil"
3201605;"ES";"Conceição da Barra";9,46;30,04;75,83;57,51;14,71;12,45;"De 20 a 50 mil"
2908200;"BA";"Conceição da Feira";3,51;5,46;78,01;80,45;18,48;14,1;"De 20 a 50 mil"
3117306;"MG";"Conceição das Alagoas";75,91;84,27;7,81;10,93;16,28;4,8;"De 20 a 50 mil"
3301405;"RJ";"Conceição de Macabu";25,71;23,12;67,78;73,03;6,51;3,85;"De 20 a 50 mil"
1502707;"PA";"Conceição do Araguaia";19,35;1,61;49,6;71,38;31,05;27,01;"De 20 a 50 mil"
2908507;"BA";"Conceição do Jacuípe";0,78;4,68;75,91;84,98;23,3;10,35;"De 20 a 50 mil"
3512209;"SP";"Conchal";87,19;91,66;4,51;8,24;8,29;0,1;"De 20 a 50 mil"
1502756;"PA";"Concórdia do Pará";0,02;0,72;24,6;62,93;75,37;36,35;"De 20 a 50 mil"
2604601;"PE";"Condado";1,5;2,27;72,38;92,66;26,12;5,07;"De 20 a 50 mil"
2504603;"PB";"Conde";1,63;6,26;51,67;70,89;46,7;22,85;"De 20 a 50 mil"
2908606;"BA";"Conde";3,23;7,71;50,05;68,74;46,73;23,55;"De 20 a 50 mil"
5103353;"MT";"Confresa";0,07;11,14;23,19;55,67;76,74;33,19;"De 20 a 50 mil"
3118007;"MG";"Congonhas";78,15;76,08;18,47;22,44;3,38;1,48;"De 20 a 50 mil"
3118403;"MG";"Conselheiro Pena";49,62;71,35;29,56;12,41;20,83;16,24;"De 20 a 50 mil"
3118809;"MG";"Coração de Jesus";3,1;15,49;65,68;41,83;31,22;42,68;"De 20 a 50 mil"
2908903;"BA";"Coração de Maria";0,24;3,55;32,74;42,65;67,02;53,8;"De 20 a 50 mil"
3301504;"RJ";"Cordeiro";85,67;81,11;10,61;17,26;3,72;1,62;"De 20 a 50 mil"
3512407;"SP";"Cordeirópolis";91,04;89,79;6,82;9,23;2,14;0,98;"De 20 a 50 mil"
2304004;"CE";"Coreaú";4,67;14,7;43,72;53,25;51,61;32,05;"De 20 a 50 mil"
3119104;"MG";"Corinto";52,28;72,18;32,53;22,86;15,2;4,96;"De 20 a 50 mil"
4106407;"PR";"Cornélio Procópio";78,02;89,72;14,34;6,58;7,64;3,7;"De 20 a 50 mil"
3119302;"MG";"Coromandel";59,66;69,03;18,29;12,41;22,04;18,56;"De 20 a 50 mil"
4106506;"PR";"Coronel Vivida";15,47;33,93;50,34;49,84;34,19;16,23;"De 20 a 50 mil"
2202901;"PI";"Corrente";27,32;11,17;28,08;54,86;44,6;33,97;"De 20 a 50 mil"
2909307;"BA";"Correntina";0,45;13,94;46,82;49,04;52,72;37,02;"De 20 a 50 mil"
5003306;"MS";"Coxim";2,15;12,84;85,25;77,29;12,6;9,87;"De 20 a 50 mil"
2702355;"AL";"Craíbas";0,61;5,76;66,12;65,8;33,27;28,43;"De 20 a 50 mil"
3513108;"SP";"Cravinhos";94,72;97,08;2,37;1,4;2,91;1,52;"De 20 a 50 mil"
2909604;"BA";"Crisópolis";0,78;4,88;52,08;72,23;47,14;22,9;"De 20 a 50 mil"
5206206;"GO";"Cristalina";4,09;35,99;71,46;51,68;24,45;12,33;"De 20 a 50 mil"
2304251;"CE";"Cruz";1,46;3,72;39,23;68,2;59,3;28,08;"De 20 a 50 mil"
4106605;"PR";"Cruzeiro do Oeste";11,05;48,52;70,18;40,95;18,77;10,53;"De 20 a 50 mil"
3513603;"SP";"Cunha";43,55;51,06;13,59;16,58;42,86;32,36;"De 20 a 50 mil"
2605004;"PE";"Cupira";68,91;77,65;14,6;13,81;16,5;8,53;"De 20 a 50 mil"
2909901;"BA";"Curaçá";26,15;33,69;27,94;32,64;45,92;33,67;"De 20 a 50 mil"
4204806;"SC";"Curitibanos";57,94;58,18;33,11;36,82;8,95;5;"De 20 a 50 mil"
2403103;"RN";"Currais Novos";78,33;80,87;11,58;11,59;10,09;7,53;"De 20 a 50 mil"
1502806;"PA";"Curralinho";3,86;1,2;25,78;32,95;70,36;65,85;"De 20 a 50 mil"
1502905;"PA";"Curuçá";13,41;12,98;48,67;77,2;37,92;9,82;"De 20 a 50 mil"
2103703;"MA";"Cururupu";5,16;0,69;32,2;65,35;62,65;33,96;"De 20 a 50 mil"
2605103;"PE";"Custódia";31,55;37,5;26,13;29,99;42,32;32,51;"De 20 a 50 mil"
2702405;"AL";"Delmiro Gouveia";52,84;68,27;37,68;28,3;9,48;3,42;"De 20 a 50 mil"
3513702;"SP";"Descalvado";84,86;89,87;4,21;5,05;10,93;5,09;"De 20 a 50 mil"
3121605;"MG";"Diamantina";53,82;69,13;32,22;22,24;13,96;8,63;"De 20 a 50 mil"
5103502;"MT";"Diamantino";2,05;19,23;72,46;64,19;25,5;16,58;"De 20 a 50 mil"
3514106;"SP";"Dois Córregos";87,78;93,53;8,51;4,31;3,71;2,17;"De 20 a 50 mil"
4306403;"RS";"Dois Irmãos";93,14;92,49;6,66;7,48;0,2;0,03;"De 20 a 50 mil"
4107207;"PR";"Dois Vizinhos";25,53;45,7;48,69;39,77;25,78;14,53;"De 20 a 50 mil"
4306601;"RS";"Dom Pedrito";77,95;81,34;13,4;14,2;8,64;4,46;"De 20 a 50 mil"
2103802;"MA";"Dom Pedro";23,04;10,46;41,79;82,64;35,17;6,9;"De 20 a 50 mil"
3201902;"ES";"Domingos Martins";20,65;27,59;33,8;50,94;45,55;21,47;"De 20 a 50 mil"
3514403;"SP";"Dracena";86,83;92,21;7,03;5,74;6,14;2,06;"De 20 a 50 mil"
3202108;"ES";"Ecoporanga";30,91;41,13;34,36;30,74;34,74;28,13;"De 20 a 50 mil"
1301407;"AM";"Eirunepé";0,83;4,38;24,53;55,68;74,64;39,94;"De 20 a 50 mil"
4306767;"RS";"Eldorado do Sul";62,74;76,56;33,7;22,31;3,57;1,14;"De 20 a 50 mil"
1502954;"PA";"Eldorado dos Carajás";0,03;0,81;17,29;46,36;82,68;52,84;"De 20 a 50 mil"
3123601;"MG";"Elói Mendes";76,33;81,23;3,46;9,39;20,21;9,39;"De 20 a 50 mil"
4306809;"RS";"Encantado";78,95;82,13;16,07;17,14;4,98;0,72;"De 20 a 50 mil"
2910404;"BA";"Encruzilhada";0,1;16,88;44,84;48,45;55,05;34,67;"De 20 a 50 mil"
4306908;"RS";"Encruzilhada do Sul";41,93;58,69;22,78;16,41;35,29;24,91;"De 20 a 50 mil"
2910503;"BA";"Entre Rios";1,03;9,51;66,24;72,82;32,73;17,68;"De 20 a 50 mil"
3124203;"MG";"Espera Feliz";49,83;52,61;13,62;27,43;36,55;19,96;"De 20 a 50 mil"
2506004;"PB";"Esperança";45,04;60,28;25,67;19,28;29,29;20,44;"De 20 a 50 mil"
2203701;"PI";"Esperantina";7,86;2,79;54,06;71,16;38,08;26,05;"De 20 a 50 mil"
1100098;"RO";"Espigão D'Oeste";0,33;3,42;54,26;69,99;45,41;26,59;"De 20 a 50 mil"
3124302;"MG";"Espinosa";0,34;1,71;73,06;77,86;26,6;20,43;"De 20 a 50 mil"
3515186;"SP";"Espírito Santo do Pinhal";86,17;89,03;6,91;8,02;6,91;2,95;"De 20 a 50 mil"
2910602;"BA";"Esplanada";0,31;9,31;64,22;76,76;35,47;13,93;"De 20 a 50 mil"
4307609;"RS";"Estância Velha";60,77;61,79;38,39;38;0,84;0,21;"De 20 a 50 mil"
2104057;"MA";"Estreito";16,6;6,74;57,88;76,92;25,52;16,34;"De 20 a 50 mil"
4307807;"RS";"Estrela";73,95;81,66;24,12;18;1,92;0,33;"De 20 a 50 mil"
2304285;"CE";"Eusébio";1,43;21,82;74,28;74,58;24,29;3,6;"De 20 a 50 mil"
3125101;"MG";"Extrema";63,27;68,89;23,11;29,59;13,63;1,51;"De 20 a 50 mil"
2403608;"RN";"Extremoz";23,38;28,5;65,94;64,49;10,68;7,02;"De 20 a 50 mil"
2605301;"PE";"Exu";10,5;11,69;30,3;42,18;59,2;46,14;"De 20 a 50 mil"
1200302;"AC";"Feijó";0,64;0,92;27,61;53,6;71,75;45,47;"De 20 a 50 mil"
2702603;"AL";"Feira Grande";0,55;0,76;27,86;46,39;71,59;52,86;"De 20 a 50 mil"
2605400;"PE";"Feira Nova";4,47;17,18;61,47;65,64;34,05;17,18;"De 20 a 50 mil"
2605608;"PE";"Flores";12,98;28,84;28,01;20,73;59,02;50,42;"De 20 a 50 mil"
4308201;"RS";"Flores da Cunha";60,77;68,88;26,24;28,42;12,99;2,7;"De 20 a 50 mil"
2605707;"PE";"Floresta";42,6;39,24;24,45;30,48;32,95;30,28;"De 20 a 50 mil"
1301605;"AM";"Fonte Boa";0,15;1,69;36,55;67,31;63,3;31;"De 20 a 50 mil"
2911105;"BA";"Formosa do Rio Preto";32,76;2,67;30,02;61,2;37,22;36,13;"De 20 a 50 mil"
2304350;"CE";"Forquilha";32,81;62,34;36,59;31,09;30,61;6,58;"De 20 a 50 mil"
4205456;"SC";"Forquilhinha";59,82;70,2;32,2;27,14;7,98;2,65;"De 20 a 50 mil"
4205506;"SC";"Fraiburgo";62,65;64,6;27,88;29,03;9,48;6,37;"De 20 a 50 mil"
3126703;"MG";"Francisco Sá";37,01;42,65;24,02;27;38,97;30,35;"De 20 a 50 mil"
4308508;"RS";"Frederico Westphalen";53,1;63,7;28,05;31,44;18,84;4,86;"De 20 a 50 mil"
2605905;"PE";"Gameleira";29,91;35,23;33,31;45,69;36,78;19,08;"De 20 a 50 mil"
2911204;"BA";"Gandu";35,33;47,81;35,85;34,16;28,82;18,02;"De 20 a 50 mil"
3516705;"SP";"Garça";87,4;91,88;7,03;4,51;5,57;3,61;"De 20 a 50 mil"
4308607;"RS";"Garibaldi";69,59;78,86;20,71;20,11;9,7;1,02;"De 20 a 50 mil"
1503077;"PA";"Garrafão do Norte";NA;NA;26,68;45,39;73,32;54,61;"De 20 a 50 mil"
2702900;"AL";"Girau do Ponciano";0,37;0,87;48,89;49,94;50,75;49,19;"De 20 a 50 mil"
2606101;"PE";"Glória do Goitá";28,52;31,17;25,58;33,81;45,9;35,03;"De 20 a 50 mil"
1503093;"PA";"Goianésia do Pará";0,06;0,69;22,07;64,57;77,86;34,74;"De 20 a 50 mil"
