"Codigo";"UF";"Municipio";"Pop15";"Taxa";"Pop15-24";"Taxa15-24";"Pop25-39";"Taxa25-39";"Pop40-59";"Taxa40-59";"Pop60+";"Taxa60+";"Classe"
3116209;"MG";"Chiador";243;11,27;13;2,94;25;4,61;93;12,72;112;25,4;"Até 5 mil"
4305405;"RS";"Chiapetta";199;6,26;4;0,66;23;2,83;59;5,19;113;17,99;"Até 5 mil"
4305447;"RS";"Chuvisca";364;9,74;20;2,46;51;4,36;128;10,6;165;30,11;"Até 5 mil"
4305504;"RS";"Ciríaco";285;7,12;10;1,27;15;1,56;67;4,89;193;21,69;"Até 5 mil"
3116407;"MG";"Claraval";276;8;9;1,16;24;2,43;100;8,95;143;25,27;"Até 5 mil"
2202711;"PI";"Cocal de Telha";1104;33,4;35;4,56;220;21,63;424;45,06;425;73,4;"Até 5 mil"
2202737;"PI";"Coivaras";882;31,74;50;7,31;196;22,58;325;43,45;311;64,93;"Até 5 mil"
4305587;"RS";"Colinas";61;2,91;1;0,31;5;1,09;16;2,27;39;6,35;"Até 5 mil"
5205521;"GO";"Colinas do Sul";401;15,93;14;2,36;58;7,71;157;20,05;172;44,1;"Até 5 mil"
4305603;"RS";"Colorado";133;4,45;8;1,5;9;1,37;30;2,82;86;11,62;"Até 5 mil"
1705557;"TO";"Combinado";612;18,29;17;2,06;106;9,22;249;26,72;240;54,67;"Até 5 mil"
3116902;"MG";"Comendador Gomes";200;8,71;14;2,94;40;5,48;65;8,74;81;23,48;"Até 5 mil"
3115201;"MG";"Conceição da Barra de Minas";257;8,28;10;1,47;29;3,18;69;7,11;149;27,59;"Até 5 mil"
3117207;"MG";"Conceição das Pedras";210;9,52;7;1,62;25;3,81;64;8,83;114;29,16;"Até 5 mil"
3117405;"MG";"Conceição de Ipanema";536;15,32;19;2,95;62;6,29;201;17,54;254;35,23;"Até 5 mil"
2202802;"PI";"Conceição do Canindé";977;30,16;57;7,57;217;22,6;364;40,18;339;54,68;"Até 5 mil"
1705607;"TO";"Conceição do Tocantins";640;23,18;28;3,47;108;14,77;237;30,35;267;60,27;"Até 5 mil"
2504702;"PB";"Congo";991;28,54;52;6,52;231;22,92;324;33,89;384;54,01;"Até 5 mil"
3118106;"MG";"Congonhas do Norte";951;26,4;45;4,99;172;16,98;314;32,44;420;58,33;"Até 5 mil"
5103361;"MT";"Conquista D'Oeste";291;11,76;8;1,17;51;5,72;94;15,04;138;50,92;"Até 5 mil"
4106100;"PR";"Conselheiro Mairinck";284;10,11;3;0,46;18;2,37;104;11,78;159;30,52;"Até 5 mil"
3118502;"MG";"Consolação";176;13,03;7;2,65;32;9,36;41;9,34;96;31,37;"Até 5 mil"
2908804;"BA";"Contendas do Sincorá";935;26,72;24;2,92;161;16;362;36,09;388;58;"Até 5 mil"
4305835;"RS";"Coqueiro Baixo";93;7,06;1;0,63;7;2,97;21;4,43;64;14,25;"Até 5 mil"
4305850;"RS";"Coqueiros do Sul";103;5,16;2;0,61;9;2,12;28;3,68;64;13,14;"Até 5 mil"
4204350;"SC";"Cordilheira Alta";149;4,86;8;1,1;14;1,59;43;4,31;84;18,22;"Até 5 mil"
3119005;"MG";"Cordislândia";363;14,08;15;2,65;57;7,73;135;16,4;156;34,51;"Até 5 mil"
5003108;"MS";"Corguinho";422;11,55;8;1,08;51;4,68;174;14,12;189;32,03;"Até 5 mil"
4305871;"RS";"Coronel Barros";65;3,15;5;1,5;8;1,61;21;3,01;31;5,77;"Até 5 mil"
2402907;"RN";"Coronel João Pessoa";1110;33,16;76;8,5;246;27,12;413;44,36;375;60,98;"Até 5 mil"
2202851;"PI";"Coronel José Dias";1094;32,45;32;4,03;233;21,3;414;47,21;415;68,48;"Até 5 mil"
4204459;"SC";"Coronel Martins";217;11,43;4;0,94;28;5,61;94;14,42;91;28,17;"Até 5 mil"
3119609;"MG";"Coronel Pacheco";276;11,47;7;1,43;30;4,71;85;10,3;154;33,77;"Até 5 mil"
4305934;"RS";"Coronel Pilar";58;3,97;3;1,54;8;2,9;5;0,9;42;9,7;"Até 5 mil"
3119708;"MG";"Coronel Xavier Chaves";156;5,99;6;1,17;18;2,3;60;7,15;72;15,32;"Até 5 mil"
3119807;"MG";"Córrego Danta";250;9,19;5;1,03;30;4,46;88;9,38;127;20,26;"Até 5 mil"
3119906;"MG";"Córrego do Bom Jesus";377;12,22;10;1,84;21;2,98;100;9,62;246;30,83;"Até 5 mil"
5205703;"GO";"Córrego do Ouro";231;11,2;2;0,52;30;5,07;70;9,94;129;33,59;"Até 5 mil"
3120003;"MG";"Córrego Novo";509;21,38;16;3,11;68;10,68;190;24,39;235;52,22;"Até 5 mil"
3512704;"SP";"Corumbataí";210;7,03;11;1,68;28;3,08;73;8,03;98;19,1;"Até 5 mil"
4106555;"PR";"Corumbataí do Sul";599;19,22;13;2,03;55;6,72;231;22,32;300;48,23;"Até 5 mil"
4305959;"RS";"Cotiporã";152;4,52;4;0,71;10;1,4;39;3,17;99;11,59;"Até 5 mil"
3120102;"MG";"Couto de Magalhães de Minas";363;11,53;5;0,61;35;4;129;13,98;194;37,09;"Até 5 mil"
4305975;"RS";"Coxilha";151;6,86;5;1,06;22;3,51;39;5,19;85;24,08;"Até 5 mil"
2504850;"PB";"Coxixola";302;21,21;9;2,87;51;13,53;105;25,61;137;42,41;"Até 5 mil"
4306072;"RS";"Cristal do Sul";269;12,19;4;0,93;18;3,13;85;11,72;162;34,11;"Até 5 mil"
5206305;"GO";"Cristianópolis";169;7,32;3;0,67;32;4,81;53;7,01;81;18,37;"Até 5 mil"
1706258;"TO";"Crixás do Tocantins";118;10,67;2;0,93;18;4,7;37;10,63;61;38,36;"Até 5 mil"
5206503;"GO";"Cromínia";313;11,04;8;1,49;33;4,22;89;9,55;183;31,44;"Até 5 mil"
3120607;"MG";"Crucilândia";519;13,78;6;0,85;34;3,15;190;15,32;289;38,79;"Até 5 mil"
3513306;"SP";"Cruzália";141;7,63;1;0,27;8;1,73;47;6,8;85;25,76;"Até 5 mil"
4306130;"RS";"Cruzaltense";120;6,76;NA;NA;9;2,61;30;4,29;81;20,61;"Até 5 mil"
3120706;"MG";"Cruzeiro da Fortaleza";300;10,22;5;0,73;45;5,16;92;9,97;158;34,57;"Até 5 mil"
4106571;"PR";"Cruzeiro do Iguaçu";411;12,74;8;1,02;33;3,86;176;16,56;194;36,81;"Até 5 mil"
4106704;"PR";"Cruzeiro do Sul";436;12,11;13;1,64;46;4,5;164;13,49;213;37,24;"Até 5 mil"
4106852;"PR";"Cruzmaltina";432;17,14;11;2,24;39;5,44;182;21,29;200;43,57;"Até 5 mil"
5206602;"GO";"Cumari";209;8,83;2;0,48;19;2,95;63;8,09;125;23,72;"Até 5 mil"
2801900;"SE";"Cumbe";745;26,52;20;2,78;164;18,32;265;36,5;296;63,11;"Até 5 mil"
4204756;"SC";"Cunhataí";60;3,95;3;0,99;6;1,68;24;4,05;27;10,23;"Até 5 mil"
3120839;"MG";"Cuparaque";754;21,52;33;4,03;118;11,56;288;26,47;315;54,78;"Até 5 mil"
2203230;"PI";"Currais";1044;32,73;64;7,21;224;23,24;410;47,9;346;71,78;"Até 5 mil"
2203271;"PI";"Curral Novo do Piauí";1140;35,45;102;10,28;319;30,97;444;55,29;275;70,33;"Até 5 mil"
2505303;"PB";"Curral Velho";639;34,92;54;10,42;153;26,33;238;50,64;194;74,33;"Até 5 mil"
2203255;"PI";"Curralinhos";912;31,07;41;4,98;177;20,09;348;45,55;346;74,25;"Até 5 mil"
5103437;"MT";"Curvelândia";551;15,12;17;2,06;65;5,68;190;17,09;279;49,64;"Até 5 mil"
1600212;"AP";"Cutias";313;11,19;20;2,03;67;7,03;140;21,64;86;40,76;"Até 5 mil"
5206701;"GO";"Damianópolis";490;19,52;9;1,71;55;6,79;182;24,01;244;58,8;"Até 5 mil"
2505352;"PB";"Damião";1359;39,66;79;8,32;333;33,5;495;56,31;452;74,83;"Até 5 mil"
5206800;"GO";"Damolândia";284;12,95;6;1,35;31;5,07;104;12,92;143;43,2;"Até 5 mil"
4306304;"RS";"David Canabarro";280;7,36;5;0,64;10;1,08;80;5,8;185;25,95;"Até 5 mil"
5206909;"GO";"Davinópolis";241;14,79;1;0,38;16;3,37;91;15,56;133;43,61;"Até 5 mil"
4306320;"RS";"Derrubadas";242;9,78;7;1,47;27;4,54;84;9,3;124;24,75;"Até 5 mil"
3121308;"MG";"Descoberto";320;8,44;6;0,76;34;3,22;129;10,63;151;20,6;"Até 5 mil"
3121506;"MG";"Desterro do Melo";429;17,64;6;1,28;45;6,8;160;19,56;218;45,13;"Até 5 mil"
4306353;"RS";"Dezesseis de Novembro";279;12,29;4;1,08;23;4,59;91;10,96;161;28,25;"Até 5 mil"
4107124;"PR";"Diamante do Sul";476;19,12;12;2,04;83;10,95;179;23,83;202;51,4;"Até 5 mil"
4306379;"RS";"Dilermando de Aguiar";331;13,65;7;1,65;30;5,48;121;14,14;173;28,98;"Até 5 mil"
3121704;"MG";"Diogo de Vasconcelos";508;17,31;11;1,73;57;7,72;173;19,59;267;39,44;"Até 5 mil"
5207105;"GO";"Diorama";255;12,83;4;1,04;21;3,8;92;13,57;138;37;"Até 5 mil"
3513850;"SP";"Dirce Reis";194;13,9;5;1,85;8;2,27;53;11,86;128;39,26;"Até 5 mil"
2802007;"SE";"Divina Pastora";691;23,15;41;5,08;143;13,82;277;35,56;230;63,19;"Até 5 mil"
3121902;"MG";"Divinésia";233;9,21;13;2,22;25;3,81;90;10,56;105;24,14;"Até 5 mil"
3122108;"MG";"Divino das Laranjeiras";694;18,38;10;1,23;72;7,28;233;19,51;379;48,59;"Até 5 mil"
3201803;"ES";"Divino de São Lourenço";510;15,18;16;1,98;87;8,4;217;20,36;190;42,22;"Até 5 mil"
5208301;"GO";"Divinópolis de Goiás";766;21,14;20;2,43;93;7,94;306;29,03;347;60,35;"Até 5 mil"
4306429;"RS";"Dois Irmãos das Missões";203;12,29;6;1,78;21;4,81;89;15,7;87;27,97;"Até 5 mil"
4306452;"RS";"Dois Lajeados";143;5,11;5;1,09;6;0,86;41;4,27;91;13,44;"Até 5 mil"
3514205;"SP";"Dolcinópolis";208;12,13;3;0,95;11;2,51;54;9,31;140;36,65;"Até 5 mil"
3122470;"MG";"Dom Bosco";449;15,68;19;2,73;53;6,68;178;18,64;199;47,49;"Até 5 mil"
3122603;"MG";"Dom Joaquim";565;16,65;23;2,96;64;7,13;198;19,57;280;39,55;"Até 5 mil"
2910206;"BA";"Dom Macedo Costa";624;20,79;17;2,39;91;9,62;233;29,16;283;51,83;"Até 5 mil"
4306551;"RS";"Dom Pedro de Alcântara";121;5,65;7;1,75;5;1,02;33;4,27;76;15,83;"Até 5 mil"
3122801;"MG";"Dom Viçoso";242;10,15;5;1,14;22;3,31;82;10;133;28,98;"Até 5 mil"
2203420;"PI";"Domingos Mourão";911;31,05;64;7,6;187;23,49;348;44,22;312;61,3;"Até 5 mil"
4205100;"SC";"Dona Emma";118;4,16;6;0,95;18;2,18;46;5,08;48;10,15;"Até 5 mil"
4306700;"RS";"Dona Francisca";199;7,19;9;1,48;20;3,22;59;6,17;111;19,07;"Até 5 mil"
3123304;"MG";"Dores do Turvo";523;15,07;20;2,71;60;6,79;175;15,38;268;37,64;"Até 5 mil"
3123403;"MG";"Doresópolis";75;6,65;5;2,35;4;1,14;34;9,09;32;17,02;"Até 5 mil"
3123502;"MG";"Douradoquara";109;7,31;1;0,33;11;2,74;36;7,32;61;20,75;"Até 5 mil"
4205159;"SC";"Doutor Pedrinho";108;3,88;6;1,04;16;2,09;48;5,18;38;7,35;"Até 5 mil"
4306759;"RS";"Doutor Ricardo";122;7,19;NA;NA;8;2,3;36;5,93;78;17,93;"Até 5 mil"
2505808;"PB";"Duas Estradas";814;30,58;51;7,72;148;21,14;266;37,89;349;58,26;"Até 5 mil"
1707306;"TO";"Dueré";420;12,52;7;0,88;72;7,11;142;14,12;199;37,13;"Até 5 mil"
5207352;"GO";"Edealina";340;11,66;10;1,87;28;3,35;116;11,82;186;32,98;"Até 5 mil"
2203602;"PI";"Eliseu Martins";744;21,43;26;3,22;112;10,68;246;26;360;53,81;"Até 5 mil"
3514924;"SP";"Elisiário";249;9,82;12;2,28;24;2,9;73;9,96;140;31,32;"Até 5 mil"
2505907;"PB";"Emas";712;30,43;43;7,04;190;24,11;246;42,63;233;64,01;"Até 5 mil"
3514957;"SP";"Embaúba";160;8,15;4;1,03;17;2,96;45;7,01;94;26,18;"Até 5 mil"
3515129;"SP";"Emilianópolis";283;11,55;5;1,01;28;4,23;65;8,27;185;36,56;"Até 5 mil"
4306924;"RS";"Engenho Velho";120;10,6;2;0,74;18;6,23;39;10,96;61;28,24;"Até 5 mil"
4205175;"SC";"Entre Rios";313;14,93;7;1,31;45;7;113;18,23;148;49,66;"Até 5 mil"
4107538;"PR";"Entre Rios do Oeste";99;3,19;6;0,93;16;1,73;40;3,89;37;7,28;"Até 5 mil"
4306957;"RS";"Entre Rios do Sul";222;9,13;7;1,53;25;4,62;62;7,37;128;21,62;"Até 5 mil"
4306973;"RS";"Erebango";158;6,86;7;1,33;22;3,8;40;5,35;89;19,78;"Até 5 mil"
4205191;"SC";"Ermo";97;6,09;5;1,35;7;1,57;28;5,45;57;21,67;"Até 5 mil"
4307054;"RS";"Ernestina";153;6,23;2;0,45;9;1,42;47;5,33;95;19;"Até 5 mil"
4205209;"SC";"Erval Velho";260;7,48;5;0,75;19;2,16;98;8,12;138;19,19;"Até 5 mil"
4307401;"RS";"Esmeralda";205;8,22;6;1,27;17;2,64;62;7,42;120;22,18;"Até 5 mil"
4307450;"RS";"Esperança do Sul";261;9,75;8;1,94;24;4,51;77;7,54;152;21,38;"Até 5 mil"
4107520;"PR";"Esperança Nova";182;11,46;2;0,75;20;4,83;44;8,26;116;30,93;"Até 5 mil"
4107546;"PR";"Espigão Alto do Iguaçu";476;14,05;13;1,73;69;7,61;164;15,26;230;35,01;"Até 5 mil"
3124401;"MG";"Espírito Santo do Dourado";400;11,22;9;1,34;32;3,24;120;9,87;239;34,69;"Até 5 mil"
3515194;"SP";"Espírito Santo do Turvo";281;8,88;11;1,38;23;2,33;117;11,99;130;32,42;"Até 5 mil"
3124609;"MG";"Estrela Dalva";321;16,32;11;2,58;37;7,49;98;15,61;175;41,77;"Até 5 mil"
3124708;"MG";"Estrela do Indaiá";378;13,52;10;2,03;45;6,23;134;14,12;189;29,95;"Até 5 mil"
3515301;"SP";"Estrela do Norte";192;9,33;3;0,6;10;1,78;61;9,12;118;36,31;"Até 5 mil"
5207501;"GO";"Estrela do Norte";404;15,6;13;2,15;46;6,34;170;19,91;175;43,1;"Até 5 mil"
4307815;"RS";"Estrela Velha";256;8,94;7;1,15;30;3,76;93;9,35;126;27,27;"Até 5 mil"
4307831;"RS";"Eugênio de Castro";147;6,49;5;1,34;17;3,46;47;5,49;78;14,31;"Até 5 mil"
3125002;"MG";"Ewbank da Câmara";296;10,36;12;1,74;36;4,29;102;11,09;146;35,87;"Até 5 mil"
4307864;"RS";"Fagundes Varela";87;4,02;NA;NA;5;0,94;12;1,52;70;13,41;"Até 5 mil"
3125200;"MG";"Fama";190;9,95;3;0,85;26;5,79;61;8,73;100;24,39;"Até 5 mil"
3125309;"MG";"Faria Lemos";375;14,38;14;2,45;54;8,26;133;15,91;174;31,81;"Até 5 mil"
4107553;"PR";"Farol";394;14,87;9;1,58;34;4,52;158;17,89;193;43,67;"Até 5 mil"
1707553;"TO";"Fátima";404;14,92;13;2;61;7,05;132;17,32;198;45,83;"Até 5 mil"
4308052;"RS";"Faxinalzinho";190;9,49;4;1,03;17;3,54;59;8,7;110;24,18;"Até 5 mil"
4308078;"RS";"Fazenda Vilanova";170;5,94;7;1,13;24;3;45;4,96;94;17,57;"Até 5 mil"
2702702;"AL";"Feliz Deserto";1011;33,5;90;10,2;302;31,13;387;48,8;232;62,2;"Até 5 mil"
4107702;"PR";"Fênix";504;13,26;23;2,79;58;5,88;166;13,17;257;35,21;"Até 5 mil"
3125804;"MG";"Fernandes Tourinho";507;21,69;17;3,15;34;5,65;169;22,96;287;62,39;"Até 5 mil"
2605459;"PE";"Fernando de Noronha";105;5,01;10;2,42;25;2,87;44;6,18;26;26,8;"Até 5 mil"
2403756;"RN";"Fernando Pedroza";650;29,64;52;8,95;103;17,05;231;37,81;264;66,5;"Até 5 mil"
3515657;"SP";"Fernão";105;8,55;2;0,83;9;2,45;33;9,14;61;23,55;"Até 5 mil"
5003900;"MS";"Figueirão";237;10,66;4;0,88;33;4,19;100;14,39;100;34,6;"Até 5 mil"
5103809;"MT";"Figueirópolis D'Oeste";374;12,92;11;1,58;37;4,16;142;16,55;184;40,71;"Até 5 mil"
4107850;"PR";"Flor da Serra do Sul";395;11,08;10;1,26;54;5,59;136;11,07;195;33,85;"Até 5 mil"
4205357;"SC";"Flor do Sertão";150;11,97;6;2,34;11;3,53;61;14,06;72;28,69;"Até 5 mil"
3515806;"SP";"Flora Rica";206;14,41;5;1,82;16;5,13;39;8,09;146;40,33;"Até 5 mil"
3515905;"SP";"Floreal";225;8,78;3;0,68;16;2,69;47;5,28;159;25,04;"Até 5 mil"
2203800;"PI";"Flores do Piauí";1006;32,22;61;8,14;220;23,33;399;44,38;326;61,39;"Até 5 mil"
2203859;"PI";"Floresta do Piauí";758;40,51;40;9,76;145;26,7;301;53,46;272;76,62;"Até 5 mil"
4308250;"RS";"Floriano Peixoto";75;4,44;2;0,75;5;1,36;24;3,77;44;10,53;"Até 5 mil"
4108106;"PR";"Flórida";182;9,11;4;1;11;1,98;62;9,17;105;28,69;"Até 5 mil"
3516101;"SP";"Florínia";208;9,29;6;1,35;15;2,48;62;8,3;125;28,15;"Até 5 mil"
4205431;"SC";"Formosa do Sul";158;7,72;5;1,05;19;3,85;50;7,2;84;21,88;"Até 5 mil"
5208103;"GO";"Formoso";498;13,13;10;1,34;40;3,7;190;14,67;258;38,57;"Até 5 mil"
4308433;"RS";"Forquetinha";142;6,64;5;1,62;10;2,26;37;4,59;90;15,44;"Até 5 mil"
3126307;"MG";"Fortaleza de Minas";288;9,07;6;0,89;25;2,76;94;8,97;163;29,91;"Até 5 mil"
1708254;"TO";"Fortaleza do Tabocão";301;17,4;10;2,21;67;11,57;103;21,06;121;57,89;"Até 5 mil"
4308458;"RS";"Fortaleza dos Valos";229;6,27;4;0,54;22;2,25;71;5,56;132;20,15;"Até 5 mil"
3126406;"MG";"Fortuna de Minas";175;8,48;8;1,71;26;4,09;67;10,81;74;21,7;"Até 5 mil"
2204105;"PI";"Francisco Ayres";1006;30,18;53;6,42;177;20,7;357;36,8;419;61,35;"Até 5 mil"
2403905;"RN";"Francisco Dantas";646;29,06;53;10,19;115;17,56;243;37,62;235;58,46;"Até 5 mil"
3126604;"MG";"Francisco Dumont";662;18,77;28;3,18;122;11,08;240;23,95;272;50,09;"Até 5 mil"
2204154;"PI";"Francisco Macedo";781;36,33;47;8,67;209;29,73;296;51,57;229;69,18;"Até 5 mil"
3126950;"MG";"Frei Lagonegro";538;22,37;19;3,02;85;11,27;204;32,18;230;59,28;"Até 5 mil"
2506202;"PB";"Frei Martinho";686;29,96;13;2,78;75;11,98;239;37,11;359;65,04;"Até 5 mil"
4205555;"SC";"Frei Rogério";160;8,6;10;2,47;23;4,69;57;8,49;70;23,81;"Até 5 mil"
3127057;"MG";"Fronteira dos Vales";1067;30,77;27;3,41;149;15,82;364;36,8;527;70,64;"Até 5 mil"
2404002;"RN";"Frutuoso Gomes";838;25,67;42;5,27;167;17,88;305;32,73;324;53,91;"Até 5 mil"
3127206;"MG";"Funilândia";373;13,03;17;2,63;49;5,74;148;16,78;159;33,06;"Até 5 mil"
3516507;"SP";"Gabriel Monteiro";201;8,93;6;1,53;19;3,17;46;5,86;130;27,43;"Até 5 mil"
2404101;"RN";"Galinhos";411;26,85;39;8,74;118;22,78;155;40,79;99;52,94;"Até 5 mil"
4205605;"SC";"Galvão";382;14,28;10;1,77;38;5,37;176;18,57;158;34,65;"Até 5 mil"
5208152;"GO";"Gameleira de Goiás";300;12,4;19;4,05;52;6,66;95;11,9;134;36,12;"Até 5 mil"
4308656;"RS";"Garruchos";310;12,22;13;2,69;42;6,31;103;11,24;152;32,27;"Até 5 mil"
3516804;"SP";"Gastão Vidigal";321;9,5;19;2,32;72;6,64;72;7,85;158;28,32;"Até 5 mil"
2911253;"BA";"Gavião";925;26,26;34;3,88;120;12,99;373;35,22;398;59,94;"Até 5 mil"
3516853;"SP";"Gavião Peixoto";301;8,83;10;1,18;39;3,55;109;10,98;143;30,56;"Até 5 mil"
2802502;"SE";"General Maynard";324;15,23;23;4,02;68;9,47;117;20,82;116;42,18;"Até 5 mil"
4308854;"RS";"Gentil";104;7,59;5;1,84;9;2,52;26;5,57;64;23,27;"Até 5 mil"
3127354;"MG";"Glaucilândia";291;13,07;6;1,2;31;4,68;88;13,48;166;40,49;"Até 5 mil"
3517109;"SP";"Glicério";314;8,85;6;0,84;45;4,24;91;7,99;172;27,17;"Até 5 mil"
5103957;"MT";"Glória D'Oeste";316;13,16;7;1,51;42;5,79;138;16,83;129;32,91;"Até 5 mil"
4108551;"PR";"Godoy Moreira";404;15,38;8;1,73;36;5,55;147;15,57;213;37,24;"Até 5 mil"
3127370;"MG";"Goiabeira";521;22,3;13;2,52;56;8,52;211;28,48;241;56,97;"Até 5 mil"
3127388;"MG";"Goianá";305;10,52;7;1,25;23;3,3;101;9,82;174;28,25;"Até 5 mil"
1708304;"TO";"Goianorte";587;16,77;36;4,43;86;7,75;232;21,87;233;44,98;"Até 5 mil"
3127404;"MG";"Gonçalves";442;13,38;12;1,94;57;6,31;165;14,56;208;32,1;"Até 5 mil"
5209150;"GO";"Gouvelândia";681;17,99;19;2,42;114;9,25;267;22,42;281;48,87;"Até 5 mil"
4309126;"RS";"Gramado dos Loureiros";222;12,8;6;1,73;17;4,35;78;11,8;121;35,91;"Até 5 mil"
4309159;"RS";"Gramado Xavier";286;9,91;17;2,52;33;3,73;110;11,8;126;31,82;"Até 5 mil"
2304806;"CE";"Granjeiro";1004;30,62;43;4,8;257;25,47;349;42,51;355;64,08;"Até 5 mil"
3127909;"MG";"Grupiara";87;7,91;1;0,5;17;5,61;26;6,93;43;19,55;"Até 5 mil"
4309258;"RS";"Guabiju";62;4,55;3;1,26;5;1,89;9;1,68;45;13,93;"Até 5 mil"
4109005;"PR";"Guapirama";376;12,54;7;0,99;37;4,6;148;14,68;184;38,33;"Até 5 mil"
4109104;"PR";"Guaporema";213;12,19;4;0,98;18;3,81;66;11,96;125;39,81;"Até 5 mil"
3128253;"MG";"Guaraciama";628;17,55;13;1,5;74;6,93;261;23,62;280;52,24;"Até 5 mil"
5209291;"GO";"Guaraíta";205;10,72;2;0,55;13;2,6;66;9,19;124;37,35;"Até 5 mil"
2305100;"CE";"Guaramiranga";540;17,87;30;3,48;107;11,75;189;23,28;214;48,97;"Até 5 mil"
5209408;"GO";"Guarani de Goiás";720;22,8;28;3,77;95;9,95;302;31,43;295;59;"Até 5 mil"
3518008;"SP";"Guarani d'Oeste";173;10,98;2;0,66;7;1,72;37;7,01;127;37,46;"Até 5 mil"
3128501;"MG";"Guarará";263;8,59;6;0,93;23;2,7;92;9,12;142;25,36;"Até 5 mil"
2204550;"PI";"Guaribas";1004;34,84;79;8,09;349;37,69;359;52,72;217;72,58;"Até 5 mil"
5209457;"GO";"Guarinos";256;14;6;1,89;21;4,33;88;13,31;141;38,63;"Até 5 mil"
4206603;"SC";"Guarujá do Sul";250;6,33;4;0,46;26;2,66;88;6,47;132;17,96;"Até 5 mil"
4206652;"SC";"Guatambú";362;10,15;9;1,05;48;4,95;144;11,93;161;30,38;"Até 5 mil"
2506509;"PB";"Gurjão";505;21,02;23;3,9;95;14,66;176;24,82;211;46,17;"Até 5 mil"
3518909;"SP";"Guzolândia";501;13,6;11;1,38;56;5,06;186;15,87;248;40,86;"Até 5 mil"
4309555;"RS";"Harmonia";72;2,09;3;0,44;12;1,25;16;1,34;41;6,63;"Até 5 mil"
5209606;"GO";"Heitoraí";366;13,16;7;1,17;37;4,77;117;12,89;205;41;"Até 5 mil"
4309571;"RS";"Herveiras";228;10,17;14;2,75;28;4,19;73;10,47;113;30,79;"Até 5 mil"
5209804;"GO";"Hidrolina";355;11,15;10;1,55;28;3,28;117;10,79;200;33,33;"Até 5 mil"
2204600;"PI";"Hugo Napoleão";886;32,05;51;7,54;176;21,33;325;40,98;334;71,06;"Até 5 mil"
4309704;"RS";"Humaitá";144;3,55;6;0,82;11;1,21;33;2,16;94;10,55;"Até 5 mil"
4309753;"RS";"Ibarama";231;6,85;6;0,83;25;2,51;83;7,84;117;19,73;"Até 5 mil"
4309803;"RS";"Ibiaçá";263;6,7;10;1,48;14;1,67;52;3,46;187;20,57;"Até 5 mil"
4206751;"SC";"Ibiam";96;6,17;1;0,31;9;2,24;39;6,96;47;17,28;"Até 5 mil"
4206801;"SC";"Ibicaré";182;6,73;3;0,64;13;1,93;58;5,97;108;18,31;"Até 5 mil"
2912608;"BA";"Ibiquera";1044;30,19;73;8,42;202;20,68;379;38,32;390;62,4;"Até 5 mil"
4309951;"RS";"Ibirapuitã";316;9,99;10;1,54;38;4,87;87;8,08;181;27,55;"Até 5 mil"
3129905;"MG";"Ibitiúra de Minas";311;11,57;13;2,45;36;4,81;97;10,79;165;32,48;"Até 5 mil"
3130002;"MG";"Ibituruna";229;10,62;8;1,69;23;3,66;78;11,94;120;29,93;"Até 5 mil"
4110003;"PR";"Iguaraçu";301;9,55;4;0,54;32;3,49;111;11,22;154;30,8;"Até 5 mil"
4110052;"PR";"Iguatu";208;12,02;5;1,42;16;3,31;74;13,48;113;32,66;"Até 5 mil"
4310306;"RS";"Ilópolis";227;6,79;12;1,9;23;2,67;65;5,65;127;18,07;"Até 5 mil"
4310363;"RS";"Imigrante";34;1,32;NA;NA;9;1,44;8;0,94;17;2,33;"Até 5 mil"
4110300;"PR";"Inajá";331;14,32;4;0,79;41;6,16;102;14,15;184;44,34;"Até 5 mil"
3520608;"SP";"Indiana";257;6,59;10;1,2;27;2,4;50;4,1;170;23,64;"Até 5 mil"
4110409;"PR";"Indianópolis";349;10,23;2;0,29;25;2,82;100;8,55;222;32,65;"Até 5 mil"
3520707;"SP";"Indiaporã";369;11,37;14;2,38;39;4,68;104;9,59;212;28,69;"Até 5 mil"
5104500;"MT";"Indiavaí";251;14,4;16;3,83;27;4,69;117;22,5;91;39,74;"Até 5 mil"
3130804;"MG";"Ingaí";168;8,16;10;2,27;17;2,84;47;6,91;94;27,65;"Até 5 mil"
2607109;"PE";"Ingazeira";890;26,87;42;4,96;179;19,48;354;36,91;315;53,57;"Até 5 mil"
4310413;"RS";"Inhacorá";186;10,55;4;1,15;24;5,76;64;9,83;94;27,17;"Até 5 mil"
3520806;"SP";"Inúbia Paulista";279;9,68;7;1,18;33;3,95;59;6,43;180;33,52;"Até 5 mil"
4207577;"SC";"Iomerê";71;3,16;2;0,49;4;0,71;24;3,02;41;8,49;"Até 5 mil"
3131406;"MG";"Ipiaçu";521;15,98;14;2,11;70;7,61;141;13,58;296;46,32;"Até 5 mil"
3521150;"SP";"Ipiguá";247;6,93;10;1,4;26;2,55;64;5,53;147;21,88;"Até 5 mil"
4207601;"SC";"Ipira";191;5,02;9;1,24;14;1,52;82;6,11;86;10,51;"Até 5 mil"
5210158;"GO";"Ipiranga de Goiás";286;12,72;6;1,5;25;4,08;89;11,15;166;37,81;"Até 5 mil"
4310462;"RS";"Ipiranga do Sul";56;3,38;5;1,68;4;1,15;8;1,29;39;9,9;"Até 5 mil"
3521200;"SP";"Iporanga";387;12,5;9;1,18;48;5,08;116;13,27;214;41,72;"Até 5 mil"
