"Codigo";"UF";"Municipio";"Pop15";"Taxa";"Pop15-24";"Taxa15-24";"Pop25-39";"Taxa25-39";"Pop40-59";"Taxa40-59";"Pop60+";"Taxa60+";"Classe"
2501575;"PB";"Barra de Santana";1873;30,8;109;7,29;379;23,61;652;37,75;733;58,5;"De 5 a 10 mil"
2501708;"PB";"Barra de São Miguel";987;23,61;79;7,29;246;21,75;367;30,61;295;38,41;"De 5 a 10 mil"
2700607;"AL";"Barra de São Miguel";1254;23,71;116;7,56;408;21,22;512;36,86;218;49,32;"De 5 a 10 mil"
3505351;"SP";"Barra do Chapéu";464;12,26;16;1,81;80;6,81;139;12,47;229;37,48;"De 5 a 10 mil"
2903102;"BA";"Barra do Rocha";1240;26,79;78;6,38;237;16,34;487;39,02;438;61,95;"De 5 a 10 mil"
3505401;"SP";"Barra do Turvo";937;17,1;30;2,41;101;6,7;296;17,84;510;47,84;"De 5 a 10 mil"
3105707;"MG";"Barra Longa";781;15,89;28;3,08;83;7,23;272;16,26;398;33,59;"De 5 a 10 mil"
4102604;"PR";"Barracão";618;8,34;19;1,1;70;3,22;238;10,09;291;25,44;"De 5 a 10 mil"
4301800;"RS";"Barracão";374;8,83;14;1,63;26;2,53;143;9,57;191;22,39;"De 5 a 10 mil"
5203203;"GO";"Barro Alto";826;12,68;28;1,82;98;4,28;309;16,3;391;49,37;"De 5 a 10 mil"
2201408;"PI";"Barro Duro";1323;27,69;72;5,82;246;17,19;485;37,11;520;64,76;"De 5 a 10 mil"
2903300;"BA";"Barro Preto";1272;26,31;77;6,16;227;15,87;526;39,05;442;54,77;"De 5 a 10 mil"
1703107;"TO";"Barrolândia";627;15,97;25;2,67;85;6,74;237;20,54;280;48,7;"De 5 a 10 mil"
4202131;"SC";"Bela Vista do Toldo";244;5,47;8;0,77;41;2,86;87;6,16;108;19,01;"De 5 a 10 mil"
2101731;"MA";"Belágua";1442;39,2;154;11,73;435;37,96;544;63,85;309;83,97;"De 5 a 10 mil"
2502003;"PB";"Belém do Brejo do Cruz";2042;38,15;132;10,27;497;30,45;756;50,91;657;69,16;"De 5 a 10 mil"
2700904;"AL";"Belo Monte";1846;38,11;167;11,25;521;37,29;707;54,09;451;68,85;"De 5 a 10 mil"
3106408;"MG";"Belo Vale";516;8,57;10;0,85;50;3,06;158;7,79;298;25,17;"De 5 a 10 mil"
2201606;"PI";"Beneditinos";2402;32,71;131;7,12;472;21,69;847;42,61;952;71,1;"De 5 a 10 mil"
2101806;"MA";"Benedito Leite";1156;29,24;78;7,19;243;23,5;407;34,58;428;65,05;"De 5 a 10 mil"
2401602;"RN";"Bento Fernandes";1026;28,3;78;7,22;197;18,6;373;41,26;378;64,95;"De 5 a 10 mil"
2101939;"MA";"Bernardo do Mearim";1146;26,78;71;6,47;275;19,53;415;37,69;385;57,29;"De 5 a 10 mil"
2201705;"PI";"Bertolínia";958;24,93;68;6,93;211;18,44;329;31,54;350;51,85;"De 5 a 10 mil"
2201739;"PI";"Betânia do Piauí";1582;38,62;136;11,76;442;32,96;597;58,19;407;71,03;"De 5 a 10 mil"
3506409;"SP";"Bilac";451;7,76;21;1,88;42;2,52;117;6,19;271;23,77;"De 5 a 10 mil"
2201770;"PI";"Boa Hora";1649;37,91;116;9,39;400;29,07;634;58,38;499;76,53;"De 5 a 10 mil"
2502102;"PB";"Boa Ventura";1258;29,33;84;7,26;304;23,08;464;43,65;406;53,99;"De 5 a 10 mil"
4103040;"PR";"Boa Ventura de São Roque";561;11,78;19;1,57;98;6,44;231;16,13;213;35,8;"De 5 a 10 mil"
2502151;"PB";"Boa Vista";752;16,01;27;2,22;145;10,39;296;22,39;284;37,27;"De 5 a 10 mil"
4103057;"PR";"Boa Vista da Aparecida";908;15,52;17;1,45;95;5,66;358;19,26;438;38,32;"De 5 a 10 mil"
4302204;"RS";"Boa Vista do Buricá";102;1,88;7;0,67;8;0,6;30;1,52;57;5,43;"De 5 a 10 mil"
2101970;"MA";"Boa Vista do Gurupi";1144;23,74;93;5,87;286;18,63;411;36,53;354;61,57;"De 5 a 10 mil"
3107208;"MG";"Bocaina de Minas";705;17,66;22;2,86;96;8,6;297;21,11;290;41,55;"De 5 a 10 mil"
5002159;"MS";"Bodoquena";636;10,81;21;1,43;75;3,88;268;15,32;272;36,76;"De 5 a 10 mil"
3506904;"SP";"Bofete";592;8,12;30;1,97;76;3,72;182;7,86;304;21,5;"De 5 a 10 mil"
5203401;"GO";"Bom Jardim de Goiás";1080;16,42;26;2,06;116;5,88;386;17,76;552;47,34;"De 5 a 10 mil"
3107505;"MG";"Bom Jardim de Minas";605;11,8;31;3,29;53;3,83;184;10,47;337;32,22;"De 5 a 10 mil"
2401701;"RN";"Bom Jesus";2172;32,05;167;9,4;430;21,34;760;43,08;815;66,75;"De 5 a 10 mil"
3107703;"MG";"Bom Jesus do Amparo";425;10,03;17;1,67;44;3,69;152;11,97;212;27,86;"De 5 a 10 mil"
5101852;"MT";"Bom Jesus do Araguaia";398;10,5;17;1,85;81;5,73;164;15,17;136;35,88;"De 5 a 10 mil"
3201100;"ES";"Bom Jesus do Norte";680;9,15;24;1,56;63;2,86;243;10,2;350;26,84;"De 5 a 10 mil"
2201919;"PI";"Bom Princípio do Piauí";1293;34,36;103;10,25;330;27,09;492;51,36;368;63,23;"De 5 a 10 mil"
4202602;"SC";"Bom Retiro";670;10,2;34;2,12;132;6,85;274;13,36;230;23,26;"De 5 a 10 mil"
2502300;"PB";"Bom Sucesso";1204;30,94;55;6,9;186;17,6;450;38,53;513;59,03;"De 5 a 10 mil"
4103206;"PR";"Bom Sucesso";690;13,7;18;1,57;74;5,21;259;16,19;339;38,83;"De 5 a 10 mil"
3108107;"MG";"Bonfim";702;12,55;20;2,27;66;4,55;240;12,37;376;28,51;"De 5 a 10 mil"
2201929;"PI";"Bonfim do Piauí";1305;33,23;91;8,84;301;24,59;508;48,8;405;63,98;"De 5 a 10 mil"
5203559;"GO";"Bonfinópolis";598;10,71;19;1,49;83;4,48;222;13,12;274;35,82;"De 5 a 10 mil"
3108206;"MG";"Bonfinópolis de Minas";570;12,76;19;1,87;45;3,57;142;10,21;364;45,5;"De 5 a 10 mil"
3108255;"MG";"Bonito de Minas";1787;27,15;90;4,51;324;17,43;654;38,74;719;69,2;"De 5 a 10 mil"
4302451;"RS";"Boqueirão do Leão";631;10,77;31;2,25;89;5,24;214;11,33;297;33,15;"De 5 a 10 mil"
2201945;"PI";"Boqueirão do Piauí";1471;32,8;77;6,84;260;19,68;486;41,19;648;75,44;"De 5 a 10 mil"
2502706;"PB";"Borborema";1173;32,56;80;8,87;274;24,64;365;40,2;454;66,67;"De 5 a 10 mil"
4103305;"PR";"Borrazópolis";750;11,74;18;1,46;53;3,27;241;11,01;438;32,59;"De 5 a 10 mil"
4302501;"RS";"Bossoroca";431;7,96;11;1,09;55;4,32;143;7,13;222;19,79;"De 5 a 10 mil"
3108503;"MG";"Botumirim";768;16,93;38;2,76;114;9,21;301;23,3;315;50,32;"De 5 a 10 mil"
4103354;"PR";"Braganey";585;13,27;21;2,2;61;5,07;226;15,34;277;35,6;"De 5 a 10 mil"
2201960;"PI";"Brasileira";2158;36,63;108;7,18;510;28,04;807;50,91;733;74,57;"De 5 a 10 mil"
3507704;"SP";"Braúna";360;8,97;10;1,19;41;3,52;83;6,94;226;27,8;"De 5 a 10 mil"
3108800;"MG";"Braúnas";717;18,5;18;2,24;78;7,75;225;19,28;396;44;"De 5 a 10 mil"
2602407;"PE";"Brejão";2010;32,04;157;9,34;451;23,2;731;45,69;671;64,03;"De 5 a 10 mil"
2602506;"PE";"Brejinho";1362;25,37;48;3,34;248;15,83;503;35,67;563;59,01;"De 5 a 10 mil"
1703701;"TO";"Brejinho de Nazaré";617;16,63;33;3,24;75;6,86;190;19,23;319;52,3;"De 5 a 10 mil"
2102150;"MA";"Brejo de Areia";1235;35,08;138;12,19;379;33,3;442;50,69;276;72,82;"De 5 a 10 mil"
2502904;"PB";"Brejo dos Santos";1326;28,37;69;6,38;247;18,35;496;36,39;514;58,21;"De 5 a 10 mil"
2800704;"SE";"Brejo Grande";1611;31,5;201;12,54;428;26,58;552;44,44;430;65,25;"De 5 a 10 mil"
1501758;"PA";"Brejo Grande do Araguaia";978;19,74;52;3,46;204;12,96;383;29,24;339;59,79;"De 5 a 10 mil"
5203807;"GO";"Britânia";652;15,49;28;3,17;89;6,78;270;19,57;265;41,8;"De 5 a 10 mil"
1200138;"AC";"Bujari";1383;24,91;114;7,35;359;18,79;559;38,1;351;56,25;"De 5 a 10 mil"
5203906;"GO";"Buriti Alegre";712;9,97;18;1,31;89;4,45;225;9,96;380;25,27;"De 5 a 10 mil"
1703800;"TO";"Buriti do Tocantins";1515;22,36;78;3,52;252;11,93;606;37,73;579;68,6;"De 5 a 10 mil"
2202026;"PI";"Buriti dos Montes";1832;32,29;113;7,23;407;24,44;705;46,35;607;65,62;"De 5 a 10 mil"
2503100;"PB";"Cabaceiras";681;18,04;32;3,49;132;12,39;248;23,94;269;35,54;"De 5 a 10 mil"
3109451;"MG";"Cabeceira Grande";684;14,61;26;2,48;91;6,14;243;16,59;324;47,3;"De 5 a 10 mil"
5204003;"GO";"Cabeceiras";695;13,02;33;2,41;98;5,54;278;17,97;286;43,87;"De 5 a 10 mil"
2202059;"PI";"Cabeceiras do Piauí";2471;33,63;111;5,55;511;23,7;960;48,19;889;74,15;"De 5 a 10 mil"
1100031;"RO";"Cabixi";640;13,63;27;2,59;47;3,26;269;17,18;297;45,98;"De 5 a 10 mil"
1100601;"RO";"Cacaulândia";538;13,22;19;1,88;84;6,14;219;18,39;216;43,29;"De 5 a 10 mil"
3102704;"MG";"Cachoeira de Pajeú";1781;27,43;68;4,41;261;14,16;627;33,03;825;68,13;"De 5 a 10 mil"
2503308;"PB";"Cachoeira dos Índios";1943;27,33;107;5,81;392;18,61;699;38,83;745;54,7;"De 5 a 10 mil"
5204250;"GO";"Cachoeira Dourada";958;14,93;13;0,97;98;5,27;359;17,19;488;43,34;"De 5 a 10 mil"
2102374;"MA";"Cachoeira Grande";1577;30,41;190;10,37;399;26,18;565;46,81;423;67,9;"De 5 a 10 mil"
2503555;"PB";"Cacimbas";1563;36,11;80;5,83;395;33,59;567;53,85;521;71,66;"De 5 a 10 mil"
4203105;"SC";"Caibi";415;8,39;9;0,85;55;4,36;163;9,11;188;22,41;"De 5 a 10 mil"
2503605;"PB";"Caiçara";1830;34,16;119;8,75;402;25,52;613;43,66;696;68,37;"De 5 a 10 mil"
4303400;"RS";"Caiçara";310;7,59;9;1,1;25;2,77;92;6,13;184;21,32;"De 5 a 10 mil"
2401859;"RN";"Caiçara do Norte";1093;25,52;76;6,61;306;21,86;410;36,32;301;49,75;"De 5 a 10 mil"
3509106;"SP";"Caiuá";462;11,71;13;1,59;40;3,76;131;9,63;278;39,54;"De 5 a 10 mil"
3509304;"SP";"Cajobi";615;7,81;21;1,2;83;3,62;190;7,79;321;23,14;"De 5 a 10 mil"
2202083;"PI";"Cajueiro da Praia";1683;32,67;113;8,32;475;27,3;585;46,76;510;63,59;"De 5 a 10 mil"
1600204;"AP";"Calçoene";726;12,97;61;3,83;160;8,22;347;21,66;158;34,57;"De 5 a 10 mil"
2503803;"PB";"Caldas Brandão";1501;35,88;92;8,36;375;30,61;490;45;544;70,83;"De 5 a 10 mil"
2202091;"PI";"Caldeirão Grande do Piauí";1386;34,75;93;8,94;350;27,65;461;45,46;482;72,05;"De 5 a 10 mil"
4103503;"PR";"Califórnia";545;8,68;8;0,57;37;2,19;184;8,92;316;28,04;"De 5 a 10 mil"
2603405;"PE";"Calumbi";1338;32,6;96;9,04;309;25,5;484;44,32;449;60,84;"De 5 a 10 mil"
2503902;"PB";"Camalaú";1248;29,73;55;5,48;264;22,6;453;38,62;476;55,74;"De 5 a 10 mil"
4303608;"RS";"Cambará do Sul";342;6,88;16;1,51;42;2,87;104;6,31;180;22,42;"De 5 a 10 mil"
4103800;"PR";"Cambira";513;8,9;8;0,64;36;2,25;210;10,95;259;26,06;"De 5 a 10 mil"
2701357;"AL";"Campestre";1412;32,41;129;10,45;409;27,82;483;44,64;391;68,6;"De 5 a 10 mil"
4303707;"RS";"Campina das Missões";209;4,06;6;0,7;21;2,01;55;2,68;127;10,69;"De 5 a 10 mil"
3509452;"SP";"Campina do Monte Alegre";348;8,28;19;2,03;44;3,54;114;8,7;171;24,05;"De 5 a 10 mil"
2202109;"PI";"Campinas do Piauí";1082;27,68;86;9,24;232;21,23;363;30,68;401;57,12;"De 5 a 10 mil"
4303806;"RS";"Campinas do Sul";215;4,72;14;1,62;13;1,34;60;3,57;128;12,33;"De 5 a 10 mil"
5204805;"GO";"Campo Alegre de Goiás";483;10,72;13;1,39;90;5,51;165;12,05;215;37,85;"De 5 a 10 mil"
4203402;"SC";"Campo Belo do Sul";812;14,43;29;2,44;107;6,65;300;15,86;376;40,09;"De 5 a 10 mil"
4104105;"PR";"Campo do Tenente";461;9,06;30;2,26;101;6,21;163;10,82;167;26,47;"De 5 a 10 mil"
4203501;"SC";"Campo Erê";910;13,12;36;2,14;161;8,21;327;15,56;386;32,46;"De 5 a 10 mil"
3111408;"MG";"Campo Florido";440;8,62;19;1,59;94;5,46;165;11,07;162;23,18;"De 5 a 10 mil"
2701506;"AL";"Campo Grande";2453;39,27;223;11,94;685;36,34;914;56,35;631;72,45;"De 5 a 10 mil"
2202133;"PI";"Campo Grande do Piauí";1503;36,39;69;6,12;398;32,65;590;50,38;446;72,88;"De 5 a 10 mil"
2202174;"PI";"Campo Largo do Piauí";1709;38,09;179;12,47;503;35,85;597;55,28;430;75,57;"De 5 a 10 mil"
5204854;"GO";"Campo Limpo de Goiás";614;13,66;16;1,43;92;6,05;267;20,46;239;43,06;"De 5 a 10 mil"
4304002;"RS";"Campo Novo";554;13,02;13;1,52;52;4,76;185;12,6;304;36,19;"De 5 a 10 mil"
5102686;"MT";"Campos de Júlio";205;5,65;11;1,1;67;4,66;84;8,11;43;26,88;"De 5 a 10 mil"
1703842;"TO";"Campos Lindos";1040;20,96;92;5,72;238;14,63;383;30,69;327;68,41;"De 5 a 10 mil"
5204953;"GO";"Campos Verdes";743;19,33;20;2,25;99;9,44;313;23,89;311;52,09;"De 5 a 10 mil"
2603603;"PE";"Camutanga";1605;26,87;85;5,81;337;18,5;541;32,51;642;62,7;"De 5 a 10 mil"
3111903;"MG";"Cana Verde";544;12,21;10;1,14;39;3,07;181;12,83;314;35,24;"De 5 a 10 mil"
2906105;"BA";"Canápolis";2056;30,9;75;4,37;405;20,25;795;44,24;781;68,63;"De 5 a 10 mil"
2906402;"BA";"Candeal";1711;25,73;73;4,63;315;15,67;564;32,64;759;56,94;"De 5 a 10 mil"
4304309;"RS";"Cândido Godói";184;3,38;7;0,75;19;1,54;69;3,29;89;7,55;"De 5 a 10 mil"
4304358;"RS";"Candiota";357;5,48;16;1,02;47;2,38;144;6,33;150;21,04;"De 5 a 10 mil"
3112109;"MG";"Caparaó";538;14,26;31;3,2;116;9,24;220;19,63;171;39,95;"De 5 a 10 mil"
3112406;"MG";"Capetinga";622;11,37;30;2,56;71;4,42;189;11,41;332;32,2;"De 5 a 10 mil"
2504033;"PB";"Capim";1517;39,85;140;13,01;471;36,74;500;54,59;406;76,17;"De 5 a 10 mil"
3112505;"MG";"Capim Branco";444;6,46;21;1,35;62;3;157;7,3;204;18,65;"De 5 a 10 mil"
3112802;"MG";"Capitólio";464;7,11;9;0,72;63;3,25;153;6,83;239;21,89;"De 5 a 10 mil"
1200179;"AC";"Capixaba";1219;21,78;86;5,57;319;17,18;499;31,62;315;51,14;"De 5 a 10 mil"
3112901;"MG";"Caputira";882;13,17;43;2,74;154;7,72;306;15,22;379;33,81;"De 5 a 10 mil"
4304713;"RS";"Caraá";703;11,98;26;2,64;61;4,46;195;9,61;421;28,35;"De 5 a 10 mil"
5002803;"MS";"Caracol";337;8,53;10;0,94;45;3,59;127;11,35;155;29,81;"De 5 a 10 mil"
2202539;"PI";"Caraúbas do Piauí";1678;43,83;166;15,51;504;42,18;585;59,21;423;73,57;"De 5 a 10 mil"
3113503;"MG";"Carbonita";1288;18,91;36;2,05;152;7,75;500;24,85;600;55,4;"De 5 a 10 mil"
2907004;"BA";"Cardeal da Silva";1377;23,01;97;5,06;311;16,41;533;37,48;436;58,13;"De 5 a 10 mil"
3113602;"MG";"Careaçu";622;12,92;8;0,83;73;5;219;14,14;322;38,42;"De 5 a 10 mil"
5205000;"GO";"Carmo do Rio Verde";757;10,9;18;1,25;96;4,38;270;12,18;373;34,16;"De 5 a 10 mil"
2402402;"RN";"Carnaúba dos Dantas";815;14,37;48;3,59;147;8,04;314;19,8;306;33,26;"De 5 a 10 mil"
2402501;"RN";"Carnaubais";1853;25,64;111;6,15;389;16,57;752;36,67;601;58,69;"De 5 a 10 mil"
3114550;"MG";"Carneirinho";878;11,76;13;0,85;87;3,75;276;11,76;502;39,47;"De 5 a 10 mil"
2701803;"AL";"Carneiros";1585;29,96;169;10,19;401;24,66;536;43,02;479;63,03;"De 5 a 10 mil"
1400233;"RR";"Caroebe";648;12,18;24;1,56;94;5,04;286;20,61;244;46,3;"De 5 a 10 mil"
4304903;"RS";"Casca";280;3,88;3;0,23;17;0,94;69;2,62;191;13,09;"De 5 a 10 mil"
2504157;"PB";"Casserengue";2063;41,06;127;9,22;457;33,33;739;55,48;740;78,39;"De 5 a 10 mil"
5102850;"MT";"Castanheira";800;13,29;33;2,24;102;5,27;349;18,44;316;43,83;"De 5 a 10 mil"
4204004;"SC";"Catanduvas";445;6,17;17;1;73;3,17;142;6,37;213;21,69;"De 5 a 10 mil"
3511201;"SP";"Catiguá";515;9,05;10;0,85;64;3,58;140;7,56;301;34,24;"De 5 a 10 mil"
4305009;"RS";"Catuípe";459;5,99;13;0,99;41;2,27;146;5,37;259;14,29;"De 5 a 10 mil"
3115458;"MG";"Catuji";1141;24,52;66;4,81;219;16,72;397;31,46;459;64,65;"De 5 a 10 mil"
2303659;"CE";"Catunda";2136;30,02;93;5,16;435;22,79;830;40,41;778;57,59;"De 5 a 10 mil"
2907558;"BA";"Caturama";1909;27,88;76;4,44;268;13,25;741;39,95;824;65,34;"De 5 a 10 mil"
3115474;"MG";"Catuti";1043;27,99;27;2,8;174;16,32;458;40,35;384;68,33;"De 5 a 10 mil"
5205307;"GO";"Cavalcante";1693;26,9;101;5,94;296;15,83;683;37,65;613;67,29;"De 5 a 10 mil"
2202653;"PI";"Caxingó";1495;43,76;138;13,23;474;42,9;538;64,59;345;79,31;"De 5 a 10 mil"
3511300;"SP";"Cedral";409;6,31;15;1,27;37;1,96;106;5,24;251;17,95;"De 5 a 10 mil"
2801603;"SE";"Cedro de São João";886;21,18;74;7,75;197;15,51;297;24,23;318;43,38;"De 5 a 10 mil"
3115706;"MG";"Central de Minas";1056;20,01;24;2,25;128;8,9;358;21,18;546;50,46;"De 5 a 10 mil"
2103125;"MA";"Central do Maranhão";1362;26,73;87;5,57;275;17,85;515;41,57;485;64,32;"De 5 a 10 mil"
4305124;"RS";"Cerrito";618;12,08;13;1,5;56;4,67;193;10,59;356;29,01;"De 5 a 10 mil"
5205455;"GO";"Cezarina";641;11,03;15;1,14;97;5,02;218;12,29;311;39,37;"De 5 a 10 mil"
2701902;"AL";"Chã Preta";1682;35,51;166;12,46;476;30,71;589;49,12;451;68,75;"De 5 a 10 mil"
3116001;"MG";"Chalé";713;16,32;26;2,73;93;7,13;263;19,47;331;43,38;"De 5 a 10 mil"
4305306;"RS";"Chapada";335;4,28;9;0,61;30;1,6;122;4,29;174;10,52;"De 5 a 10 mil"
5205471;"GO";"Chapadão do Céu";229;4,51;14;0,99;39;1,83;99;7,77;77;30,2;"De 5 a 10 mil"
4305439;"RS";"Chuí";83;1,88;9;0,94;5;0,39;34;2,37;35;4,74;"De 5 a 10 mil"
1100924;"RO";"Chupinguaia";597;10,31;22;1,4;111;5,16;273;17,18;191;40,38;"De 5 a 10 mil"
3116308;"MG";"Cipotânea";657;12,83;30;2,39;74;5,21;201;13,55;352;36,51;"De 5 a 10 mil"
3116506;"MG";"Claro dos Poções";1012;16,85;30;2,02;109;6,47;299;16,75;574;54,67;"De 5 a 10 mil"
3511904;"SP";"Clementina";503;9,14;30;2,06;116;6,64;128;8,3;229;30,25;"De 5 a 10 mil"
2202729;"PI";"Cocal dos Alves";1434;36,12;83;7,36;364;30,82;577;51,89;410;74,55;"De 5 a 10 mil"
5103106;"MT";"Cocalinho";647;15,97;43;4,56;123;8,82;279;22,2;202;44,3;"De 5 a 10 mil"
3116704;"MG";"Coimbra";559;10,18;12;1,13;74;4,66;195;10,91;278;26,25;"De 5 a 10 mil"
1716703;"TO";"Colméia";1210;18,97;49;3,37;208;10,24;433;22,68;520;52,68;"De 5 a 10 mil"
3512100;"SP";"Colômbia";464;9,95;19;1,72;73;4,86;144;10,31;228;34,39;"De 5 a 10 mil"
2202752;"PI";"Colônia do Gurguéia";934;22,03;71;6,21;170;13,01;289;25,94;404;59,94;"De 5 a 10 mil"
2202778;"PI";"Colônia do Piauí";1880;34,89;90;6,09;410;25,55;753;50,81;627;76,28;"De 5 a 10 mil"
3116803;"MG";"Coluna";1364;20,77;63;3,52;251;13,25;492;27,94;558;49,69;"De 5 a 10 mil"
3300951;"RJ";"Comendador Levy Gasparian";469;7,36;14;1,07;48;2,6;135;6,43;272;24,46;"De 5 a 10 mil"
3117009;"MG";"Comercinho";1461;23,74;34;2,25;139;8,81;524;28,85;764;61,37;"De 5 a 10 mil"
3117108;"MG";"Conceição da Aparecida";679;8,94;25;1,55;74;3,31;229;9,38;351;26,94;"De 5 a 10 mil"
3117603;"MG";"Conceição do Pará";373;9,27;14;1,7;36;3,08;128;10,16;195;25,36;"De 5 a 10 mil"
2504504;"PB";"Condado";1470;29,61;71;6,28;272;20,83;552;36,41;575;56,82;"De 5 a 10 mil"
4305702;"RS";"Condor";277;5,4;9;0,82;25;1,86;106;6,13;137;14,12;"De 5 a 10 mil"
3117836;"MG";"Cônego Marinho";975;19,18;45;3,19;98;7,02;295;22,08;537;57,07;"De 5 a 10 mil"
3117876;"MG";"Confins";226;4,92;8;0,77;27;1,76;60;4,24;131;21,65;"De 5 a 10 mil"
4106001;"PR";"Congonhinhas";1074;16,91;26;1,81;109;6,54;418;20,38;521;43,45;"De 5 a 10 mil"
3118205;"MG";"Conquista";530;10,34;15;1,37;83;5,45;186;11,44;246;27,86;"De 5 a 10 mil"
4305801;"RS";"Constantina";643;8,26;14;0,88;73;3,63;200;7,51;356;23,31;"De 5 a 10 mil"
3118700;"MG";"Coqueiral";596;8,34;16;1,01;84;4,37;190;8,04;306;24,02;"De 5 a 10 mil"
2702207;"AL";"Coqueiro Seco";1117;28,23;98;9,34;292;22,04;420;39,47;307;59,15;"De 5 a 10 mil"
2909000;"BA";"Cordeiros";1592;25,55;34;2,17;216;12,29;566;33,16;776;64,88;"De 5 a 10 mil"
3118908;"MG";"Cordisburgo";753;10,83;21;1,37;120;6,18;262;12,12;350;26,6;"De 5 a 10 mil"
3512506;"SP";"Coroados";281;6,77;11;1,25;22;1,71;82;6,19;166;25,04;"De 5 a 10 mil"
4305900;"RS";"Coronel Bicaco";673;11,28;14;1,17;85;5,5;246;11,85;328;28,62;"De 5 a 10 mil"
4106456;"PR";"Coronel Domingos Soares";517;10,2;34;2,45;92;5,77;220;14,75;171;28,74;"De 5 a 10 mil"
2402808;"RN";"Coronel Ezequiel";1181;29,97;55;5,15;218;19,66;404;41,31;504;64,12;"De 5 a 10 mil"
3512605;"SP";"Coronel Macedo";481;12,67;11;1,36;59;5,75;182;14,05;229;34,18;"De 5 a 10 mil"
3119500;"MG";"Coronel Murta";1349;19,75;43;2,5;173;8,8;463;23,9;670;55,28;"De 5 a 10 mil"
3119955;"MG";"Córrego Fundo";437;9,5;15;1,63;56;3,71;137;9,36;229;32,53;"De 5 a 10 mil"
5205901;"GO";"Corumbaíba";645;10,08;27;1,97;60;3,1;223;10,86;335;32,24;"De 5 a 10 mil"
1100072;"RO";"Corumbiara";817;12,57;29;1,72;63;2,94;358;18,39;367;50,34;"De 5 a 10 mil"
3512902;"SP";"Cosmorama";539;9,08;11;1,09;68;4,33;123;6,21;337;24,49;"De 5 a 10 mil"
1706001;"TO";"Couto Magalhães";607;17,45;33;3,67;105;9,74;269;25,72;200;43,96;"De 5 a 10 mil"
2909505;"BA";"Cravolândia";1021;27,78;33;3,31;158;14,7;401;40,67;429;69,64;"De 5 a 10 mil"
3120151;"MG";"Crisólita";1508;35;57;5,08;242;19,52;575;49,96;634;79,75;"De 5 a 10 mil"
3513207;"SP";"Cristais Paulista";471;8;12;0,89;71;3,95;196;10,49;192;22,22;"De 5 a 10 mil"
4306056;"RS";"Cristal";531;9,5;20;1,74;57;3,82;182;9,8;272;24,95;"De 5 a 10 mil"
1706100;"TO";"Cristalândia";670;12,61;20;1,71;81;5,06;218;12,9;351;40,96;"De 5 a 10 mil"
2203008;"PI";"Cristalândia do Piauí";1379;25,81;136;9,42;335;20,05;485;33,82;423;53,21;"De 5 a 10 mil"
3120300;"MG";"Cristália";739;19,55;33;2,52;134;11,79;292;32,02;280;66,35;"De 5 a 10 mil"
3120409;"MG";"Cristiano Otoni";229;6,03;9;1,06;28;2,35;85;7,21;107;18,51;"De 5 a 10 mil"
2203107;"PI";"Cristino Castro";1749;25,06;122;5,9;367;17,47;610;34,58;650;62,26;"De 5 a 10 mil"
2403004;"RN";"Cruzeta";1389;22,23;66;4,67;263;14,95;542;27,84;518;45,84;"De 5 a 10 mil"
2505006;"PB";"Cubati";1373;27,75;86;6,65;278;19,07;480;37,41;529;57,88;"De 5 a 10 mil"
2505238;"PB";"Cuité de Mamanguape";1838;41,21;138;12,09;434;34,86;676;53,82;590;72,13;"De 5 a 10 mil"
2505204;"PB";"Cuitegi";1692;34,36;103;7,75;376;25,22;557;46,73;656;71,85;"De 5 a 10 mil"
2505279;"PB";"Curral de Cima";1509;40,5;103;10,38;380;34,11;511;55,73;515;73,26;"De 5 a 10 mil"
3120870;"MG";"Curral de Dentro";1186;24,36;36;2,77;187;12,55;430;32,28;533;71,35;"De 5 a 10 mil"
1706506;"TO";"Darcinópolis";745;20,67;45;4,64;148;12,64;277;28,62;275;55,56;"De 5 a 10 mil"
3121001;"MG";"Datas";408;10,63;18;1,75;60;5,76;132;11,42;198;32,57;"De 5 a 10 mil"
3121100;"MG";"Delfim Moreira";565;9,19;18;1,39;65;3,82;242;11,21;240;24,34;"De 5 a 10 mil"
3121209;"MG";"Delfinópolis";542;10,3;19;1,8;50;3,16;210;12,1;263;29,52;"De 5 a 10 mil"
3121258;"MG";"Delta";785;13,12;41;2,44;238;10,19;256;17,75;250;47,89;"De 5 a 10 mil"
5103452;"MT";"Denise";861;14,21;30;1,96;191;8,1;346;21,97;294;49,58;"De 5 a 10 mil"
2304269;"CE";"Deputado Irapuan Pinheiro";2209;32,28;96;6,05;364;19,87;856;42,06;893;64,29;"De 5 a 10 mil"
4204905;"SC";"Descanso";378;5,41;15;1,06;42;2,38;121;4,87;200;15,06;"De 5 a 10 mil"
2505402;"PB";"Desterro";1451;25,49;57;3,89;280;16,92;542;35,66;572;54,27;"De 5 a 10 mil"
3121407;"MG";"Desterro de Entre Rios";805;14,29;16;1,46;95;6,49;279;15,16;415;33,69;"De 5 a 10 mil"
2505600;"PB";"Diamante";1479;30,3;133;9,53;284;19,67;544;43,07;518;66,5;"De 5 a 10 mil"
4107108;"PR";"Diamante do Norte";486;11,18;9;1;36;3,06;180;12,74;261;30,35;"De 5 a 10 mil"
4107157;"PR";"Diamante D'Oeste";624;16,77;29;3;83;8,81;236;20,49;276;41,88;"De 5 a 10 mil"
