"Codigo";"UF";"Municipio";"Total_2000";"Total_2010";"15-24_2000";"15-24_2010";"25-59_2000";"25-59_2010";"60+_2000";"60+_2010";"Classe"
4314134;"RS";"Paulo Bento";NA;4,14;NA;0,96;NA;2;NA;11,26;"Até 5 mil"
2207850;"PI";"Pavussu";45,13;35,2;29,27;9,38;47,87;37,05;72,25;67,4;"Até 5 mil"
2511004;"PB";"Pedra Branca";31,11;25,55;11,14;6,13;38,67;26,49;55,43;55,35;"Até 5 mil"
3148806;"MG";"Pedra do Anta";21,78;19,38;6,45;2,12;21,74;16,6;43,38;41,56;"Até 5 mil"
3148905;"MG";"Pedra do Indaiá";16,79;10,85;2,71;0,51;13,75;6,4;49,12;35,63;"Até 5 mil"
3149002;"MG";"Pedra Dourada";17,71;13,09;5,56;1,06;16,3;10,07;47,51;42,75;"Até 5 mil"
2409506;"RN";"Pedra Grande";40,45;24,7;21,35;8,68;44,78;26,8;71,02;51,55;"Até 5 mil"
2805000;"SE";"Pedra Mole";38,43;27,72;13,88;4,33;42,22;28,61;75,2;67,7;"Até 5 mil"
2409605;"RN";"Pedra Preta";39,07;23,09;19,62;5,31;41,03;23,72;69,92;50,15;"Até 5 mil"
3536901;"SP";"Pedranópolis";13,86;9,65;2,59;1,48;7,66;3,89;47,73;31,88;"Até 5 mil"
4314175;"RS";"Pedras Altas";NA;9,96;NA;1,48;NA;9,17;NA;23,7;"Até 5 mil"
4212403;"SC";"Pedras Grandes";6,94;5,04;0,58;0,75;5,12;3,78;23,13;13,94;"Até 5 mil"
3537156;"SP";"Pedrinhas Paulista";9,07;7,1;1,49;2,26;7,44;5,47;28,19;18,58;"Até 5 mil"
3149200;"MG";"Pedrinópolis";10,66;10,23;1,63;1,43;8,87;7,4;32,97;31,1;"Até 5 mil"
2207934;"PI";"Pedro Laurentino";20,51;22,3;7,43;3,39;24,96;23,03;45,53;57,67;"Até 5 mil"
3149408;"MG";"Pedro Teixeira";17,62;11,53;3,21;1,54;17,56;7,75;46,02;38,22;"Até 5 mil"
4314308;"RS";"Pejuçara";6,33;4,31;1,2;0,74;4,76;2,72;20,46;12,95;"Até 5 mil"
3149507;"MG";"Pequeri";9,29;8,12;2,3;0,74;7,42;7;26,65;20,26;"Até 5 mil"
3149606;"MG";"Pequi";11,5;8,31;4,19;1,27;10,03;6,35;26,38;22,53;"Até 5 mil"
4212601;"SC";"Peritiba";4,7;2,11;1,71;0,86;4,07;1,03;11,32;6,1;"Até 5 mil"
5216452;"GO";"Perolândia";16,45;13,43;4,67;1,9;17,75;10,36;48,13;47,39;"Até 5 mil"
3150000;"MG";"Pescador";27,12;19,52;4,58;2,26;26,14;14,89;66,38;55,39;"Até 5 mil"
3150109;"MG";"Piau";13,57;13,81;1,86;3,31;13,12;10,96;31,2;30,31;"Até 5 mil"
3150208;"MG";"Piedade de Ponte Nova";21,32;15,91;6,99;2,32;21,83;15,67;45,43;36,53;"Até 5 mil"
3150307;"MG";"Piedade do Rio Grande";20,02;13,8;4,19;0,91;18,87;10,71;46,35;32,81;"Até 5 mil"
3150406;"MG";"Piedade dos Gerais";19,94;14,73;5,06;2,39;17,57;11,34;50,09;36,54;"Até 5 mil"
5216908;"GO";"Pilar de Goiás";14,99;12,2;4,11;1,59;14,28;8,92;39,49;35,07;"Até 5 mil"
2410009;"RN";"Pilões";34,83;29,59;12,28;4,97;40,41;29,94;62,96;60,48;"Até 5 mil"
1101468;"RO";"Pimenteiras do Oeste";14,66;9,51;2,9;1,51;15,92;8,51;51,88;31,75;"Até 5 mil"
2707008;"AL";"Pindoba";50,29;35,29;34,48;11,48;55,09;39,74;70;63,95;"Até 5 mil"
1717008;"TO";"Pindorama do Tocantins";18,98;14,79;5,42;3,69;21,71;14,39;47,35;36,09;"Até 5 mil"
3150539;"MG";"Pingo-d'Água";21,19;17,5;4,42;2,26;22,44;14,2;58,59;51,87;"Até 5 mil"
4314456;"RS";"Pinhal";10,7;9,34;1,98;1,16;7,84;6,81;35,96;27,47;"Até 5 mil"
4314464;"RS";"Pinhal da Serra";NA;8,28;NA;0,32;NA;5,11;NA;24,09;"Até 5 mil"
4119251;"PR";"Pinhal de São Bento";20,44;8,85;4,06;1,43;20;6,95;55,71;26,64;"Até 5 mil"
4314472;"RS";"Pinhal Grande";9,37;7,99;1,14;2,09;8,59;5,73;26,77;21,6;"Até 5 mil"
4314498;"RS";"Pinheirinho do Vale";14,01;10,36;2,13;2,93;12,88;8,21;38,72;28,57;"Até 5 mil"
4213005;"SC";"Pinheiro Preto";5,33;4,62;1,68;0,66;4,08;3,6;17,47;14,81;"Até 5 mil"
3538303;"SP";"Piquerobi";15,51;11,35;2,73;1,21;11,99;6,9;47,34;35,36;"Até 5 mil"
3150703;"MG";"Pirajuba";12,43;9,01;3,91;2,89;11,02;8,25;28,49;23,66;"Até 5 mil"
4314555;"RS";"Pirapó";15,6;13,73;1,73;1,77;14,5;11,2;37,16;28,65;"Até 5 mil"
1717206;"TO";"Piraquê";22,16;21,14;8,48;3,61;27,08;21,69;58,42;48,63;"Até 5 mil"
4213104;"SC";"Piratuba";4,97;5,4;0,55;0,37;3,74;3,64;21,91;16,35;"Até 5 mil"
4119657;"PR";"Pitangueiras";15,03;12,24;1,42;0,43;14,74;9,4;43,06;39,47;"Até 5 mil"
4119707;"PR";"Planaltina do Paraná";17,98;13,12;5,01;1,33;15,02;9,79;46,93;39,1;"Até 5 mil"
3539608;"SP";"Planalto";15,05;9,95;4,53;1,82;11,47;7,74;48,59;33,47;"Até 5 mil"
4213153;"SC";"Planalto Alegre";13,87;11,96;2,42;2,33;11,8;9,71;44,04;33,14;"Até 5 mil"
5106455;"MT";"Planalto da Serra";17,8;13,88;3,83;1,32;18,3;10,95;55,56;48,52;"Até 5 mil"
3539707;"SP";"Platina";14,65;10,01;3,41;1,6;11,82;6,6;44,69;32,3;"Até 5 mil"
2512036;"PB";"Poço Dantas";53,49;36,46;30,39;10,65;61,81;40,03;77,71;72,68;"Até 5 mil"
4314753;"RS";"Poço das Antas";4,36;2,74;0,32;1,05;4,24;2,07;8,62;5,41;"Até 5 mil"
2512077;"PB";"Poço de José de Moura";36,86;27,03;12,66;3,69;38,5;25,86;62,73;53,36;"Até 5 mil"
3540101;"SP";"Pongaí";11,01;8,76;1,94;1,12;8,44;5,8;31,2;23,63;"Até 5 mil"
3540259;"SP";"Pontalinda";18,04;13,4;3,85;1,74;15,84;10,55;54,87;40,97;"Até 5 mil"
4314779;"RS";"Pontão";8,05;4,76;1,17;0,62;6,83;2,69;29,38;17,98;"Até 5 mil"
4213302;"SC";"Ponte Alta";14,04;11,28;4,9;1,32;13,88;10,4;32,86;28,57;"Até 5 mil"
1717800;"TO";"Ponte Alta do Bom Jesus";31,07;25,2;10,02;4,97;32,72;21,34;67,4;63,24;"Até 5 mil"
4213351;"SC";"Ponte Alta do Norte";14,18;9,61;4,45;1,42;13,94;8,82;38,74;29,28;"Até 5 mil"
5106703;"MT";"Ponte Branca";19,09;13,13;2,55;1,51;17,84;8,65;53,88;36,18;"Até 5 mil"
4314787;"RS";"Ponte Preta";7,91;6,41;0,97;0,75;5,15;4,2;24,26;15,47;"Até 5 mil"
3540309;"SP";"Pontes Gestal";14,28;10,63;1,67;1,02;9,92;6,24;45,21;32,3;"Até 5 mil"
3152131;"MG";"Ponto Chique";22,49;16,09;5,34;3,08;24,11;12,54;67,64;54,7;"Até 5 mil"
3540408;"SP";"Populina";19,21;13,07;2,74;1,52;15,12;7,81;53,95;37,22;"Até 5 mil"
5218052;"GO";"Porteirão";22,21;12,77;5,06;1,35;25,3;12,15;57,39;43,31;"Até 5 mil"
5218102;"GO";"Portelândia";15,61;13,78;3,7;1,19;14,39;10,96;49,02;45,24;"Até 5 mil"
2208551;"PI";"Porto Alegre do Piauí";31,92;27,64;16,7;4,88;33,53;29,34;66,06;65,15;"Até 5 mil"
1718006;"TO";"Porto Alegre do Tocantins";28,02;19,87;9,51;3,02;28,39;17,87;72;58,33;"Até 5 mil"
4120101;"PR";"Porto Amazonas";7,9;6,47;1,55;0,74;7,46;5,18;24,32;21,56;"Até 5 mil"
4120150;"PR";"Porto Barreiro";12,92;10,18;3,56;1,34;14,1;9,6;32,52;26,81;"Até 5 mil"
5106851;"MT";"Porto Estrela";28,79;25,43;8,36;3,73;31,27;25,4;64,89;56,7;"Até 5 mil"
4315057;"RS";"Porto Mauá";8,09;6,61;1,47;0,26;5,04;4,4;26,72;15,84;"Até 5 mil"
4120200;"PR";"Porto Rico";12,93;12,54;1,23;1,95;10,65;9,99;44,02;39;"Até 5 mil"
4315073;"RS";"Porto Vera Cruz";10,77;7,9;1,21;NA;8,16;4,57;28,61;19,36;"Até 5 mil"
4120309;"PR";"Porto Vitória";8,27;6,04;2,79;0,93;7,82;5,28;21,16;15,2;"Até 5 mil"
4315131;"RS";"Pouso Novo";17,49;8,97;2,59;0,7;14,94;6,25;42,77;20,81;"Até 5 mil"
3540853;"SP";"Pracinha";20,29;6,33;3,49;0,84;14,17;4,99;61,17;33,61;"Até 5 mil"
1600550;"AP";"Pracuúba";18,14;11,79;10,27;2,81;18,46;13,91;52,94;30,22;"Até 5 mil"
4120333;"PR";"Prado Ferreira";17,66;12,52;2,76;1,52;16,76;9,61;51,36;36,8;"Até 5 mil"
2512200;"PB";"Prata";35,13;23,49;17,35;4,74;35,29;23,02;57,31;46,79;"Até 5 mil"
2208601;"PI";"Prata do Piauí";41,55;35,27;16,11;8,68;43,12;33,53;72,68;71,13;"Até 5 mil"
3541059;"SP";"Pratânia";12,76;7,4;3,85;1,5;10,74;5,87;42,82;26,73;"Até 5 mil"
3153004;"MG";"Pratinha";15,34;11,5;4,15;2,58;13,75;8,82;38,62;28,27;"Até 5 mil"
3541109;"SP";"Presidente Alves";11,7;9,86;2,62;0,29;9,15;5,89;36,57;34,34;"Até 5 mil"
4213906;"SC";"Presidente Castello Branco";6,53;4,7;1,9;NA;4,59;3,18;21,85;13,77;"Até 5 mil"
4120408;"PR";"Presidente Castelo Branco";15,56;12,43;2,72;0,71;13,66;10,12;53,99;41,89;"Até 5 mil"
3153202;"MG";"Presidente Juscelino";23,04;19,64;5,57;2,47;24,68;15,16;52,9;53,77;"Até 5 mil"
1718402;"TO";"Presidente Kennedy";23,06;16,35;6,39;3,5;23,57;13,59;61,11;47,6;"Até 5 mil"
3153301;"MG";"Presidente Kubitschek";19,04;13,28;3,53;1,25;21,15;10,95;47,67;39,94;"Até 5 mil"
4315149;"RS";"Presidente Lucena";2,85;2,2;2,21;0,72;2,05;1,61;6,8;6,5;"Até 5 mil"
4214102;"SC";"Presidente Nereu";13,44;11,4;1,72;2,73;12,72;10,03;35,63;26,96;"Até 5 mil"
1101476;"RO";"Primavera de Rondônia";15,36;13,42;2,73;1,37;16,85;10,22;44,98;48,02;"Até 5 mil"
4214151;"SC";"Princesa";11,63;10,36;1,82;1,36;11,04;9,25;30,65;27,64;"Até 5 mil"
5218391;"GO";"Professor Jamil";18,28;15,46;4,42;2,53;15,71;10,78;54,31;45,43;"Até 5 mil"
4315172;"RS";"Protásio Alves";7,1;6,95;1,51;0,36;4,84;3,7;22,38;20,42;"Até 5 mil"
1718451;"TO";"Pugmil";21,55;12,97;5,82;2,62;24,63;10,13;46,9;50;"Até 5 mil"
4315206;"RS";"Putinga";10,68;8,8;2,2;1,16;8;4,99;27,49;23,5;"Até 5 mil"
3541653;"SP";"Quadra";9,24;9,25;2,5;1,68;6,68;7,51;32,48;23,8;"Até 5 mil"
3153707;"MG";"Quartel Geral";21;12,02;8,72;1,54;18,38;10,27;44,23;29,05;"Até 5 mil"
4120655;"PR";"Quarto Centenário";20,02;12,76;4,24;0,66;18,66;10,06;55,3;40,29;"Até 5 mil"
4315313;"RS";"Quatro Irmãos";NA;9,7;NA;2,43;NA;5,5;NA;33,47;"Até 5 mil"
4120853;"PR";"Quatro Pontes";2,43;1,24;0,53;0,32;2,08;1,1;5,97;2,6;"Até 5 mil"
3541802;"SP";"Queiroz";19,1;13,24;2,19;0,86;16,89;8,65;62,9;49,53;"Até 5 mil"
3153806;"MG";"Queluzito";14,32;6,79;6,31;0,74;12,74;4,6;31,36;18,04;"Até 5 mil"
4315321;"RS";"Quevedos";10,24;8,47;2,71;0,45;8,76;7,04;28,57;23,08;"Até 5 mil"
4315354;"RS";"Quinze de Novembro";3,21;3,25;0,36;0,38;2,15;2,1;9,64;8,06;"Até 5 mil"
2512606;"PB";"Quixabá";34,44;26,24;19,68;6,02;35,06;28,51;57,53;51,49;"Até 5 mil"
2410504;"RN";"Rafael Fernandes";29,82;24,43;10,72;7,04;32,93;24,1;50;47,82;"Até 5 mil"
2410603;"RN";"Rafael Godeiro";29,92;25,81;9,62;4,76;32,11;24,19;54,69;51,06;"Até 5 mil"
4121257;"PR";"Ramilândia";22,82;15,37;6,19;0,97;24,31;13,22;56,29;45,28;"Até 5 mil"
4121307;"PR";"Rancho Alegre";15,24;11,08;3,37;1,18;13,11;7,93;40,16;28,16;"Até 5 mil"
4121356;"PR";"Rancho Alegre D'Oeste";17,7;13,83;3,51;2;16,14;11,2;53,9;39,94;"Até 5 mil"
4214300;"SC";"Rancho Queimado";13,67;6,98;3,01;0,23;12,31;6,14;34,33;17,53;"Até 5 mil"
1718501;"TO";"Recursolândia";31,8;27,63;14,09;12,52;32,81;27,74;76,53;60,19;"Até 5 mil"
3542305;"SP";"Redenção da Serra";14,88;10,38;3,37;1,86;11,78;7,64;40,19;27,4;"Até 5 mil"
4315453;"RS";"Relvado";9,56;4,7;1,54;0,38;7,34;3,08;19,75;9,63;"Até 5 mil"
5107156;"MT";"Reserva do Cabaçal";21,11;17,89;3,37;1,72;22,64;12,53;57,4;61,94;"Até 5 mil"
3154408;"MG";"Ressaquinha";14,11;10,72;1,99;0,89;13,3;8,17;38,74;31,58;"Até 5 mil"
2512747;"PB";"Riachão";44,96;31,48;20,38;3,78;48,87;32,97;77,54;69,06;"Até 5 mil"
2512754;"PB";"Riachão do Bacamarte";43,36;35,81;23,07;9,84;45,17;37,09;70,93;66,39;"Até 5 mil"
2512762;"PB";"Riachão do Poço";44,25;33,63;24,87;8,98;45,6;33,92;77,4;67,11;"Até 5 mil"
1718550;"TO";"Riachinho";28,26;22,56;11,69;4,1;30,5;20,54;75,64;65,43;"Até 5 mil"
2410702;"RN";"Riacho da Cruz";35,46;25,85;15,04;6,17;39,1;27;57,75;51,84;"Até 5 mil"
2410801;"RN";"Riacho de Santana";31,36;27,43;12,54;3,79;34,7;26,19;53,44;56,79;"Até 5 mil"
2512788;"PB";"Riacho de Santo Antônio";37,39;24,64;20,7;4,29;39,5;25,24;65,19;57,75;"Até 5 mil"
2208858;"PI";"Riacho Frio";30,1;20,08;19,05;6,36;30,74;20,64;60,39;49,58;"Até 5 mil"
5218706;"GO";"Rianápolis";17,99;15,55;3,92;2,25;16,76;12,16;51,57;46,57;"Até 5 mil"
3542800;"SP";"Ribeira";19,49;12,48;4,79;2,34;15,29;8,4;52,73;33,02;"Até 5 mil"
2208874;"PI";"Ribeira do Piauí";41,67;30,47;23,09;3,75;47;34,14;71,08;64,17;"Até 5 mil"
3543105;"SP";"Ribeirão Corrente";13,31;9,51;4,2;1,69;13,6;8,73;31,81;26,04;"Até 5 mil"
3543204;"SP";"Ribeirão do Sul";12,48;7,29;2,31;0,59;10,3;5,34;37,5;19,8;"Até 5 mil"
3543238;"SP";"Ribeirão dos Índios";15,73;13,93;1,86;2,72;12,18;8,4;44,34;36,54;"Até 5 mil"
3154705;"MG";"Ribeirão Vermelho";7,53;5,14;2,39;1,16;6,14;3,56;18,25;14,07;"Até 5 mil"
5107198;"MT";"Ribeirãozinho";17,12;11,55;3,88;1,17;15,86;8,75;53,67;38,43;"Até 5 mil"
3543600;"SP";"Rifaina";9,58;6,77;1,79;1,95;7,43;5,04;32,87;17,28;"Até 5 mil"
4122107;"PR";"Rio Bom";21,25;8,46;2,39;1,14;17,35;5,4;55,19;22,78;"Até 5 mil"
4122172;"PR";"Rio Branco do Ivaí";25,4;14,99;3,24;1,92;25,57;12,06;71,43;49,17;"Até 5 mil"
1100262;"RO";"Rio Crespo";16;13,29;4,43;3,47;17,27;11,05;43,78;41,48;"Até 5 mil"
1718659;"TO";"Rio da Conceição";22,11;14,02;7,66;2,77;23,66;13,31;64,47;47,41;"Até 5 mil"
3155009;"MG";"Rio Doce";19,02;14,39;3;1,41;17,67;11,38;39,54;36,75;"Até 5 mil"
1718709;"TO";"Rio dos Bois";27,9;19,25;8,64;2,93;30,63;16,61;66,86;62,08;"Até 5 mil"
4315552;"RS";"Rio dos Índios";16,95;14,85;2,42;1,1;14,9;10,28;45,64;38,59;"Até 5 mil"
4214904;"SC";"Rio Fortuna";4,36;2,89;1,25;0,48;3,21;2,42;14,35;7,95;"Até 5 mil"
5218789;"GO";"Rio Quente";8,52;4,85;3,75;0,93;7,43;4,15;33,06;16,67;"Até 5 mil"
4215059;"SC";"Rio Rufino";12,25;9,51;5,42;1,97;10,69;8,41;36,26;25,56;"Até 5 mil"
4315750;"RS";"Riozinho";13,1;8,39;2,72;1,17;11,43;6,2;36,15;23,41;"Até 5 mil"
4215075;"SC";"Riqueza";11,23;8,42;2,91;1,1;10,04;6,76;31,42;21,78;"Até 5 mil"
3156106;"MG";"Ritápolis";12,62;9,57;1,83;1,68;11,15;6,51;34,4;26,34;"Até 5 mil"
5007505;"MS";"Rochedo";13,83;7,48;4,3;0,67;14,31;5,95;32,1;21,31;"Até 5 mil"
3156205;"MG";"Rochedo de Minas";11,57;9,44;2,75;2,25;8,83;6,61;32,61;28,47;"Até 5 mil"
2411007;"RN";"Rodolfo Fernandes";36,74;30,44;17,27;7,59;38,92;31,79;67,4;57,4;"Até 5 mil"
4315958;"RS";"Rolador";NA;7,8;NA;2,41;NA;5,64;NA;16,1;"Até 5 mil"
3156403;"MG";"Romaria";10,35;8,22;2,4;0,87;9,79;7,71;31,41;20,19;"Até 5 mil"
5107578;"MT";"Rondolândia";NA;15,4;NA;1,54;NA;14,86;NA;57,03;"Até 5 mil"
3156452;"MG";"Rosário da Limeira";19,04;13,73;4,99;1,15;21,02;11,93;43,77;38,95;"Até 5 mil"
3544400;"SP";"Rubiácea";14,35;10,85;2,22;2,28;10,05;6,99;50,38;38,21;"Até 5 mil"
3544509;"SP";"Rubinéia";11,93;7,06;0,44;1,23;6,96;2,83;40,05;22;"Até 5 mil"
2411106;"RN";"Ruy Barbosa";40,77;30,96;16,2;4,65;44,27;32,62;76,12;65,77;"Até 5 mil"
4316428;"RS";"Sagrada Família";15,67;13,05;3,49;1,05;12,36;11,24;46,41;30,1;"Até 5 mil"
3544707;"SP";"Sagres";18,7;13,47;1,37;0,8;13,58;7,5;64,54;43,34;"Até 5 mil"
4316436;"RS";"Saldanha Marinho";6,37;5,22;1,47;NA;4,61;3,42;20,97;14,1;"Até 5 mil"
2513000;"PB";"Salgadinho";41,49;33,02;19,28;5,58;43,84;34,3;76,62;68,84;"Até 5 mil"
4122800;"PR";"Salgado Filho";13,44;10,81;3,43;1,97;12,34;8,25;39,91;29,83;"Até 5 mil"
3545100;"SP";"Salmourão";18,49;13,91;3,68;1,61;15,05;9,03;51,83;43,26;"Até 5 mil"
4215356;"SC";"Saltinho";17,52;13,98;3,59;0,88;18,59;12,28;44,88;36,23;"Até 5 mil"
5107750;"MT";"Salto do Céu";22,04;15,21;5,01;0,88;23,7;11,37;53,97;48,5;"Até 5 mil"
4215406;"SC";"Salto Veloso";8,87;7,33;1,81;1,62;7,56;5,24;31,58;24,33;"Até 5 mil"
4316477;"RS";"Salvador das Missões";2,23;1,87;0,84;0,27;1,87;2;4,83;2,68;"Até 5 mil"
1718808;"TO";"Sampaio";32,7;23,92;8,91;3,73;36,96;24,08;76,13;71,15;"Até 5 mil"
1718840;"TO";"Sandolândia";20,97;16,58;6,77;1,8;20,38;14,54;57,89;46,11;"Até 5 mil"
3545506;"SP";"Sandovalina";13,78;11,45;2,41;0,63;10,78;8,37;55,12;43,12;"Até 5 mil"
4123105;"PR";"Santa Amélia";18,28;11,19;2,72;1,94;18,31;8,42;48,17;30,25;"Até 5 mil"
3157278;"MG";"Santa Bárbara do Monte Verde";19,93;15,09;5,28;2,44;17,79;11,98;45,97;40,65;"Até 5 mil"
3157302;"MG";"Santa Bárbara do Tugúrio";20,59;14,29;3,75;1,76;19,65;10,41;53,44;43,1;"Até 5 mil"
5107248;"MT";"Santa Carmem";11,9;8,05;4,11;1,09;12,96;7,74;40;29,15;"Até 5 mil"
4123204;"PR";"Santa Cecília do Pavão";23,05;17,83;4,04;2,12;21,21;14,53;58,31;44,58;"Até 5 mil"
4316733;"RS";"Santa Cecília do Sul";NA;5,13;NA;0,41;NA;2,49;NA;16,16;"Até 5 mil"
3546108;"SP";"Santa Clara d'Oeste";18,52;10,74;3,44;1,21;14,55;8,11;45,71;26,58;"Até 5 mil"
3546207;"SP";"Santa Cruz da Conceição";7,71;5,42;2,67;1,15;6,38;4,22;19,51;13,13;"Até 5 mil"
3546256;"SP";"Santa Cruz da Esperança";9,91;5,93;2,13;0,89;8,39;5,44;28,57;12,96;"Até 5 mil"
5219209;"GO";"Santa Cruz de Goiás";13,69;14,42;5,08;1,49;12,55;11,43;32,35;35,06;"Até 5 mil"
3157377;"MG";"Santa Cruz de Salinas";31,04;26,74;5,03;2,17;31,09;22,14;73,8;66,52;"Até 5 mil"
3157401;"MG";"Santa Cruz do Escalvado";21,41;15,48;5,35;0,66;20,54;12,45;44,25;36,51;"Até 5 mil"
5107743;"MT";"Santa Cruz do Xingu";NA;8,93;NA;2,74;NA;8,62;NA;30,28;"Até 5 mil"
2209153;"PI";"Santa Cruz dos Milagres";38,14;34;15,01;6,93;42,04;32,15;79,61;81,26;"Até 5 mil"
3157500;"MG";"Santa Efigênia de Minas";27,82;19,75;10,49;4,01;28,01;16,52;71,06;54,78;"Até 5 mil"
5219258;"GO";"Santa Fé de Goiás";18,22;12,86;4,83;0,75;18,97;9,72;53,02;49,14;"Até 5 mil"
3157609;"MG";"Santa Fé de Minas";26,55;18,53;9,72;4,22;26,87;16,69;62,7;50,93;"Até 5 mil"
4215554;"SC";"Santa Helena";9,86;9,82;1,44;1,75;8,32;7,75;31,43;25,93;"Até 5 mil"
2513356;"PB";"Santa Inês";44,63;32,15;25,25;7,84;50,48;38,04;65,81;59,84;"Até 5 mil"
4123600;"PR";"Santa Inês";17,78;13;2,44;2,3;14,67;8,88;57,14;39,84;"Até 5 mil"
5219357;"GO";"Santa Isabel";19,16;14,03;4,09;1,23;16,57;10,07;52,54;39,54;"Até 5 mil"
4123824;"PR";"Santa Lúcia";16,74;12,92;2,6;1,49;16,3;10,75;41,67;29,73;"Até 5 mil"
4316972;"RS";"Santa Margarida do Sul";NA;12,1;NA;1,18;NA;10,55;NA;25,69;"Até 5 mil"
2409332;"RN";"Santa Maria";36,53;28,85;14,56;6,05;39,54;29,86;70,13;65,09;"Até 5 mil"
1718881;"TO";"Santa Maria do Tocantins";25,36;17,62;9,15;2,35;24,44;16,41;67,78;48,18;"Até 5 mil"
3547106;"SP";"Santa Mercedes";18,62;11,76;4,16;0,85;14,07;7,77;49,88;34,84;"Até 5 mil"
4123956;"PR";"Santa Mônica";22,32;12,87;2,83;1,76;20,43;9,39;60,99;42,29;"Até 5 mil"
3159407;"MG";"Santa Rita de Ibitipoca";19,78;17,33;6,42;1,42;19,63;15,38;43,77;41,72;"Até 5 mil"
3159308;"MG";"Santa Rita de Jacutinga";15,42;12,31;2,28;1,26;13,29;9,66;37,07;28,08;"Até 5 mil"
5219456;"GO";"Santa Rita do Novo Destino";23,73;23,15;5,72;4,82;26,49;21,97;55,46;54,86;"Até 5 mil"
1718899;"TO";"Santa Rita do Tocantins";20,03;14,99;7,67;2,98;21,25;12,53;48,48;43,4;"Até 5 mil"
5107768;"MT";"Santa Rita do Trivelato";NA;5,18;NA;1,17;NA;4,9;NA;25,64;"Até 5 mil"
3547403;"SP";"Santa Rita d'Oeste";16,59;11,36;2,38;0,54;10,9;4,98;46,99;33,52;"Até 5 mil"
3159704;"MG";"Santa Rosa da Serra";17,87;12,49;4,38;1,53;15,01;9,66;57,95;37,38;"Até 5 mil"
5219506;"GO";"Santa Rosa de Goiás";19,49;15,08;4,83;0,94;16,41;11,6;56,87;41,51;"Até 5 mil"
2806503;"SE";"Santa Rosa de Lima";36,43;27,17;17,9;7,22;39,61;25,77;67,99;66,17;"Até 5 mil"
4215604;"SC";"Santa Rosa de Lima";6,31;4,83;1,55;0,27;6,13;3,93;15,26;14,08;"Até 5 mil"
1200435;"AC";"Santa Rosa do Purus";56,84;27,61;46,12;20,92;58,43;29,86;89,52;48,78;"Até 5 mil"
1718907;"TO";"Santa Rosa do Tocantins";24,68;17,72;6,23;3,28;26,18;15,93;60,11;45,66;"Até 5 mil"
3547650;"SP";"Santa Salete";13,47;6,35;0,9;2,02;7,12;2,06;45,41;20,28;"Até 5 mil"
2513802;"PB";"Santa Teresinha";35,84;27,14;19,04;4,18;38,77;28,84;59,76;49,45;"Até 5 mil"
4317251;"RS";"Santa Tereza";3,36;3,5;0,85;0,48;1,34;1,48;9,36;8,37;"Até 5 mil"
5219605;"GO";"Santa Tereza de Goiás";16,89;14,19;3,35;1,49;16,85;9,88;49,88;39,2;"Até 5 mil"
1719004;"TO";"Santa Tereza do Tocantins";17,25;14,57;4,65;3,32;16,74;14,31;50,57;39,65;"Até 5 mil"
4215687;"SC";"Santa Terezinha do Progresso";15,93;13,18;3,11;1,91;16,32;11,18;38,23;30,86;"Até 5 mil"
1720002;"TO";"Santa Terezinha do Tocantins";26,61;21,21;6,38;4,04;26,68;18,33;74,31;65,04;"Até 5 mil"
3547205;"SP";"Santana da Ponte Pensa";20,12;9;2,68;0,89;13,1;4,6;61,35;23,51;"Até 5 mil"
3158409;"MG";"Santana de Cataguases";15,12;11,33;2,92;1,89;11,14;7,48;43,6;29,2;"Até 5 mil"
3158607;"MG";"Santana do Deserto";14,16;9,51;2,36;0,47;13,45;6,14;36,32;31,09;"Até 5 mil"
3158706;"MG";"Santana do Garambéu";19,9;16,73;3,55;1,57;20,22;12,74;52,45;47,09;"Até 5 mil"
3158805;"MG";"Santana do Jacaré";24,43;15,26;6,59;2,01;21,83;10,53;56,9;42,86;"Até 5 mil"
2209351;"PI";"Santana do Piauí";42,43;30,34;22,37;5,77;45,71;30,25;71,04;62,91;"Até 5 mil"
3159001;"MG";"Santana do Riacho";21,44;15,38;4,06;1,4;19,37;12,16;58,58;43,46;"Até 5 mil"
2411429;"RN";"Santana do Seridó";25,78;19,54;10,61;2,44;26,24;19,77;52,06;43,4;"Até 5 mil"
3159100;"MG";"Santana dos Montes";12,71;11,04;2,12;2,98;12,33;8,57;31,99;27,05;"Até 5 mil"
2513653;"PB";"Santarém";37,43;35,85;14,08;6,83;43,25;36,96;67,89;71,95;"Até 5 mil"
4215695;"SC";"Santiago do Sul";13,05;11,41;2,89;1,54;11,84;8,8;39,16;32,37;"Até 5 mil"
5107263;"MT";"Santo Afonso";13,93;17;2,16;1,55;15,4;13,73;39,32;51,67;"Até 5 mil"
2513851;"PB";"Santo André";29,47;27,15;9,11;3,09;29,99;25,38;55,32;57,31;"Até 5 mil"
5219712;"GO";"Santo Antônio da Barra";25,66;18,61;8,61;2,17;27,34;17,81;64,24;45,51;"Até 5 mil"
5219738;"GO";"Santo Antônio de Goiás";14,49;8,57;2,7;1,62;14,34;6,78;62,5;36,04;"Até 5 mil"
3160009;"MG";"Santo Antônio do Aventureiro";18,55;13,6;5;1,4;16,16;10,63;43,61;31,71;"Até 5 mil"
4124202;"PR";"Santo Antônio do Caiuá";19,38;12,98;3,31;1,35;16,19;8,98;54,01;38,61;"Até 5 mil"
