"Codigo";"UF";"Municipio";"Total_2000";"Total_2010";"15-24_2000";"15-24_2010";"25-59_2000";"25-59_2010";"60+_2000";"60+_2010";"Classe"
3160108;"MG";"Santo Antônio do Grama";19,46;15,12;5,31;1,69;17,78;13,12;45,54;35,97;"Até 5 mil"
3160207;"MG";"Santo Antônio do Itambé";31,83;23,09;10,22;2,91;34,93;22,21;67,19;58,61;"Até 5 mil"
5107792;"MT";"Santo Antônio do Leste";NA;10,39;NA;8,38;NA;9,03;NA;34,59;"Até 5 mil"
4317558;"RS";"Santo Antônio do Palma";10,02;5,19;0,54;0,58;7,79;3,02;29,14;15,93;"Até 5 mil"
4124301;"PR";"Santo Antônio do Paraíso";18,65;13,07;2,84;2,12;17,24;9,36;56,35;37,43;"Até 5 mil"
4317756;"RS";"Santo Antônio do Planalto";6,03;5,55;0,99;1,43;4,75;4,14;17,07;12,94;"Até 5 mil"
3160504;"MG";"Santo Antônio do Rio Abaixo";20,27;18,59;4,11;2,27;19,64;16,56;47,49;45,9;"Até 5 mil"
2209450;"PI";"Santo Antônio dos Milagres";35,25;27,8;9,98;6,06;42,2;25,74;72,53;74,04;"Até 5 mil"
3548302;"SP";"Santo Expedito";15,54;11,42;0,73;1,37;10,09;5,56;53,37;36,72;"Até 5 mil"
4317954;"RS";"Santo Expedito do Sul";12,66;7,64;1,22;0,27;9,57;3,78;42,61;23,19;"Até 5 mil"
3160603;"MG";"Santo Hipólito";23,69;16,76;5,63;1,68;22,41;12,3;56,03;46,57;"Até 5 mil"
2209500;"PI";"Santo Inácio do Piauí";37,83;29,75;19,29;5,38;40,79;28,87;69,03;65,43;"Até 5 mil"
3548401;"SP";"Santópolis do Aguapeí";14,36;8,48;2,95;1,23;11,02;4,68;48,28;34,56;"Até 5 mil"
2513927;"PB";"São Bentinho";34,61;32,8;13,23;4,41;36,11;33,96;61,4;62,05;"Até 5 mil"
3160801;"MG";"São Bento Abade";17,51;12,91;4,53;2,07;17,59;11,5;51,11;42,89;"Até 5 mil"
2411601;"RN";"São Bento do Norte";30,58;32,41;11,24;8,22;34,82;34,81;59,38;64,57;"Até 5 mil"
1720101;"TO";"São Bento do Tocantins";25,65;19,66;10,19;3,12;27,14;20,33;62,45;55,14;"Até 5 mil"
2411700;"RN";"São Bento do Trairí";38,79;28,19;14,29;5,53;42,75;29,66;71,51;63,62;"Até 5 mil"
4215752;"SC";"São Bernardino";13,38;11,52;4,35;1,94;12,71;10,09;42,93;29,45;"Até 5 mil"
4215901;"SC";"São Bonifácio";6,18;3,71;1,94;1,61;3,3;2,11;20,13;9,64;"Até 5 mil"
3160900;"MG";"São Brás do Suaçuí";8,24;4,75;1,72;1,01;6,92;3,46;21,18;13,61;"Até 5 mil"
2209559;"PI";"São Braz do Piauí";36,1;30,41;11,76;6,84;39,61;30,88;73,71;65,15;"Até 5 mil"
2513968;"PB";"São Domingos";40,95;38,55;22,14;6,83;46,14;41,64;57,47;62,32;"Até 5 mil"
2513943;"PB";"São Domingos do Cariri";27,62;23,81;11,72;4,29;25,78;21,48;53,7;50,51;"Até 5 mil"
4318051;"RS";"São Domingos do Sul";7,69;4,44;0,47;0,65;4,25;2,08;31,61;14,18;"Até 5 mil"
2110807;"MA";"São Félix de Balsas";32,57;29,59;19,69;10,3;33,89;31,88;61,9;57,03;"Até 5 mil"
3161056;"MG";"São Félix de Minas";31,86;22,35;8,45;1,86;33,6;19,1;68,2;59,43;"Até 5 mil"
2209609;"PI";"São Félix do Piauí";38;31,67;11,54;7,77;39,35;27,08;74,94;64,66;"Até 5 mil"
1720150;"TO";"São Félix do Tocantins";19,86;20,31;10,08;4,12;19,37;21,77;52,5;52,73;"Até 5 mil"
2411809;"RN";"São Fernando";34,48;27,2;15,24;6,26;35,07;26,95;66,19;55,35;"Até 5 mil"
2513984;"PB";"São Francisco";35,62;31,46;8,58;4,74;40,68;30,35;59,47;57,98;"Até 5 mil"
2806909;"SE";"São Francisco";35,84;26,72;15,9;6,2;40,17;27,52;64,52;60,53;"Até 5 mil"
3549003;"SP";"São Francisco";16,82;10,95;1,46;0,24;11,18;5,47;53,65;32,52;"Até 5 mil"
2411908;"RN";"São Francisco do Oeste";33,61;26,86;15,76;6,53;34,84;26,64;63,19;58,53;"Até 5 mil"
3161601;"MG";"São Geraldo da Piedade";27,61;21,43;5,27;1,82;28,3;17,2;72,19;60,83;"Até 5 mil"
3161650;"MG";"São Geraldo do Baixio";23,64;20,99;4,46;3,22;22,04;17,19;62,22;57,59;"Até 5 mil"
2209757;"PI";"São Gonçalo do Gurguéia";31,42;24,51;17,23;6,26;35,03;26,43;53,23;53,99;"Até 5 mil"
2209807;"PI";"São Gonçalo do Piauí";34,03;27,6;14,7;5,06;36,42;26,71;71,43;70,04;"Até 5 mil"
3125507;"MG";"São Gonçalo do Rio Preto";25,73;18,41;8,39;2,01;28,56;17,81;53,33;46,07;"Até 5 mil"
2209856;"PI";"São João da Canabrava";41,73;36,43;19,63;7,39;43,73;36,38;73,27;68,29;"Até 5 mil"
3162252;"MG";"São João da Lagoa";26,86;15,51;8,98;1,84;26,6;14,31;66,34;45,03;"Até 5 mil"
3162302;"MG";"São João da Mata";13,25;10,77;2,6;2,61;11,65;8,2;39,62;30,62;"Até 5 mil"
5220058;"GO";"São João da Paraúna";14,47;12,2;2,12;2,08;12,49;8,01;44,24;35;"Até 5 mil"
4318424;"RS";"São João da Urtiga";10,31;9,11;0,93;0,62;6,99;4,61;36,84;27,01;"Até 5 mil"
2209955;"PI";"São João da Varjota";44,49;35,38;21,21;6;49,69;37,1;78,42;75,77;"Até 5 mil"
3549201;"SP";"São João das Duas Pontes";16,93;9,94;2,29;1,55;13,62;5,91;52,6;30,52;"Até 5 mil"
3549250;"SP";"São João de Iracema";15,69;11,05;0,96;1,96;12,04;6,9;55,08;33,81;"Até 5 mil"
2514008;"PB";"São João do Cariri";24,67;18,73;9,85;3,88;24,11;17,38;45,25;38,18;"Até 5 mil"
4216354;"SC";"São João do Itaperiú";9,3;6,57;1,96;0,5;7,85;5;27,83;21,62;"Até 5 mil"
3162658;"MG";"São João do Pacuí";38,48;22,26;12,21;3,77;42,87;19,57;78,26;58,27;"Até 5 mil"
3549300;"SP";"São João do Pau d'Alho";14,31;11,16;0,58;2,36;8,11;5,93;44,66;27,86;"Até 5 mil"
4318432;"RS";"São João do Polêsine";7,17;4,65;1,44;0,73;6;3,27;14,6;9,95;"Até 5 mil"
2514107;"PB";"São João do Tigre";46,77;35,78;24,06;9,07;50,12;37,02;72,49;63,36;"Até 5 mil"
4318440;"RS";"São Jorge";8,31;3,82;1,05;0,7;5,1;2,21;30,45;11,46;"Até 5 mil"
3163003;"MG";"São José da Safira";26,53;23,66;9,35;6,15;27,8;22,57;64,38;65,95;"Até 5 mil"
3163102;"MG";"São José da Varginha";12,45;7,2;4,89;0,71;12,23;6,49;29,25;19,75;"Até 5 mil"
4318457;"RS";"São José das Missões";13,58;9,43;3,33;2,83;11,38;6,6;36,76;22,61;"Até 5 mil"
4125456;"PR";"São José das Palmeiras";22,46;14,14;4,86;1,2;23,75;11,04;53,49;40,56;"Até 5 mil"
2514404;"PB";"São José de Espinharas";34,15;32;15,7;7,03;37,9;33,75;57,64;58,11;"Até 5 mil"
2514552;"PB";"São José de Princesa";35,74;31,1;19,09;6,78;39,17;32,13;62,32;65,18;"Até 5 mil"
3163201;"MG";"São José do Alegre";11,29;9,48;1,83;0,92;10,12;7,24;29,71;27,17;"Até 5 mil"
3549607;"SP";"São José do Barreiro";16,1;11,04;5,33;2,02;13,1;8,23;42,86;31,03;"Até 5 mil"
2514602;"PB";"São José do Bonfim";38,68;26,58;23,18;5,05;39,6;28,3;63,1;53,35;"Até 5 mil"
2514651;"PB";"São José do Brejo do Cruz";39,73;27,92;18,75;3,9;47,74;31,54;58,04;52,58;"Até 5 mil"
3163300;"MG";"São José do Divino";27,65;20,86;6,01;2,55;27,62;17,4;72;57,65;"Até 5 mil"
4318465;"RS";"São José do Herval";24,32;16,31;5,15;1,19;24,66;14,26;56,34;38,51;"Até 5 mil"
4318481;"RS";"São José do Hortêncio";2,69;1,37;1,08;0,15;2,39;0,8;6,05;5,09;"Até 5 mil"
4318499;"RS";"São José do Inhacorá";2,86;2,68;0,54;0,65;1,83;1,71;9,12;6,5;"Até 5 mil"
3163607;"MG";"São José do Mantimento";25,02;16,37;5,74;0,96;25,77;14,48;53,96;41,89;"Até 5 mil"
2210102;"PI";"São José do Peixe";34,6;30,05;17,63;6,75;34,47;27,88;73,9;67,69;"Até 5 mil"
5107297;"MT";"São José do Povo";24,36;14,97;4,09;1,01;22,48;10,2;68,03;42,88;"Até 5 mil"
2514701;"PB";"São José do Sabugi";30,01;27,22;13,21;7,91;31,71;28,36;54,78;49,17;"Até 5 mil"
2412401;"RN";"São José do Seridó";21,59;16,23;5,5;1,91;22,41;15,08;50,13;43,8;"Até 5 mil"
4318614;"RS";"São José do Sul";NA;2,36;NA;0,67;NA;2;NA;4,6;"Até 5 mil"
4318622;"RS";"São José dos Ausentes";11,8;7,11;4,21;0,53;10,95;6,18;29,39;21,45;"Até 5 mil"
2514800;"PB";"São José dos Cordeiros";30,54;22,64;13,66;4,23;30,92;20,85;54,08;44,88;"Até 5 mil"
2210359;"PI";"São Lourenço do Piauí";26,11;24,65;7,36;5,06;26,97;22,3;54,51;55,47;"Até 5 mil"
2210375;"PI";"São Luis do Piauí";45,32;33,46;25,05;8,51;45,25;32,75;78,13;66,47;"Até 5 mil"
5220157;"GO";"São Luíz do Norte";21,65;16,76;4,94;2,55;22,9;13,13;60,3;57,14;"Até 5 mil"
4125555;"PR";"São Manoel do Paraná";13,76;13,5;2,25;0,91;11,72;9,29;41,1;39,38;"Até 5 mil"
4217105;"SC";"São Martinho";6,46;4,16;1,2;0,77;5,49;3,3;15,27;10,08;"Até 5 mil"
4319125;"RS";"São Martinho da Serra";13,75;9,63;1,66;2,23;11,13;6,41;31;21,57;"Até 5 mil"
2210383;"PI";"São Miguel da Baixa Grande";43,66;37,68;17,92;9,57;47,34;38,35;77,92;68,2;"Até 5 mil"
4217154;"SC";"São Miguel da Boa Vista";13,01;11,08;2,62;0,35;12,21;8,28;31,73;28,98;"Até 5 mil"
2807006;"SE";"São Miguel do Aleixo";41,55;33,83;21,04;6,28;44,88;36,6;78,6;76,1;"Até 5 mil"
2210391;"PI";"São Miguel do Fidalgo";37,71;32,94;19,1;13,71;42,04;30,45;75;70,15;"Até 5 mil"
5220264;"GO";"São Miguel do Passa Quatro";11,2;12,37;1,32;1,63;9,73;9,14;46,85;38,31;"Até 5 mil"
5220280;"GO";"São Patrício";17,97;11,91;2,41;NA;16,09;6,7;57,65;40,86;"Até 5 mil"
5107404;"MT";"São Pedro da Cipa";21,84;16,82;5,14;2,38;22,91;15,02;58,54;51,16;"Até 5 mil"
4319356;"RS";"São Pedro da Serra";3,91;1,97;1,2;0,52;3,8;1,57;9,73;5,72;"Até 5 mil"
4319364;"RS";"São Pedro das Missões";NA;14,12;NA;2,13;NA;10,75;NA;35,84;"Até 5 mil"
4217253;"SC";"São Pedro de Alcântara";9,6;5,88;0,69;0,98;7,29;4,41;25,68;17,56;"Até 5 mil"
4319372;"RS";"São Pedro do Butiá";3,82;2,31;0,94;0,23;4,26;2,21;5,48;4,34;"Até 5 mil"
4125902;"PR";"São Pedro do Paraná";17,3;11,79;5,17;2,01;15,46;7,6;45,94;35,87;"Até 5 mil"
2111573;"MA";"São Pedro dos Crentes";22,44;19,1;11,2;4,58;23,47;20,89;57,14;48,02;"Até 5 mil"
1720259;"TO";"São Salvador do Tocantins";27,33;19,02;6,49;2,78;30,85;18,07;67,63;61,04;"Até 5 mil"
3164407;"MG";"São Sebastião da Bela Vista";18,57;14,42;5,05;1,38;18,39;13,08;46,72;36,72;"Até 5 mil"
3164431;"MG";"São Sebastião da Vargem Alegre";16,91;12,32;4,31;1,29;17,44;11,74;42,06;29,57;"Até 5 mil"
3164803;"MG";"São Sebastião do Rio Preto";14,32;13,98;2,72;1,86;12,53;10,08;36,84;31,01;"Até 5 mil"
3164902;"MG";"São Sebastião do Rio Verde";8,88;9,96;0,95;1,16;6,28;6,6;26,55;30,99;"Até 5 mil"
1720309;"TO";"São Sebastião do Tocantins";30,27;25,75;12,44;6,52;34,97;27,55;66,53;65,31;"Até 5 mil"
2515203;"PB";"São Sebastião do Umbuzeiro";40,19;25,13;16,01;5,13;42,83;24,31;61;52,11;"Até 5 mil"
4319703;"RS";"São Valentim";10,51;9,37;2,35;1,81;7,7;7,25;29,72;19,45;"Até 5 mil"
4319711;"RS";"São Valentim do Sul";8,53;4,23;0,62;0,35;3,48;1,92;29,54;11,75;"Até 5 mil"
1720499;"TO";"São Valério";22,3;20,01;5,29;2,25;21,73;17,87;61,59;49,29;"Até 5 mil"
4319737;"RS";"São Valério do Sul";16,69;13,67;6,62;5,25;14,83;11,95;39,86;30,09;"Até 5 mil"
4319752;"RS";"São Vendelino";1,94;1,17;1,89;0,3;1,15;1,3;4,55;1,68;"Até 5 mil"
3551207;"SP";"Sarutaiá";15,53;11,67;4,71;2,1;12,74;9,47;42,12;29,4;"Até 5 mil"
3551306;"SP";"Sebastianópolis do Sul";13,22;8,33;1,85;0,64;8,05;3,91;46,31;30,08;"Até 5 mil"
2210623;"PI";"Sebastião Barros";31,17;22,91;12,33;5,87;34,48;22,61;68,88;56,27;"Até 5 mil"
2210631;"PI";"Sebastião Leal";33,46;27,72;18,73;7,16;35,83;27,82;63,99;59,96;"Até 5 mil"
4320230;"RS";"Sede Nova";11,07;8,7;1,42;0,73;8,78;4,9;32,67;27,84;"Até 5 mil"
4320305;"RS";"Selbach";4,68;3,74;1,3;1,29;3,8;2,86;12,16;8,71;"Até 5 mil"
3165560;"MG";"Sem-Peixe";22,3;15,6;3,73;1,11;20,85;11,2;48,95;35,67;"Até 5 mil"
3165602;"MG";"Senador Cortes";16,51;11,93;3,93;1,88;15,47;9,42;36,74;32,34;"Até 5 mil"
2413201;"RN";"Senador Georgino Avelino";31,48;27,45;14,68;10,95;33,16;25,98;71,48;66,31;"Até 5 mil"
3165800;"MG";"Senador José Bento";13,42;11,98;1,17;0,4;9,66;6,77;39,58;33,61;"Até 5 mil"
3165909;"MG";"Senador Modestino Gonçalves";28,57;24,18;5,81;2,22;31,86;21,71;65,99;62;"Até 5 mil"
4320321;"RS";"Senador Salgado Filho";8,35;6,04;0,6;0,96;8,11;4,91;20,4;14,41;"Até 5 mil"
3166105;"MG";"Senhora do Porto";26,06;18,77;8,27;3,12;24,19;17,46;50,89;36,69;"Até 5 mil"
4320453;"RS";"Sério";15,43;11,95;4,02;0,82;12,92;7,71;37,6;31,6;"Até 5 mil"
3166402;"MG";"Seritinga";13,88;9,1;2,27;1,01;12,68;6,22;36,73;27,76;"Até 5 mil"
4217550;"SC";"Serra Alta";9,9;6,14;2,59;1;8,87;4,83;26,09;17,59;"Até 5 mil"
3166501;"MG";"Serra Azul de Minas";34,7;26,62;13,4;5,22;37,44;27,14;71,66;67,28;"Até 5 mil"
2515609;"PB";"Serra da Raiz";40,43;31,81;16,31;5,44;39,27;29,51;77,3;70,82;"Até 5 mil"
3166600;"MG";"Serra da Saudade";18,74;13,46;1,23;NA;17,92;9,31;54,55;44,04;"Até 5 mil"
1600055;"AP";"Serra do Navio";11,2;10,91;2,49;2,18;12,95;10,86;52,83;45,71;"Até 5 mil"
2515708;"PB";"Serra Grande";41,33;30,81;16,86;6,78;46,97;31,88;76,24;68,46;"Até 5 mil"
5107883;"MT";"Serra Nova Dourada";NA;12,25;NA;1,85;NA;9,74;NA;39,72;"Até 5 mil"
3166956;"MG";"Serranópolis de Minas";28,32;23,19;6,19;2,19;29,32;21,49;71;56,44;"Até 5 mil"
4126355;"PR";"Serranópolis do Iguaçu";6,05;4,07;1,06;0,69;5,33;2,88;18,41;10,57;"Até 5 mil"
3167004;"MG";"Serranos";19,4;16,77;7,29;2,63;18,15;14,56;41,47;41,28;"Até 5 mil"
2413557;"RN";"Serrinha dos Pintos";30,16;26,27;12,44;6,38;31,09;25,51;54;51,75;"Até 5 mil"
2515930;"PB";"Sertãozinho";36,22;28,43;12,76;3,79;34,34;23,86;70,93;63,92;"Até 5 mil"
4320578;"RS";"Sete de Setembro";5,99;4,99;1,59;1,68;5,15;3,95;13,9;10,22;"Até 5 mil"
4320602;"RS";"Severiano de Almeida";6,24;6,15;0,83;1,27;4,08;3,56;22,89;17,45;"Até 5 mil"
4320651;"RS";"Silveira Martins";8,1;5,4;2,28;0,59;5,97;3,69;18,72;11,41;"Até 5 mil"
3167301;"MG";"Silveirânia";16,22;11,34;5,51;3,03;12,9;8,55;41,88;29,39;"Até 5 mil"
3167509;"MG";"Simão Pereira";12,26;10,86;3,7;2,73;10,24;8,86;33,57;27,73;"Até 5 mil"
5220702;"GO";"Sítio d'Abadia";29,77;23,75;6,53;2,56;35,15;23,89;72,22;67,69;"Até 5 mil"
2210904;"PI";"Socorro do Piauí";36,5;27,3;17,07;5,96;39,87;26,88;74,26;63,62;"Até 5 mil"
2516151;"PB";"Sossêgo";44,26;31,34;20,62;6,46;48,72;32,34;73,02;66,93;"Até 5 mil"
1720853;"TO";"Sucupira";23,03;15,26;7,62;4,65;24,78;11,91;57,66;42,13;"Até 5 mil"
2111953;"MA";"Sucupira do Riachão";36,52;32,99;17,6;6,88;39,77;36,78;64,41;61,91;"Até 5 mil"
4217758;"SC";"Sul Brasil";12,65;13,49;2,81;1,82;11,96;11,03;35,98;35,53;"Até 5 mil"
4126652;"PR";"Sulina";11,03;8,41;2,42;2,02;9,34;6,23;31,15;20,07;"Até 5 mil"
3552551;"SP";"Suzanápolis";17,46;12,35;2,82;2,67;12,21;7,18;57,22;40,7;"Até 5 mil"
4320859;"RS";"Tabaí";12,78;8,02;2,97;0,92;10,38;5,71;33,83;23,11;"Até 5 mil"
2413805;"RN";"Taboleiro Grande";34,5;23,23;17,77;5,42;36,29;23,08;63,59;53,25;"Até 5 mil"
3167905;"MG";"Tabuleiro";18,32;12,76;4,94;2,54;15,73;9,9;43,32;29,49;"Até 5 mil"
1720937;"TO";"Taipas do Tocantins";32,33;26,5;10,82;8,4;32,4;24,46;80,79;67,5;"Até 5 mil"
1720978;"TO";"Talismã";18,98;18,68;3,85;1,36;21,25;17,74;51,43;57,52;"Até 5 mil"
4126702;"PR";"Tamboara";15,34;10,94;2,09;0,99;11,51;7,91;46,4;33,04;"Até 5 mil"
2210953;"PI";"Tamboril do Piauí";48,2;36,05;23,43;6,46;55,11;39,77;79,79;76,7;"Até 5 mil"
2210979;"PI";"Tanque do Piauí";33,31;28,53;12,57;5,08;36,02;26,07;67,9;69,97;"Até 5 mil"
3168051;"MG";"Taparuba";22,58;18,45;5,45;1,68;20,35;13,45;53,93;44,89;"Até 5 mil"
3168101;"MG";"Tapira";11,81;6,65;2,3;0,94;8,88;4,54;42,94;26,81;"Até 5 mil"
3168200;"MG";"Tapiraí";16,05;12,83;4,26;3,15;13,92;10,21;41,98;29,8;"Até 5 mil"
3168309;"MG";"Taquaraçu de Minas";14,21;14,22;4,19;1,78;14,57;12,88;32;33,21;"Até 5 mil"
3553658;"SP";"Taquaral";14,34;11,17;2,57;1,76;10,05;6,51;53,55;38,42;"Até 5 mil"
5221007;"GO";"Taquaral de Goiás";17,09;11,4;5,43;0,83;14,26;8,02;44,61;35,73;"Até 5 mil"
4321329;"RS";"Taquaruçu do Sul";9,8;8,63;1,92;1,29;6,84;5,78;33,43;23,06;"Até 5 mil"
5007976;"MS";"Taquarussu";22,46;15,97;5,23;3,21;20,69;12,37;59,45;48,21;"Até 5 mil"
1101559;"RO";"Teixeirópolis";17,63;12,96;4,18;1,39;18,05;9,86;55,61;45,14;"Até 5 mil"
3554201;"SP";"Tejupá";17,71;15,05;5,84;1,97;18,37;14,7;47,63;35,62;"Até 5 mil"
2807303;"SE";"Telha";33,97;27,33;18,49;5,4;36,48;29,43;64,59;65,13;"Até 5 mil"
2516755;"PB";"Tenório";39,01;29,09;18,8;8,43;45,65;31,23;63,11;61,89;"Até 5 mil"
5221080;"GO";"Teresina de Goiás";30,63;16,16;10,17;2,64;32,56;14,71;73,42;49,33;"Até 5 mil"
5108105;"MT";"Tesouro";15,83;11,71;1,89;1,23;14,54;11,06;44,24;27,33;"Até 5 mil"
2411056;"RN";"Tibau";30,02;22,61;12,06;4,78;34,48;23,29;58,4;52,2;"Até 5 mil"
4217956;"SC";"Tigrinhos";13,88;10,26;4,44;1,01;11,07;8,96;40,2;24,72;"Até 5 mil"
2414308;"RN";"Timbaúba dos Batistas";27,32;23,23;9,8;4,99;28,95;20,79;52,33;51,57;"Até 5 mil"
3554607;"SP";"Timburi";14,2;10,18;1,57;1,01;11,67;7,17;37,98;26,68;"Até 5 mil"
4321469;"RS";"Tio Hugo";NA;6,33;NA;1,79;NA;4,6;NA;17,35;"Até 5 mil"
3169059;"MG";"Tocos do Moji";12,8;10,17;1,42;1,74;11,18;6,83;40,61;30,13;"Até 5 mil"
5108204;"MT";"Torixoréu";13,84;12,72;3,04;1,98;12,34;8,76;43,49;37,86;"Até 5 mil"
4321493;"RS";"Toropi";9,45;6,04;1,56;0,52;6,61;3,37;26,33;15,82;"Até 5 mil"
3554656;"SP";"Torre de Pedra";11,99;4,87;1,43;0,61;7,96;3,54;35,33;11,99;"Até 5 mil"
3554755;"SP";"Trabiju";14,78;10,43;1,96;1,47;15,33;8,62;35,17;28,86;"Até 5 mil"
4321626;"RS";"Travesseiro";4,97;4,01;0,3;0,33;4,01;2,44;11,41;9,16;"Até 5 mil"
4321634;"RS";"Três Arroios";5,37;3,94;1,3;0,53;3,07;2,17;16,63;10,11;"Até 5 mil"
4321832;"RS";"Três Forquilhas";17,29;12,7;1,3;2,49;14,72;8,12;46,24;33,47;"Até 5 mil"
4321857;"RS";"Três Palmeiras";14,74;11;2,4;1,49;13,23;8,83;37,89;25,96;"Até 5 mil"
5221304;"GO";"Três Ranchos";10,9;6,44;2,46;0,67;8,44;4,49;37,59;19,32;"Até 5 mil"
4218350;"SC";"Treviso";5,14;2,27;0,36;0,17;3,03;1,16;22,42;9,6;"Até 5 mil"
2414456;"RN";"Triunfo Potiguar";39,9;29,83;20,47;7,04;45,24;32,68;63,38;58,68;"Até 5 mil"
5221452;"GO";"Trombas";18,69;17,83;2,96;2,37;18,15;12,41;53,03;51,1;"Até 5 mil"
4218756;"SC";"Tunápolis";3,04;3,89;1,67;1,22;2,4;3,49;8,65;8,23;"Até 5 mil"
4322152;"RS";"Tunas";20,22;12,42;4,7;1,04;19,3;9,82;52,45;38,38;"Até 5 mil"
4322186;"RS";"Tupanci do Sul";12,79;10,2;1,7;1,72;8,26;6,07;38,75;27,49;"Até 5 mil"
4322251;"RS";"Tupandi";4,14;1,8;1,22;0,71;3,13;1,34;11,73;5,52;"Até 5 mil"
1721257;"TO";"Tupirama";26,95;15,95;10,65;3,81;25,34;12,52;64,04;56,16;"Até 5 mil"
1721307;"TO";"Tupiratins";26,36;20,47;5,96;4,05;26,51;17,79;56,55;52,07;"Até 5 mil"
3555208;"SP";"Turiúba";11,13;11,41;NA;0,7;7,83;5,6;34,17;33,16;"Até 5 mil"
3555307;"SP";"Turmalina";17,89;11,34;1,5;1,63;10,82;4,02;58,86;34,67;"Até 5 mil"
4322327;"RS";"Turuçu";8,54;6,24;1,76;1,87;7,88;4,75;22,01;14,84;"Até 5 mil"
5221502;"GO";"Turvânia";15,94;12,33;3,55;1,57;12,94;9,66;48,91;32,41;"Até 5 mil"
5221551;"GO";"Turvelândia";23,35;17,27;8,6;2,95;25,13;18,14;59,81;45,8;"Até 5 mil"
3169802;"MG";"Turvolândia";15,51;10,93;4,97;2,51;14,52;8,59;39,05;31,12;"Até 5 mil"
3555505;"SP";"Ubirajara";13,32;9,31;1,95;1,36;10,46;6,37;39,2;28,14;"Até 5 mil"
4322343;"RS";"Ubiretama";6,29;4,14;0,22;1,23;4,79;2,59;20,24;11,03;"Até 5 mil"
5221577;"GO";"Uirapuru";23,24;17,97;5;1,68;24,35;12,42;62,5;52,91;"Até 5 mil"
3170305;"MG";"Umburatiba";28,4;26,83;6,28;4,55;30,84;22,47;67;68,52;"Até 5 mil"
4322350;"RS";"União da Serra";7,61;4,98;0,32;NA;3,86;2,35;25,97;12,98;"Até 5 mil"
3170438;"MG";"União de Minas";17,52;14,11;3,64;3,19;17,33;11,3;48,88;42,16;"Até 5 mil"
4218855;"SC";"União do Oeste";12,58;9,81;1,84;0,8;10,66;7,08;39,81;28,19;"Até 5 mil"
5108303;"MT";"União do Sul";11,58;11,76;4,26;1,64;14,56;13,4;33,96;35,75;"Até 5 mil"
3555703;"SP";"União Paulista";14,02;12,11;1,88;2,87;7,61;8,24;50,27;34,78;"Até 5 mil"
4128302;"PR";"Uniflor";19,05;10,27;5,59;1,41;17,51;7,13;49,4;32,34;"Até 5 mil"
4322376;"RS";"Unistalda";13,37;9,42;2,45;0,84;10,16;6,07;39,57;24,77;"Até 5 mil"
3555901;"SP";"Uru";12,39;7,15;3,19;2,5;8,41;4,2;36,73;20,79;"Até 5 mil"
3170479;"MG";"Uruana de Minas";19,24;17,94;3,28;1,28;18,9;13,03;56,06;57,7;"Até 5 mil"
4218954;"SC";"Urupema";9,39;6,97;4,02;1,68;8,04;5,31;26,34;18,23;"Até 5 mil"
5221809;"GO";"Urutaí";12,83;8,55;1,35;1,04;10,66;5,36;42,73;27,88;"Até 5 mil"
5108352;"MT";"Vale de São Domingos";NA;14;NA;1,34;NA;12,45;NA;42,95;"Até 5 mil"
4322525;"RS";"Vale Verde";16,36;10,4;6,56;1,32;14,32;8,16;32,68;23,05;"Até 5 mil"
4322558;"RS";"Vanini";8,91;6,41;1,77;1,19;5,96;4,32;29,57;18,38;"Até 5 mil"
4219101;"SC";"Vargeão";10,75;8,49;2,44;0,96;9,83;7,64;36,16;22,77;"Até 5 mil"
4219150;"SC";"Vargem";11,62;13,86;3;3,01;10,08;11,74;38,03;34,33;"Até 5 mil"
3170602;"MG";"Vargem Bonita";11,33;8,05;2,83;1,53;9,8;6,57;32,07;19,75;"Até 5 mil"
4219176;"SC";"Vargem Bonita";9,17;6,97;2,22;0,95;8,15;5,93;34,94;22,75;"Até 5 mil"
3170651;"MG";"Vargem Grande do Rio Pardo";34,46;25,27;8,96;2,63;37,8;26,17;81,92;69,68;"Até 5 mil"
5221908;"GO";"Varjão";18,81;15,4;2,87;2,37;15,11;11,2;60,9;41,62;"Até 5 mil"
2517100;"PB";"Várzea";16,03;13,3;2,93;2,09;15,77;12,89;35,82;25,77;"Até 5 mil"
2211357;"PI";"Várzea Branca";38,76;31,49;19,37;8,1;45,37;35,45;65,72;63,21;"Até 5 mil"
2211407;"PI";"Várzea Grande";40,4;33,09;15,84;4,25;42,84;30,9;76,42;74,48;"Até 5 mil"
2414753;"RN";"Venha-Ver";42,89;32,42;24,01;8,29;49,07;37,75;70,09;65,48;"Até 5 mil"
2211506;"PI";"Vera Mendes";54,68;43,69;35,66;10,04;59,2;47,7;73,7;74,1;"Até 5 mil"
3171105;"MG";"Veríssimo";14,33;12,27;4,23;0,93;13,54;10,58;33,33;31,53;"Até 5 mil"
3171154;"MG";"Vermelho Novo";16,83;13,38;5,12;1,98;17,31;12,4;38,34;31,54;"Até 5 mil"
4322855;"RS";"Vespasiano Correa";7,81;7,24;1,35;1,63;4,99;3,24;21,32;18,05;"Até 5 mil"
2414902;"RN";"Viçosa";23,78;22,42;5,63;4,46;25,61;22,1;53,24;54,35;"Até 5 mil"
4323200;"RS";"Victor Graeff";3,53;2,9;0,64;0,76;2,43;1,87;10,84;7,23;"Até 5 mil"
