"Codigo";"UF";"Municipio";"Analf_2000";"Analf_2010";"Inadequado_2000";"Inadequado_2010";"AnalfEInadequado_2000";"AnalfEInadequado_2010";"Classe"
4321626;"RS";"Travesseiro";7,79;5,66;40,26;10,38;5,19;0;"Até 5 mil"
4321634;"RS";"Três Arroios";5,67;4,32;53,61;5,04;5,15;0,72;"Até 5 mil"
4321832;"RS";"Três Forquilhas";14,61;7,88;72,4;2,46;12,66;0,99;"Até 5 mil"
4321857;"RS";"Três Palmeiras";21,32;16,56;59,41;10,94;16,1;4,06;"Até 5 mil"
5221304;"GO";"Três Ranchos";6,21;8,72;18,62;6,15;1,72;0;"Até 5 mil"
4218350;"SC";"Treviso";7,14;0,45;34,96;0;3,38;0;"Até 5 mil"
2414456;"RN";"Triunfo Potiguar";61,33;41,76;52,44;26,1;37,78;15,66;"Até 5 mil"
5221452;"GO";"Trombas";27,32;15,25;26,53;32,98;7,43;9,93;"Até 5 mil"
4218756;"SC";"Tunápolis";5,09;3,16;67,48;29,11;4,2;1,58;"Até 5 mil"
4322152;"RS";"Tunas";27,61;13,29;58,08;45,62;19,43;9,06;"Até 5 mil"
4322186;"RS";"Tupanci do Sul";12,12;7,69;54,55;11,54;7,88;3,85;"Até 5 mil"
4322251;"RS";"Tupandi";0,39;0,38;12,4;0;0,39;0;"Até 5 mil"
1721257;"TO";"Tupirama";26,32;15,76;58,48;35,76;16,37;6,67;"Até 5 mil"
1721307;"TO";"Tupiratins";38,2;23,41;63,48;41,95;32,02;14,63;"Até 5 mil"
3555208;"SP";"Turiúba";9,56;5,26;8,09;10,53;0,74;0,75;"Até 5 mil"
3555307;"SP";"Turmalina";8,62;8,99;27,59;13,48;1,72;0;"Até 5 mil"
4322327;"RS";"Turuçu";13,19;5,45;31,29;20,62;7,36;1,17;"Até 5 mil"
5221502;"GO";"Turvânia";17,07;8,26;30,92;12,98;6,02;1,18;"Até 5 mil"
5221551;"GO";"Turvelândia";31,55;21,59;33,5;18,03;9,95;5,45;"Até 5 mil"
3169802;"MG";"Turvolândia";19,35;10,88;50,97;25,29;10,97;2,35;"Até 5 mil"
3555505;"SP";"Ubirajara";13,42;6,06;21,92;18,94;2,91;1,52;"Até 5 mil"
4322343;"RS";"Ubiretama";7,26;2,75;44,87;3,67;4,27;0;"Até 5 mil"
5221577;"GO";"Uirapuru";26,98;12,95;33,24;29,91;11,72;5,36;"Até 5 mil"
3170305;"MG";"Umburatiba";43,5;34,02;24,17;18,26;9,97;7,47;"Até 5 mil"
4322350;"RS";"União da Serra";8,47;4,41;43,22;4,41;3,39;0;"Até 5 mil"
3170438;"MG";"União de Minas";18,35;10,7;47,18;18,02;9,48;2,87;"Até 5 mil"
4218855;"SC";"União do Oeste";17,27;11,76;62,12;52,49;13,33;7,24;"Até 5 mil"
5108303;"MT";"União do Sul";20,11;11,06;19,4;24,37;5,42;5,03;"Até 5 mil"
3555703;"SP";"União Paulista";12,07;15,49;33,62;16,9;6,03;1,41;"Até 5 mil"
4128302;"PR";"Uniflor";21,78;4,28;27,56;13,37;4,89;0,53;"Até 5 mil"
4322376;"RS";"Unistalda";17,75;6,49;46,74;35,71;11,96;3,9;"Até 5 mil"
3555901;"SP";"Uru";15,45;1,18;25,45;7,06;2,73;0;"Até 5 mil"
3170479;"MG";"Uruana de Minas";21,93;13,65;30,29;29,72;6,79;5,62;"Até 5 mil"
4218954;"SC";"Urupema";15,2;8,92;41,2;8,92;7,2;2,55;"Até 5 mil"
5221809;"GO";"Urutaí";7,8;6,09;28,47;34,78;2,03;3,04;"Até 5 mil"
5108352;"MT";"Vale de São Domingos";NA;8,63;NA;52,88;NA;2,88;"Até 5 mil"
4322525;"RS";"Vale Verde";17,2;9,01;38;10,3;14;0,86;"Até 5 mil"
4322558;"RS";"Vanini";8,16;6,42;38,78;0,92;4,76;0;"Até 5 mil"
4219101;"SC";"Vargeão";20,33;13;33,49;21,67;7,89;2,79;"Até 5 mil"
4219150;"SC";"Vargem";14,84;13,02;56,38;46,05;11,57;6,51;"Até 5 mil"
3170602;"MG";"Vargem Bonita";11,86;9,71;25,99;10,29;3,39;0,57;"Até 5 mil"
4219176;"SC";"Vargem Bonita";15,47;10,24;11,68;16,19;2,04;3,33;"Até 5 mil"
3170651;"MG";"Vargem Grande do Rio Pardo";51,03;34,31;38,19;42,89;25,04;25;"Até 5 mil"
5221908;"GO";"Varjão";14,99;8,47;35,97;25,4;5,45;2,02;"Até 5 mil"
2517100;"PB";"Várzea";18,09;18,04;28,64;30,93;12,06;5,67;"Até 5 mil"
2211357;"PI";"Várzea Branca";61,25;39,69;99,87;77,8;61,25;35,36;"Até 5 mil"
2211407;"PI";"Várzea Grande";53,01;36,96;37,03;13,59;25,19;4,35;"Até 5 mil"
2414753;"RN";"Venha-Ver";67,04;53,17;64,61;7,67;46,63;4,5;"Até 5 mil"
2211506;"PI";"Vera Mendes";73,03;42,31;78,48;29,23;61,52;14,62;"Até 5 mil"
3171105;"MG";"Veríssimo";20,63;9,45;44,76;25,09;11,43;3,27;"Até 5 mil"
3171154;"MG";"Vermelho Novo";25,19;12,33;60,45;49,6;12,31;7,51;"Até 5 mil"
4322855;"RS";"Vespasiano Correa";4,44;5,66;42,22;1,89;2,22;0;"Até 5 mil"
2414902;"RN";"Viçosa";43,54;26,92;4,78;2,31;0,96;1,54;"Até 5 mil"
4323200;"RS";"Victor Graeff";2,98;2,88;54,76;5,29;2,38;0;"Até 5 mil"
3171402;"MG";"Vieiras";25,88;14,18;53,77;31,56;17,34;7,45;"Até 5 mil"
5222203;"GO";"Vila Boa";42,92;16,03;12,71;12,93;6,04;2;"Até 5 mil"
2415008;"RN";"Vila Flor";53,48;38,71;5,62;2,87;4,72;1,08;"Até 5 mil"
4323309;"RS";"Vila Flores";8,98;4,46;27,76;3,82;5,31;0,64;"Até 5 mil"
4323358;"RS";"Vila Lângaro";3,17;0,85;65,61;0,85;3,17;0;"Até 5 mil"
4323408;"RS";"Vila Maria";8,15;3,3;21,32;0;1,88;0;"Até 5 mil"
2211605;"PI";"Vila Nova do Piauí";52,96;38,74;79,15;40,54;45,35;14,86;"Até 5 mil"
4323457;"RS";"Vila Nova do Sul";16,75;5,94;35,82;22,03;6,7;2,1;"Até 5 mil"
4128658;"PR";"Virmond";17,41;11,4;61,38;27,92;7,14;1,14;"Até 5 mil"
4323507;"RS";"Vista Alegre";13,85;5,82;57,09;35,45;10,47;4,23;"Até 5 mil"
4323606;"RS";"Vista Alegre do Prata";2,75;2,53;20,18;13,92;1,83;1,27;"Até 5 mil"
4323705;"RS";"Vista Gaúcha";9,69;4,32;63,95;20,37;7,75;1,85;"Até 5 mil"
2505501;"PB";"Vista Serrana";54,08;36,34;64,95;35,21;42,93;18,87;"Até 5 mil"
3556958;"SP";"Vitória Brasil";21,17;8,8;24,09;10,4;6,57;0,8;"Até 5 mil"
4323754;"RS";"Vitória das Missões";12,8;9,71;13,1;2,43;1,19;0;"Até 5 mil"
2211704;"PI";"Wall Ferraz";63,23;42,79;66,45;70,02;45,59;31,58;"Até 5 mil"
3172202;"MG";"Wenceslau Braz";12,11;3,06;5,47;1,02;1,95;0,51;"Até 5 mil"
4323770;"RS";"Westfalia";NA;0,66;NA;0,66;NA;0;"Até 5 mil"
4219408;"SC";"Witmarsum";5,17;3,93;25,86;3,21;1,15;0,36;"Até 5 mil"
4219606;"SC";"Xavantina";11,68;6,81;52,99;8,24;7,98;0,72;"Até 5 mil"
2517407;"PB";"Zabelê";53,03;24,19;28,79;22,79;19,7;10,7;"Até 5 mil"
3557154;"SP";"Zacarias";7,36;2,26;23,93;12,43;0,61;0;"Até 5 mil"
4219853;"SC";"Zortéa";9,73;4,2;19,46;2,67;2,35;0,38;"Até 5 mil"
5200050;"GO";"Abadia de Goiás";15,21;9,31;27,27;10,11;7,27;1,77;"De 5 a 10 mil"
3100104;"MG";"Abadia dos Dourados";10,44;5,21;35,6;34,17;3,16;1,88;"De 5 a 10 mil"
2900108;"BA";"Abaíra";30,91;22,78;10,83;10,68;3,42;2,85;"De 5 a 10 mil"
4100103;"PR";"Abatiá";27,88;14,66;35,16;20,86;10,97;3,79;"De 5 a 10 mil"
1500131;"PA";"Abel Figueiredo";43,09;25,94;28,34;10,53;14,74;5,14;"De 5 a 10 mil"
2200053;"PI";"Acauã";49,72;36,36;85,36;73,79;43,92;31,82;"De 5 a 10 mil"
5100102;"MT";"Acorizal";38,85;21,91;26,32;19,31;14,4;6,72;"De 5 a 10 mil"
4100202;"PR";"Adrianópolis";33,26;20,53;44,31;31,69;19,64;9,2;"De 5 a 10 mil"
2100105;"MA";"Afonso Cunha";65,04;53,56;87,77;47,88;60,92;33,3;"De 5 a 10 mil"
2200103;"PI";"Agricolândia";48,85;30,82;31,15;3,02;16,79;1,72;"De 5 a 10 mil"
4200200;"SC";"Agrolândia";10,9;5,61;11,79;1,34;2,44;0,24;"De 5 a 10 mil"
2500106;"PB";"Água Branca";60,95;35,24;57,38;42,49;41,61;19,46;"De 5 a 10 mil"
4200408;"SC";"Água Doce";13,85;10,7;31,61;17,09;6,68;1,92;"De 5 a 10 mil"
5200175;"GO";"Água Fria de Goiás";27,41;14,29;47,68;44,99;13,13;7,46;"De 5 a 10 mil"
3500402;"SP";"Águas da Prata";9,5;4,95;3,97;2,18;0,69;0;"De 5 a 10 mil"
4200507;"SC";"Águas de Chapecó";15,89;7,73;58,03;36,87;10,54;3,97;"De 5 a 10 mil"
3500550;"SP";"Águas de Santa Bárbara";16,34;5,42;28,01;10,85;7,54;0,47;"De 5 a 10 mil"
4200606;"SC";"Águas Mornas";8,98;5,97;17,96;2,69;2,99;0;"De 5 a 10 mil"
4100301;"PR";"Agudos do Sul";19,54;10,97;33,89;21,1;9,38;4,08;"De 5 a 10 mil"
3200136;"ES";"Águia Branca";23,57;13,2;73,1;60,41;17,49;8,67;"De 5 a 10 mil"
2500205;"PB";"Aguiar";71,92;48,21;65,99;49,6;53,51;31,15;"De 5 a 10 mil"
1700301;"TO";"Aguiarnópolis";41,31;17,67;28,18;9,68;19,92;2,3;"De 5 a 10 mil"
3101201;"MG";"Aiuruoca";24,96;13,58;37,76;26,11;12,95;4,44;"De 5 a 10 mil"
4300208;"RS";"Ajuricaba";5,79;5,01;28,78;10,86;1,19;0,21;"De 5 a 10 mil"
2200251;"PI";"Alagoinha do Piauí";69,52;52,19;73,8;52,66;58,11;31,35;"De 5 a 10 mil"
2500536;"PB";"Alcantil";51,99;37,65;65,44;40,2;40,67;21,76;"De 5 a 10 mil"
4300307;"RS";"Alecrim";11,95;3,64;59,62;1,12;9,07;0;"De 5 a 10 mil"
2200277;"PI";"Alegrete do Piauí";69,59;44,38;52,73;9,41;40,99;6,34;"De 5 a 10 mil"
3101631;"MG";"Alfredo Vasconcelos";16,58;7,28;38,68;10,63;8,02;2,36;"De 5 a 10 mil"
4200705;"SC";"Alfredo Wagner";19,48;9,46;70,35;30,05;16,47;4,15;"De 5 a 10 mil"
1700350;"TO";"Aliança do Tocantins";25,6;16,44;33,29;14,7;11,73;5,61;"De 5 a 10 mil"
2900900;"BA";"Almadina";54,01;44,81;31,18;14,81;18,37;6,11;"De 5 a 10 mil"
1700400;"TO";"Almas";35,88;23,25;36,71;17;16,54;6,25;"De 5 a 10 mil"
3101805;"MG";"Alpercata";30,02;12,44;21,89;16,93;8,01;2,94;"De 5 a 10 mil"
4300505;"RS";"Alpestre";16,41;10,63;73,8;49,34;12,44;4,17;"De 5 a 10 mil"
2300606;"CE";"Altaneira";61,03;35,51;43,23;6,05;30,06;2,23;"De 5 a 10 mil"
5100359;"MT";"Alto Boa Vista";22,97;20;63,96;45,67;18,69;15,12;"De 5 a 10 mil"
3102050;"MG";"Alto Caparaó";24,64;13,7;30,71;9,57;10,54;1,96;"De 5 a 10 mil"
3153509;"MG";"Alto Jequitibá";19,02;11,46;55,09;44,05;11,33;5,95;"De 5 a 10 mil"
5200605;"GO";"Alto Paraíso de Goiás";26,15;16,71;18,85;21,59;6,12;6,82;"De 5 a 10 mil"
3200359;"ES";"Alto Rio Novo";33,03;14,93;47,89;31,42;17,11;5,13;"De 5 a 10 mil"
5100607;"MT";"Alto Taquari";17,14;8,29;16,82;7,07;2,83;0,37;"De 5 a 10 mil"
1700707;"TO";"Alvorada";25,07;9,5;28,87;6,93;11,59;0,64;"De 5 a 10 mil"
2200459;"PI";"Alvorada do Gurguéia";58,19;28,13;52,99;18,75;35,68;6,58;"De 5 a 10 mil"
5200803;"GO";"Alvorada do Norte";35,84;19,03;16,9;6,84;10,12;1,74;"De 5 a 10 mil"
1400027;"RR";"Amajari";26,62;55,9;67,96;68,92;22,03;50,36;"De 5 a 10 mil"
1600105;"AP";"Amapá";33,04;23,69;45,23;20,5;20,44;8,32;"De 5 a 10 mil"
2100550;"MA";"Amapá do Maranhão";61,07;45,82;96,25;31,04;59,88;18,17;"De 5 a 10 mil"
4100905;"PR";"Amaporã";20,83;15,68;10,69;12,24;2,44;1,72;"De 5 a 10 mil"
4300638;"RS";"Amaral Ferrador";20,56;11,5;51,05;34,12;12,2;5,84;"De 5 a 10 mil"
1300060;"AM";"Amaturá";45,4;43,39;49,43;38,03;33,05;18,58;"De 5 a 10 mil"
5200852;"GO";"Americano do Brasil";16,37;10,9;18,93;7,58;4,73;0,24;"De 5 a 10 mil"
3501806;"SP";"Américo de Campos";10,94;9,17;5,79;11,11;0,21;0,56;"De 5 a 10 mil"
4300646;"RS";"Ametista do Sul";19,71;10,53;57,16;20,39;15,35;3,78;"De 5 a 10 mil"
3102506;"MG";"Amparo do Serra";39,2;26,52;43,69;39,78;19,6;11,6;"De 5 a 10 mil"
1701002;"TO";"Ananás";38,41;27,91;23,12;9,87;10,65;2,58;"De 5 a 10 mil"
5000807;"MS";"Anaurilândia";23,17;12,98;31,55;41,8;6,18;4,51;"De 5 a 10 mil"
4200804;"SC";"Anchieta";20,2;10,37;55,5;32,72;12,66;5,28;"De 5 a 10 mil"
3102852;"MG";"Angelândia";51,06;35,46;56,33;40,21;29,74;16,45;"De 5 a 10 mil"
5000856;"MS";"Angélica";17,99;11,08;31,62;12,75;5,14;0,95;"De 5 a 10 mil"
4200903;"SC";"Angelina";23,05;9,63;66,36;6,52;20,82;2,27;"De 5 a 10 mil"
2200608;"PI";"Angical do Piauí";39,04;28,52;6,4;5,17;2,71;2,67;"De 5 a 10 mil"
3502309;"SP";"Anhembi";13,32;5,92;10,04;1,72;1,16;0;"De 5 a 10 mil"
2200707;"PI";"Anísio de Abreu";57,45;34,64;80;35,05;50,71;15,91;"De 5 a 10 mil"
4201000;"SC";"Anita Garibaldi";22,5;15,06;58,65;13,86;14,71;2,71;"De 5 a 10 mil"
4300703;"RS";"Anta Gorda";7,45;4,06;17,45;7,5;2,34;0,63;"De 5 a 10 mil"
2300804;"CE";"Antonina do Norte";66,59;45,78;47,01;27,47;36,28;16,72;"De 5 a 10 mil"
4201208;"SC";"Antônio Carlos";6,72;2,58;11,94;1,1;1,79;0;"De 5 a 10 mil"
3103009;"MG";"Antônio Dias";34,68;20,19;48,17;39,3;19,41;9,31;"De 5 a 10 mil"
5000906;"MS";"Antônio João";36,85;20,88;19,62;28,41;9,36;12,22;"De 5 a 10 mil"
2400901;"RN";"Antônio Martins";52,64;37,99;44,93;16,96;28,96;10,07;"De 5 a 10 mil"
4101309;"PR";"Antônio Olinto";13,98;4,19;65,06;50,64;11,56;2,19;"De 5 a 10 mil"
2500775;"PB";"Aparecida";56,69;36,09;34,05;35,82;21,16;13,3;"De 5 a 10 mil"
3200508;"ES";"Apiacá";29,34;18,12;39,12;27,69;14,93;7,01;"De 5 a 10 mil"
5100805;"MT";"Apiacás";28,18;17,25;36,89;29,43;14,8;7,67;"De 5 a 10 mil"
4201257;"SC";"Apiúna";16,43;3,74;18,25;3,61;6,45;0,37;"De 5 a 10 mil"
2901957;"BA";"Apuarema";60,28;40,14;49,08;25,34;33,95;11,64;"De 5 a 10 mil"
5201801;"GO";"Aragoiânia";19,89;10,47;40,99;10,34;10,48;1,12;"De 5 a 10 mil"
1701309;"TO";"Aragominas";50,18;30,55;62,96;54,8;34,91;19,84;"De 5 a 10 mil"
1701903;"TO";"Araguacema";35,82;19,12;48,44;40,97;21,27;8,65;"De 5 a 10 mil"
1702000;"TO";"Araguaçu";27,07;10,71;52,79;30,08;16,91;3,71;"De 5 a 10 mil"
1702158;"TO";"Araguanã";28,99;25,78;57,69;10,51;19,38;2,96;"De 5 a 10 mil"
5202155;"GO";"Araguapaz";28,1;15,67;35,57;19,75;12,28;3,92;"De 5 a 10 mil"
3503000;"SP";"Aramina";11,19;5,38;8,86;2,55;1,86;0;"De 5 a 10 mil"
3503109;"SP";"Arandu";19,23;6,96;6,27;3,16;2,14;0;"De 5 a 10 mil"
1702307;"TO";"Arapoema";39,7;25,76;24,5;19,94;10,35;5,82;"De 5 a 10 mil"
3103702;"MG";"Araponga";40,15;26,68;65,65;53,07;29,88;16,83;"De 5 a 10 mil"
3103751;"MG";"Araporã";17,73;9,69;1,87;2,08;1,09;0,17;"De 5 a 10 mil"
4300901;"RS";"Aratiba";9,48;2,75;27,58;4,81;3,55;0,34;"De 5 a 10 mil"
2902302;"BA";"Aratuípe";58,47;34,18;52,16;32,78;37,04;16,39;"De 5 a 10 mil"
3103900;"MG";"Araújos";11,73;8,32;10,19;5,5;1,23;1,83;"De 5 a 10 mil"
3104106;"MG";"Arceburgo";19,46;13,47;18,5;6,35;3,95;1,4;"De 5 a 10 mil"
3503406;"SP";"Arealva";7,38;7,84;22,31;5,78;2,31;0,93;"De 5 a 10 mil"
2501203;"PB";"Areial";47,09;30,94;40,81;28,44;25,56;12,03;"De 5 a 10 mil"
3503703;"SP";"Ariranha";10,13;8,64;6,37;2,34;1,01;0,29;"De 5 a 10 mil"
4201505;"SC";"Armazém";14,95;6,25;29,91;1,48;7,85;0,33;"De 5 a 10 mil"
2301505;"CE";"Arneiroz";68,35;42,74;78,38;38,46;56,09;18,8;"De 5 a 10 mil"
2200905;"PI";"Aroazes";58,83;36,94;60;34,33;40,44;17,16;"De 5 a 10 mil"
4301057;"RS";"Arroio do Sal";6,16;2,94;3,73;1,55;0,56;0;"De 5 a 10 mil"
5202502;"GO";"Aruanã";25;15,01;36,89;10,86;12,65;2,55;"De 5 a 10 mil"
4201703;"SC";"Ascurra";7,89;4,78;0,46;0;0;0;"De 5 a 10 mil"
1200054;"AC";"Assis Brasil";47,08;42,73;46,19;45,7;34,16;27,42;"De 5 a 10 mil"
2201051;"PI";"Assunção do Piauí";71,1;56,12;65,78;25,9;48,53;16,47;"De 5 a 10 mil"
3200706;"ES";"Atilio Vivacqua";18,25;11,49;22,4;6,85;7,28;1,1;"De 5 a 10 mil"
4301503;"RS";"Augusto Pestana";8,12;4,42;45,26;3,64;3,76;0;"De 5 a 10 mil"
2401305;"RN";"Augusto Severo";63,48;45,11;54,08;48,01;39,42;26,42;"De 5 a 10 mil"
4201901;"SC";"Aurora";4,66;3,23;42,07;16,36;3,62;1,15;"De 5 a 10 mil"
1702901;"TO";"Axixá do Tocantins";49,8;32,35;38,42;8,13;23,49;2,96;"De 5 a 10 mil"
2101350;"MA";"Bacurituba";55,15;36,42;92,32;49,92;51,46;23,9;"De 5 a 10 mil"
2501401;"PB";"Baía da Traição";57,69;39,55;17,23;9,43;13,52;4;"De 5 a 10 mil"
2401404;"RN";"Baía Formosa";54,49;37,87;9,08;5,6;6,05;2,41;"De 5 a 10 mil"
2301802;"CE";"Baixio";59,37;29,16;59,53;33,27;39,84;12,15;"De 5 a 10 mil"
3105004;"MG";"Baldim";19,74;11,37;24,53;14,69;6,07;2,37;"De 5 a 10 mil"
4201950;"SC";"Balneário Arroio do Silva";7,97;6,03;0,64;0,13;0,16;0;"De 5 a 10 mil"
4202057;"SC";"Balneário Barra do Sul";12,35;4,53;4,88;0,32;1,98;0;"De 5 a 10 mil"
4202073;"SC";"Balneário Gaivota";8;4,8;2,5;0;0,83;0;"De 5 a 10 mil"
3504800;"SP";"Bálsamo";8,53;5,84;4,85;6,97;0,67;1,32;"De 5 a 10 mil"
3105301;"MG";"Bandeira do Sul";10,81;9,14;14,65;2,54;2,93;0,51;"De 5 a 10 mil"
5001508;"MS";"Bandeirantes";19,18;10,97;33,57;33,81;6,91;3,6;"De 5 a 10 mil"
4301651;"RS";"Barão";5,05;2,38;23,58;0,6;1,26;0;"De 5 a 10 mil"
4301701;"RS";"Barão de Cotegipe";10,19;2,81;42,07;17,09;4,21;0;"De 5 a 10 mil"
5101605;"MT";"Barão de Melgaço";35,14;21,47;51,3;47,55;21,81;13,11;"De 5 a 10 mil"
3105509;"MG";"Barão de Monte Alto";32,41;21,18;20,2;8,13;7;3,94;"De 5 a 10 mil"
4301750;"RS";"Barão do Triunfo";15,8;6,68;91,14;62,54;14,85;5,21;"De 5 a 10 mil"
3505104;"SP";"Barbosa";14,18;9,71;18,96;10,07;5,5;1,83;"De 5 a 10 mil"
2501575;"PB";"Barra de Santana";64,17;43,74;93,36;83,91;61,46;38,93;"De 5 a 10 mil"
2501708;"PB";"Barra de São Miguel";54,49;38,25;35,28;21,31;20,47;9,56;"De 5 a 10 mil"
2700607;"AL";"Barra de São Miguel";60,93;37,86;16,26;6,49;14,36;3,61;"De 5 a 10 mil"
3505351;"SP";"Barra do Chapéu";22,8;9,31;54,09;17,81;13,68;2,43;"De 5 a 10 mil"
2903102;"BA";"Barra do Rocha";67,75;38,18;64,9;27,88;48,97;14,09;"De 5 a 10 mil"
3505401;"SP";"Barra do Turvo";32,06;16,34;52,68;10,33;19,98;2,75;"De 5 a 10 mil"
3105707;"MG";"Barra Longa";26,87;22,41;36,43;30,05;9,42;10,34;"De 5 a 10 mil"
4102604;"PR";"Barracão";20,27;9;29,96;13,99;9,24;2,63;"De 5 a 10 mil"
4301800;"RS";"Barracão";13,63;8,75;42,69;14,59;5,91;2,12;"De 5 a 10 mil"
5203203;"GO";"Barro Alto";27,42;12,03;25,92;11,63;9,14;1,7;"De 5 a 10 mil"
2201408;"PI";"Barro Duro";56,7;36,25;21,82;12,39;15,68;6,65;"De 5 a 10 mil"
2903300;"BA";"Barro Preto";52,96;38,4;36,5;24,3;23,05;13,36;"De 5 a 10 mil"
1703107;"TO";"Barrolândia";26,69;16,4;22,13;13,2;7,09;1;"De 5 a 10 mil"
4202131;"SC";"Bela Vista do Toldo";11,57;5,58;74,38;60,77;9,66;4,23;"De 5 a 10 mil"
2101731;"MA";"Belágua";72,97;59,55;98,12;66,82;72,71;45,09;"De 5 a 10 mil"
2502003;"PB";"Belém do Brejo do Cruz";69,18;50,94;35,64;18,71;29,95;13,99;"De 5 a 10 mil"
2700904;"AL";"Belo Monte";71,54;54,41;68,86;38,49;55,11;27,93;"De 5 a 10 mil"
3106408;"MG";"Belo Vale";12,93;6,61;45,17;31,06;7,39;4,41;"De 5 a 10 mil"
2201606;"PI";"Beneditinos";61,37;43,93;57,65;34,83;41,14;18,09;"De 5 a 10 mil"
2101806;"MA";"Benedito Leite";48,69;38,39;39,29;25,05;23,11;13,53;"De 5 a 10 mil"
2401602;"RN";"Bento Fernandes";62,56;42,51;41,6;14,32;33,6;6,94;"De 5 a 10 mil"
2101939;"MA";"Bernardo do Mearim";60,61;39,26;80,31;40,89;53,13;21,48;"De 5 a 10 mil"
2201705;"PI";"Bertolínia";50,36;30,71;37,91;30,71;26,9;14,76;"De 5 a 10 mil"
2201739;"PI";"Betânia do Piauí";72,49;54,75;99,49;70,33;72,2;45,55;"De 5 a 10 mil"
3506409;"SP";"Bilac";10,65;8,87;9,19;7,64;1,25;0,99;"De 5 a 10 mil"
2201770;"PI";"Boa Hora";75,54;50,89;77,11;47,06;59,23;26,54;"De 5 a 10 mil"
2502102;"PB";"Boa Ventura";60,12;43,12;56,54;39,78;36,67;18,59;"De 5 a 10 mil"
4103040;"PR";"Boa Ventura de São Roque";25,53;14,07;73,42;56,6;19,2;9,43;"De 5 a 10 mil"
2502151;"PB";"Boa Vista";37,57;19,11;53,85;31,61;25,04;10,54;"De 5 a 10 mil"
4103057;"PR";"Boa Vista da Aparecida";23,74;16,5;36,2;27,74;9,79;4,53;"De 5 a 10 mil"
4302204;"RS";"Boa Vista do Buricá";3,8;2,59;11,03;1,15;1,63;0;"De 5 a 10 mil"
2101970;"MA";"Boa Vista do Gurupi";47,46;34,86;72,94;36,24;36,52;16,39;"De 5 a 10 mil"
3107208;"MG";"Bocaina de Minas";31,24;19,18;33,01;10,38;16,7;1,57;"De 5 a 10 mil"
5002159;"MS";"Bodoquena";28,83;11,65;35,77;13,48;11,92;1,96;"De 5 a 10 mil"
3506904;"SP";"Bofete";16,55;8,89;13,03;5,85;2,7;0,97;"De 5 a 10 mil"
5203401;"GO";"Bom Jardim de Goiás";20,79;14,44;29,7;23,55;9,28;5,02;"De 5 a 10 mil"
3107505;"MG";"Bom Jardim de Minas";14,72;10,2;13,8;7,1;1,38;0,22;"De 5 a 10 mil"
2401701;"RN";"Bom Jesus";58,21;42,81;25,86;9,86;18,64;5,35;"De 5 a 10 mil"
3107703;"MG";"Bom Jesus do Amparo";24,39;13,62;47,28;21,88;14,63;3,57;"De 5 a 10 mil"
5101852;"MT";"Bom Jesus do Araguaia";NA;11,41;NA;32,79;NA;4,17;"De 5 a 10 mil"
3201100;"ES";"Bom Jesus do Norte";15,04;5,96;10,2;7,34;3,11;0,83;"De 5 a 10 mil"
2201919;"PI";"Bom Princípio do Piauí";68,14;49,22;60,47;37,79;46,61;22,09;"De 5 a 10 mil"
4202602;"SC";"Bom Retiro";21,37;18,79;24,86;3,15;6,03;1,05;"De 5 a 10 mil"
2502300;"PB";"Bom Sucesso";51,19;38;55,27;32,75;31,8;16,75;"De 5 a 10 mil"
4103206;"PR";"Bom Sucesso";24,72;12,04;21,05;10,19;5,37;1,48;"De 5 a 10 mil"
3108107;"MG";"Bonfim";18,15;12,05;55,15;26,41;12,04;4,62;"De 5 a 10 mil"
2201929;"PI";"Bonfim do Piauí";62,29;43,4;79,39;70,55;52,98;35,76;"De 5 a 10 mil"
5203559;"GO";"Bonfinópolis";21,39;8,01;9,03;3,12;2,69;0;"De 5 a 10 mil"
3108206;"MG";"Bonfinópolis de Minas";18,61;8,49;29,05;15,71;6,96;1,49;"De 5 a 10 mil"
3108255;"MG";"Bonito de Minas";65,05;41,91;73,06;70,68;51,63;33,64;"De 5 a 10 mil"
4302451;"RS";"Boqueirão do Leão";18,99;13,04;75,53;54,91;16,65;7,67;"De 5 a 10 mil"
2201945;"PI";"Boqueirão do Piauí";63,2;43,12;56,74;18,46;43,68;7,72;"De 5 a 10 mil"
2502706;"PB";"Borborema";63,43;48,11;37,78;13,83;27,62;7,77;"De 5 a 10 mil"
4103305;"PR";"Borrazópolis";18,06;5,83;30,51;17,86;6,17;2,14;"De 5 a 10 mil"
4302501;"RS";"Bossoroca";15,5;7,64;36,49;14,86;7,82;1,06;"De 5 a 10 mil"
3108503;"MG";"Botumirim";41,13;25,16;56,75;43,13;27,92;14,84;"De 5 a 10 mil"
4103354;"PR";"Braganey";20,81;12,69;35,93;22,27;8,78;2,45;"De 5 a 10 mil"
2201960;"PI";"Brasileira";62,09;47,91;62,09;27,65;47,36;16,62;"De 5 a 10 mil"
3507704;"SP";"Braúna";9,94;8,66;15,47;3,94;2,21;0,79;"De 5 a 10 mil"
3108800;"MG";"Braúnas";35,07;26,86;64,76;53,14;24,83;14,57;"De 5 a 10 mil"
2602407;"PE";"Brejão";63,3;41,83;53,81;37,75;36,77;18,1;"De 5 a 10 mil"
2602506;"PE";"Brejinho";54,7;33,52;68,29;38,45;44,95;14,65;"De 5 a 10 mil"
