"Codigo";"UF";"Municipio";"Analf_2000";"Analf_2010";"Inadequado_2000";"Inadequado_2010";"AnalfEInadequado_2000";"AnalfEInadequado_2010";"Classe"
5100409;"MT";"Alto Garças";13,89;10,79;18,48;10,14;3,56;0,65;"De 10 a 20 mil"
2200301;"PI";"Alto Longá";69,13;42,88;66,04;36,37;51,62;21,56;"De 10 a 20 mil"
5100508;"MT";"Alto Paraguai";19,28;13,69;23,19;30,47;6,75;4,03;"De 10 a 20 mil"
1100403;"RO";"Alto Paraíso";23,16;13,02;70,19;50,51;18,32;8;"De 10 a 20 mil"
4100608;"PR";"Alto Paraná";15,48;10,74;18,96;8,1;2,59;0,73;"De 10 a 20 mil"
2100501;"MA";"Alto Parnaíba";40,27;31,53;50,43;39,79;24,65;17,49;"De 10 a 20 mil"
4100707;"PR";"Alto Piquiri";26,98;12,99;12;9,21;1,79;0,88;"De 10 a 20 mil"
3102100;"MG";"Alto Rio Doce";27,16;20,07;57,07;47,13;18,65;12,97;"De 10 a 20 mil"
2300705;"CE";"Alto Santo";60,42;45,28;68,95;34,13;47;19,78;"De 10 a 20 mil"
3501152;"SP";"Alumínio";10,49;4,4;2,58;0,26;1,32;0,07;"De 10 a 20 mil"
1300029;"AM";"Alvarães";41,37;33,04;63,22;42,37;28,8;18,43;"De 10 a 20 mil"
3102308;"MG";"Alvinópolis";24,24;12,5;28,55;15,83;10,02;2,7;"De 10 a 20 mil"
4100806;"PR";"Alvorada do Sul";18,17;9,77;16,84;31,01;3,49;3,54;"De 10 a 20 mil"
1100346;"RO";"Alvorada D'Oeste";20,09;11,63;63,8;41,55;14,35;5,34;"De 10 a 20 mil"
2200509;"PI";"Amarante";53,25;40,61;28,08;36,63;18,34;19,32;"De 10 a 20 mil"
2901155;"BA";"América Dourada";52,44;39,18;29,83;17,49;19,89;8,01;"De 10 a 20 mil"
4101002;"PR";"Ampére";15,13;6,28;24,99;8,43;4,64;0,9;"De 10 a 20 mil"
2700201;"AL";"Anadia";67,15;53,96;31,56;16,54;23,88;10,2;"De 10 a 20 mil"
1300086;"AM";"Anamã";41,31;27,88;65,23;49,22;29,67;14,52;"De 10 a 20 mil"
2100808;"MA";"Anapurus";61,11;43,27;63,31;28,01;45,85;16,02;"De 10 a 20 mil"
2901304;"BA";"Andaraí";54,83;38,09;53,09;25;33,21;12,81;"De 10 a 20 mil"
2901353;"BA";"Andorinha";55,47;30,8;69,94;42,04;45,7;17,46;"De 10 a 20 mil"
3102803;"MG";"Andrelândia";17,74;8,46;18,96;16,09;4,78;1,91;"De 10 a 20 mil"
2601003;"PE";"Angelim";58,45;44,9;49,2;29,04;33,98;16,06;"De 10 a 20 mil"
2901403;"BA";"Angical";54,04;35,55;73,22;38,67;44,86;18,67;"De 10 a 20 mil"
2400802;"RN";"Angicos";53,59;38,05;18,99;6,92;13,95;2,83;"De 10 a 20 mil"
2901502;"BA";"Anguera";46,75;33,77;50,87;36,73;30,84;17,3;"De 10 a 20 mil"
1300102;"AM";"Anori";46,51;36,75;47,54;43,83;28,1;20,09;"De 10 a 20 mil"
2901601;"BA";"Antas";52,73;38,39;21;11,5;14,88;6,47;"De 10 a 20 mil"
4101200;"PR";"Antonina";18,16;9,56;5,23;3,43;2,35;0,84;"De 10 a 20 mil"
2901700;"BA";"Antônio Cardoso";58,37;45,49;72,59;41,56;45,18;23,53;"De 10 a 20 mil"
3102902;"MG";"Antônio Carlos";24,52;13,69;24,87;19,85;8,41;4,52;"De 10 a 20 mil"
2901809;"BA";"Antônio Gonçalves";42,53;26,92;38,19;15,55;16,81;6,64;"De 10 a 20 mil"
4300802;"RS";"Antônio Prado";8;4,8;15,27;1,87;1,96;0;"De 10 a 20 mil"
3300159;"RJ";"Aperibé";15,03;8,36;8,04;8,36;3,87;0,86;"De 10 a 20 mil"
2100832;"MA";"Apicum-Açu";47,4;30,65;59,06;29,67;30,64;12,03;"De 10 a 20 mil"
2901908;"BA";"Aporá";63,3;39,1;54,94;18,58;42,06;10,32;"De 10 a 20 mil"
1300144;"AM";"Apuí";32,01;13,53;65,98;41,25;26,28;5,95;"De 10 a 20 mil"
2300903;"CE";"Apuiarés";59,97;36,7;35,9;17,95;25,23;8,57;"De 10 a 20 mil"
2500809;"PB";"Araçagi";67,18;50,91;64,52;46,51;46,65;27,03;"De 10 a 20 mil"
3502754;"SP";"Araçariguama";13,49;8,14;9,84;4,18;2,18;0,73;"De 10 a 20 mil"
2902054;"BA";"Araças";51,65;32,89;53,77;25,41;34;12,58;"De 10 a 20 mil"
2902005;"BA";"Aracatu";67,6;41,65;77,18;68,38;57,34;32,82;"De 10 a 20 mil"
2601052;"PE";"Araçoiaba";64,48;31,24;32,27;22,76;25,38;7,59;"De 10 a 20 mil"
5201702;"GO";"Aragarças";15,74;8,22;4,89;2,46;1,18;0,52;"De 10 a 20 mil"
2100873;"MA";"Araguanã";60,87;39,98;50;41,27;34,01;17,61;"De 10 a 20 mil"
5001243;"MS";"Aral Moreira";35,96;23,93;41,54;28,73;16,33;8,61;"De 10 a 20 mil"
2902203;"BA";"Aramari";50,66;31,36;48,27;28,99;32,43;16,57;"De 10 a 20 mil"
5101258;"MT";"Araputanga";17,73;10,46;14,3;15,94;3,82;2,18;"De 10 a 20 mil"
2500908;"PB";"Arara";66,49;47,07;34,86;30,99;27,86;19,1;"De 10 a 20 mil"
2301257;"CE";"Ararendá";63,64;47,5;67,69;20,02;45,37;12,66;"De 10 a 20 mil"
2501005;"PB";"Araruna";69,6;53,04;55,42;35,81;45,68;24,96;"De 10 a 20 mil"
4101705;"PR";"Araruna";13,51;7,66;20,77;16,63;3,91;1,61;"De 10 a 20 mil"
2902252;"BA";"Arataca";61,1;40,59;38,21;31,18;27,1;15,31;"De 10 a 20 mil"
2301406;"CE";"Aratuba";58,13;36,7;55,14;32,39;34,18;14,59;"De 10 a 20 mil"
2800407;"SE";"Arauá";55,74;42,59;42,72;21,55;29,85;11,72;"De 10 a 20 mil"
3104304;"MG";"Areado";14,42;4,65;20,23;7,48;3,43;0,27;"De 10 a 20 mil"
3300225;"RJ";"Areal";16,8;7,76;5;2,85;1,43;0,57;"De 10 a 20 mil"
2800506;"SE";"Areia Branca";55,37;35,74;33,32;7,55;21,39;4,14;"De 10 a 20 mil"
3503604;"SP";"Areiópolis";17,68;11,41;1,5;0,31;0,37;0;"De 10 a 20 mil"
5101308;"MT";"Arenápolis";23,16;9,89;25,24;8,84;8,49;1,35;"De 10 a 20 mil"
2401206;"RN";"Arês";56,25;38,84;8,25;8,14;6,35;3,76;"De 10 a 20 mil"
3104502;"MG";"Arinos";31,89;15,58;42,18;34,03;15,73;7,56;"De 10 a 20 mil"
5101407;"MT";"Aripuanã";25,61;11,98;62,07;32,73;19,41;6,3;"De 10 a 20 mil"
2501302;"PB";"Aroeiras";66,32;52,26;67,47;50,22;49;30,36;"De 10 a 20 mil"
1702406;"TO";"Arraias";42,15;27,98;43,13;25,52;25;11,91;"De 10 a 20 mil"
4301008;"RS";"Arroio do Meio";4,22;2,42;7,95;0,27;0,49;0,18;"De 10 a 20 mil"
4301206;"RS";"Arroio do Tigre";18,28;9,55;53,54;25,27;11,27;3,82;"De 10 a 20 mil"
4301107;"RS";"Arroio dos Ratos";12,7;7,39;4,55;2,92;1,37;0,29;"De 10 a 20 mil"
4301305;"RS";"Arroio Grande";16,14;8,46;12,36;8,16;3,12;0,75;"De 10 a 20 mil"
4301404;"RS";"Arvorezinha";19,89;6,7;47,44;20,83;10,98;2,28;"De 10 a 20 mil"
4101903;"PR";"Assaí";20,6;10,23;26,41;9,92;6,87;1,44;"De 10 a 20 mil"
3104601;"MG";"Astolfo Dutra";14,98;6,2;11,4;4,84;1,38;0,21;"De 10 a 20 mil"
1300201;"AM";"Atalaia do Norte";67,3;55,13;63,7;68,82;54,08;46,01;"De 10 a 20 mil"
3104700;"MG";"Ataléia";46,94;27,01;53,36;37,63;28,15;12,04;"De 10 a 20 mil"
1702554;"TO";"Augustinópolis";50,67;28,72;25,77;13,63;17,41;5,81;"De 10 a 20 mil"
2902401;"BA";"Aurelino Leal";61,33;36,35;30,08;12,73;22,27;6,29;"De 10 a 20 mil"
3504206;"SP";"Auriflama";11,02;4,96;7,26;7,97;1,08;0,32;"De 10 a 20 mil"
3504404;"SP";"Avanhandava";15,01;8,91;10,01;4,18;1,35;0,54;"De 10 a 20 mil"
1501006;"PA";"Aveiro";35,08;21,07;80,78;61,4;32,41;15,51;"De 10 a 20 mil"
2201101;"PI";"Avelino Lopes";45,4;30,86;57,88;41,52;30,73;16,87;"De 10 a 20 mil"
2101103;"MA";"Axixá";41,03;32,33;87,57;33,21;38,11;13,27;"De 10 a 20 mil"
1703008;"TO";"Babaçulândia";37,36;26,43;64,91;43,27;27,92;13,27;"De 10 a 20 mil"
2101251;"MA";"Bacabeira";44,16;26,24;53,96;26,57;27,99;9,04;"De 10 a 20 mil"
2101301;"MA";"Bacuri";50,64;35,58;65,66;36,9;37,16;13,57;"De 10 a 20 mil"
3504602;"SP";"Bady Bassitt";5,64;2,35;6,14;3;0,75;0;"De 10 a 20 mil"
3104908;"MG";"Baependi";19,6;10,18;29,28;17,12;8,73;3,17;"De 10 a 20 mil"
2902500;"BA";"Baianópolis";63,91;36,33;49,4;9,88;37,82;3,31;"De 10 a 20 mil"
2201150;"PI";"Baixa Grande do Ribeiro";55,08;26,51;58,89;29,52;40,97;10,79;"De 10 a 20 mil"
4212809;"SC";"Balneário Piçarras";11,56;6,19;7,1;0,87;1,2;0,2;"De 10 a 20 mil"
4301636;"RS";"Balneário Pinhal";13,79;7,09;0,7;0,47;0;0,35;"De 10 a 20 mil"
4102307;"PR";"Balsa Nova";9,14;3,59;11,59;3,07;1,61;0,41;"De 10 a 20 mil"
2301851;"CE";"Banabuiú";64,7;40,98;56,97;32,5;40,94;16,75;"De 10 a 20 mil"
3504909;"SP";"Bananal";15,1;8,76;20,92;5,14;6,1;1,17;"De 10 a 20 mil"
2902658;"BA";"Banzaê";56,21;41,53;9,73;1,15;7,81;0,66;"De 10 a 20 mil"
2101509;"MA";"Barão de Grajaú";51,4;35,29;55,86;22,55;35,01;11,6;"De 10 a 20 mil"
4102505;"PR";"Barbosa Ferraz";27,47;13,93;21,66;8,81;4,51;1,09;"De 10 a 20 mil"
2601300;"PE";"Barra de Guabiraba";67,53;47;22,33;10,81;16,88;6,23;"De 10 a 20 mil"
2501609;"PB";"Barra de Santa Rosa";66,39;45,87;50,9;36,27;38,58;21,1;"De 10 a 20 mil"
2700508;"AL";"Barra de Santo Antônio";64,97;43,6;25,58;7,17;21,44;3,59;"De 10 a 20 mil"
2903003;"BA";"Barra do Mendes";29,58;16,04;17,85;16,58;7,26;2,99;"De 10 a 20 mil"
4301909;"RS";"Barra do Ribeiro";10,2;9,46;11,74;6,61;0,94;2,75;"De 10 a 20 mil"
2301950;"CE";"Barreira";53,02;35,83;73,49;29,48;42,99;12,91;"De 10 a 20 mil"
2903235;"BA";"Barro Alto";30,52;18,93;28,77;5,05;12,32;1,36;"De 10 a 20 mil"
2903276;"BA";"Barrocas";NA;27,81;NA;18,49;NA;6,99;"De 10 a 20 mil"
2302057;"CE";"Barroquinha";73,84;52,17;59,58;30,13;48,73;19,34;"De 10 a 20 mil"
4302006;"RS";"Barros Cassal";25,48;13,98;72,11;58,27;19,55;9,04;"De 10 a 20 mil"
3105905;"MG";"Barroso";13,14;6,25;5,52;1,29;1,74;0,26;"De 10 a 20 mil"
5001904;"MS";"Bataguassu";20,76;8,51;22,72;9,98;6,55;1,48;"De 10 a 20 mil"
2700706;"AL";"Batalha";65,56;49,24;28,73;22,16;23,43;13,96;"De 10 a 20 mil"
5002001;"MS";"Batayporã";22,98;9,68;29,22;22,29;7,32;2,44;"De 10 a 20 mil"
3106002;"MG";"Bela Vista de Minas";14,39;10,56;8,31;3,1;1,97;0,69;"De 10 a 20 mil"
2101772;"MA";"Bela Vista do Maranhão";56,43;44,59;29,39;10,75;19,32;5,98;"De 10 a 20 mil"
4102802;"PR";"Bela Vista do Paraíso";21,65;13,79;7,41;4,18;1,22;0,8;"De 10 a 20 mil"
2501906;"PB";"Belém";62,44;41,54;18,37;12,04;14,3;6,43;"De 10 a 20 mil"
2601508;"PE";"Belém de Maria";63,44;40,09;46,18;31,08;33,99;15,23;"De 10 a 20 mil"
2903508;"BA";"Belo Campo";56,31;37,43;63,43;33,59;39,19;14,63;"De 10 a 20 mil"
1501451;"PA";"Belterra";31,17;17,87;76,21;37,67;26,05;9,01;"De 10 a 20 mil"
4202206;"SC";"Benedito Novo";7,85;4,49;12,74;1,62;2,28;0,12;"De 10 a 20 mil"
3106507;"MG";"Berilo";42,74;27,13;41,22;52,13;22,62;18,39;"De 10 a 20 mil"
3506300;"SP";"Bernardino de Campos";13,5;6,21;8,74;4,69;1,17;0,13;"De 10 a 20 mil"
1300631;"AM";"Beruri";57,99;49,42;63,79;43,88;43,6;28,26;"De 10 a 20 mil"
2601805;"PE";"Betânia";59,19;42,97;73,92;27,97;49,48;12,81;"De 10 a 20 mil"
3106903;"MG";"Bicas";13,99;9,2;8,38;3,62;3,69;0,31;"De 10 a 20 mil"
2903607;"BA";"Biritinga";61,41;38,64;35,05;13,94;25,64;6,64;"De 10 a 20 mil"
4102901;"PR";"Bituruna";20,94;11,65;34,63;25,71;9,03;4,21;"De 10 a 20 mil"
3201001;"ES";"Boa Esperança";28;17,77;28,06;22,71;7,74;3,51;"De 10 a 20 mil"
3506706;"SP";"Boa Esperança do Sul";18,77;12,81;11,79;3,27;2,11;0,59;"De 10 a 20 mil"
2903706;"BA";"Boa Nova";64,44;41,54;66,14;31,77;43,81;16,23;"De 10 a 20 mil"
1300680;"AM";"Boa Vista do Ramos";15,08;13,21;50,89;48,14;6,55;7,3;"De 10 a 20 mil"
2903805;"BA";"Boa Vista do Tupim";54,9;40,23;44,94;34,41;27,99;16,99;"De 10 a 20 mil"
3506805;"SP";"Bocaina";13,75;9,06;6,66;3,22;1,72;1,07;"De 10 a 20 mil"
4103107;"PR";"Bocaiúva do Sul";18,23;10,85;19,3;11,5;5,8;2,78;"De 10 a 20 mil"
4302303;"RS";"Bom Jesus";13,16;11,53;22,74;8,03;3,71;1,13;"De 10 a 20 mil"
2903953;"BA";"Bom Jesus da Serra";58,33;35,45;77,45;62,41;49,01;25,13;"De 10 a 20 mil"
3107802;"MG";"Bom Jesus do Galho";29,99;18,63;39,68;30,24;10,03;5,85;"De 10 a 20 mil"
1501576;"PA";"Bom Jesus do Tocantins";54,25;29,82;56,79;31,47;35,55;12,26;"De 10 a 20 mil"
3507100;"SP";"Bom Jesus dos Perdões";13,99;6,88;2,86;0;0,89;0;"De 10 a 20 mil"
2102077;"MA";"Bom Lugar";62,49;42,21;80,01;43,77;52,15;19,57;"De 10 a 20 mil"
4302352;"RS";"Bom Princípio";1,74;1,01;0,87;0;0,11;0;"De 10 a 20 mil"
3107901;"MG";"Bom Repouso";20,51;10,13;39,95;8,67;9,14;1,22;"De 10 a 20 mil"
4302402;"RS";"Bom Retiro do Sul";7,47;1,35;9,54;0,37;1,47;0;"De 10 a 20 mil"
3108008;"MG";"Bom Sucesso";24,69;15,38;18,06;9,72;5,04;1,61;"De 10 a 20 mil"
4202453;"SC";"Bombinhas";8,67;3;0,2;0;0;0;"De 10 a 20 mil"
1400159;"RR";"Bonfim";26,22;20,16;60,06;51,64;18,89;13,65;"De 10 a 20 mil"
2904001;"BA";"Boninal";42,88;30,19;10,3;10,47;6,25;3,57;"De 10 a 20 mil"
1501600;"PA";"Bonito";52,09;29,72;62,05;34,78;34,45;13,72;"De 10 a 20 mil"
2904050;"BA";"Bonito";44,71;29,12;40,29;11,12;21,6;3,87;"De 10 a 20 mil"
5002209;"MS";"Bonito";20,93;11,57;21,83;10,83;6,02;2,23;"De 10 a 20 mil"
2502409;"PB";"Bonito de Santa Fé";61,92;42,82;47,42;27,84;33,58;15,53;"De 10 a 20 mil"
2502508;"PB";"Boqueirão";54,76;36,06;28,59;23,83;19,8;10,68;"De 10 a 20 mil"
3507407;"SP";"Borborema";11,85;8,31;9,91;6,67;2,03;0,68;"De 10 a 20 mil"
3108305;"MG";"Borda da Mata";11,77;3,81;16,99;6,88;2,18;0,58;"De 10 a 20 mil"
3108404;"MG";"Botelhos";13,3;6,2;28,46;8,05;4,66;0,93;"De 10 a 20 mil"
2904209;"BA";"Botuporã";52,32;33,26;65,4;47,89;39,92;20,8;"De 10 a 20 mil"
2701100;"AL";"Branquinha";78,25;59,72;49,92;34,87;42,83;23,02;"De 10 a 20 mil"
1501725;"PA";"Brasil Novo";38,37;24,18;71,95;47,74;30,19;15,26;"De 10 a 20 mil"
5002308;"MS";"Brasilândia";19,46;6,96;33,22;20,1;6,85;1,8;"De 10 a 20 mil"
3108552;"MG";"Brasilândia de Minas";21,41;13,12;12,45;9,69;2,89;2,11;"De 10 a 20 mil"
5101902;"MT";"Brasnorte";22,78;12,37;44,65;31,7;13,06;5,52;"De 10 a 20 mil"
3108909;"MG";"Brasópolis";16,56;8,11;26,74;9,47;4,34;1,76;"De 10 a 20 mil"
3201159;"ES";"Brejetuba";34,98;21,48;77,55;32,89;30,05;10,66;"De 10 a 20 mil"
2401800;"RN";"Brejinho";65,25;45,57;25,99;11,26;19,6;6,56;"De 10 a 20 mil"
2502805;"PB";"Brejo do Cruz";60,82;47,27;39,67;23,59;31,28;15,47;"De 10 a 20 mil"
2904308;"BA";"Brejões";51,14;34,5;52,16;22,26;32,62;9,56;"De 10 a 20 mil"
2904407;"BA";"Brejolândia";43,15;31,08;24,8;57,06;12,34;18,04;"De 10 a 20 mil"
2904506;"BA";"Brotas de Macaúbas";38,09;29,3;42,9;59,73;21,29;22,05;"De 10 a 20 mil"
3109105;"MG";"Bueno Brandão";13,39;5,67;50,19;19,26;7,8;2,37;"De 10 a 20 mil"
3109204;"MG";"Buenópolis";37,24;17,4;20,02;23,96;9,93;6,68;"De 10 a 20 mil"
2602704;"PE";"Buenos Aires";57,27;33,01;42,37;22,36;28,71;9,5;"De 10 a 20 mil"
2904704;"BA";"Buerarema";48,06;33,56;21,14;12,34;12,61;4,38;"De 10 a 20 mil"
3508009;"SP";"Buri";18,54;9,33;17,1;12,11;3,96;1,6;"De 10 a 20 mil"
3508108;"SP";"Buritama";12,96;8,07;6,07;3,38;1,13;0,43;"De 10 a 20 mil"
2202000;"PI";"Buriti dos Lopes";65,38;44,96;53,44;32,35;40,79;17,94;"De 10 a 20 mil"
2904753;"BA";"Buritirama";58,6;41,19;67,7;57,3;44,85;28,29;"De 10 a 20 mil"
2102358;"MA";"Buritirana";56,15;39,89;61,79;19;36,75;9,29;"De 10 a 20 mil"
1300839;"AM";"Caapiranga";45,89;26,28;67,56;38,73;35,18;12,7;"De 10 a 20 mil"
2904803;"BA";"Caatiba";54,75;35,34;63,52;32,93;35,63;12,3;"De 10 a 20 mil"
2904852;"BA";"Cabaceiras do Paraguaçu";61,81;42,66;74;57,01;49,71;27,5;"De 10 a 20 mil"
3109501;"MG";"Cabo Verde";19,76;9,69;52,95;11,48;13,61;1,22;"De 10 a 20 mil"
4302907;"RS";"Cacequi";17,45;9,37;13,33;10,6;2,83;1,04;"De 10 a 20 mil"
5204102;"GO";"Cachoeira Alta";18,6;9,07;29,82;12,68;7,25;1,2;"De 10 a 20 mil"
3109709;"MG";"Cachoeira de Minas";13,73;8,53;36,94;6,91;7,53;0,81;"De 10 a 20 mil"
2603108;"PE";"Cachoeirinha";54,85;37,65;29,04;18,86;19,9;10,1;"De 10 a 20 mil"
2503506;"PB";"Cacimba de Dentro";71,21;54,19;52,93;28,5;42,84;19,2;"De 10 a 20 mil"
2701209;"AL";"Cacimbinhas";75,66;56,14;69,75;46,28;58,07;31,3;"De 10 a 20 mil"
3508702;"SP";"Caconde";14,66;7,9;33,21;15,19;6,89;1,79;"De 10 a 20 mil"
5204300;"GO";"Caçu";14,45;7,93;27,57;21,31;3,66;3,27;"De 10 a 20 mil"
2905107;"BA";"Caém";60,51;37,85;62,08;33,04;43,28;15,47;"De 10 a 20 mil"
3109907;"MG";"Caetanópolis";13,7;10,18;19,06;20,22;3,08;3,07;"De 10 a 20 mil"
2905156;"BA";"Caetanos";65,9;40,08;83,45;70,12;58,16;32,86;"De 10 a 20 mil"
2905305;"BA";"Cafarnaum";46,72;31,37;43,17;20,16;24,3;7,68;"De 10 a 20 mil"
3508801;"SP";"Cafelândia";16,21;8,14;16,41;10,33;2,66;1,06;"De 10 a 20 mil"
4103453;"PR";"Cafelândia";9,57;4,02;15,59;8,2;1,6;0,15;"De 10 a 20 mil"
5204409;"GO";"Caiapônia";22,85;12,35;25,81;20,43;5,11;3,01;"De 10 a 20 mil"
2905404;"BA";"Cairu";50,16;24,32;20,22;1,76;15,29;1,22;"De 10 a 20 mil"
2102408;"MA";"Cajapió";57,95;39,23;90,06;45,01;54,93;22,98;"De 10 a 20 mil"
2102507;"MA";"Cajari";30,1;35,64;89,59;71,93;29,02;27,98;"De 10 a 20 mil"
2603306;"PE";"Calçado";58,89;40,23;63,49;42,9;38,21;18,45;"De 10 a 20 mil"
3110301;"MG";"Caldas";8,79;7,1;36,41;23,04;4;1,18;"De 10 a 20 mil"
2905503;"BA";"Caldeirão Grande";53,52;43,24;46,06;28,34;29,73;16,49;"De 10 a 20 mil"
5002605;"MS";"Camapuã";14,95;8,8;35,43;21,3;6,47;2,02;"De 10 a 20 mil"
3300902;"RJ";"Cambuci";21,44;9,11;27,46;19,65;9,93;2,46;"De 10 a 20 mil"
3110707;"MG";"Cambuquira";21,27;11,54;19,03;9,6;6,42;0,97;"De 10 a 20 mil"
2603504;"PE";"Camocim de São Félix";59,14;39,08;24,38;6,48;17,86;3,21;"De 10 a 20 mil"
3110905;"MG";"Campanha";19,49;11,02;18,43;11,68;6,37;2,3;"De 10 a 20 mil"
2102556;"MA";"Campestre do Maranhão";45,18;32,97;18,83;6,79;9,75;2,61;"De 10 a 20 mil"
4103909;"PR";"Campina da Lagoa";23,45;11,98;26,5;16,39;6,32;2,21;"De 10 a 20 mil"
3111101;"MG";"Campina Verde";11,57;6,75;32,33;17,39;3,4;1,24;"De 10 a 20 mil"
5102603;"MT";"Campinápolis";36,71;47,3;67,34;81,97;31,42;45,14;"De 10 a 20 mil"
5204706;"GO";"Campinorte";19,07;10,17;26,82;8,65;6,17;1,02;"De 10 a 20 mil"
4203303;"SC";"Campo Alegre";12,55;6,65;19,66;1,99;4,4;0,2;"De 10 a 20 mil"
2516409;"PB";"Campo de Santana";68,93;44,47;47,43;28,33;36,81;17,49;"De 10 a 20 mil"
2801009;"SE";"Campo do Brito";55,23;38,16;41,22;7,52;29,14;4,87;"De 10 a 20 mil"
3111309;"MG";"Campo do Meio";16,75;9,27;10,2;9,39;1,87;0,56;"De 10 a 20 mil"
1100700;"RO";"Campo Novo de Rondônia";25,85;12,32;82,2;52,87;22,83;7,35;"De 10 a 20 mil"
2402105;"RN";"Campo Redondo";49,45;33,66;50,18;37,27;30,42;15,74;"De 10 a 20 mil"
3111507;"MG";"Campos Altos";16,91;9,77;11,45;6,23;1,5;0,23;"De 10 a 20 mil"
5204904;"GO";"Campos Belos";30,93;16,49;13,22;4,74;6,09;1,69;"De 10 a 20 mil"
3509908;"SP";"Cananéia";16,44;9,12;8,37;6,26;4,95;1,97;"De 10 a 20 mil"
2701605;"AL";"Canapi";79,7;59,18;83,2;66,47;68,77;43,65;"De 10 a 20 mil"
3111804;"MG";"Canápolis";18,63;17,42;14,16;8,71;2,37;1,21;"De 10 a 20 mil"
5102702;"MT";"Canarana";22,25;20,6;31,35;26,73;11,04;14,36;"De 10 a 20 mil"
3112000;"MG";"Candeias";19,7;10,49;34,85;18,64;8,26;2,01;"De 10 a 20 mil"
1100809;"RO";"Candeias do Jamari";28,97;14,3;11,33;30,74;4,41;5,85;"De 10 a 20 mil"
2906600;"BA";"Candiba";45,73;32,4;35,76;26,83;19,44;11,54;"De 10 a 20 mil"
4104402;"PR";"Cândido de Abreu";32,21;20,86;63,45;45,65;23,32;7,71;"De 10 a 20 mil"
2102606;"MA";"Cândido Mendes";46,2;39,98;87,82;56,59;43,97;24,69;"De 10 a 20 mil"
4104428;"PR";"Candói";21,81;10,85;58,76;34,41;13,94;4,95;"De 10 a 20 mil"
4203709;"SC";"Canelinha";15,56;7,58;7,83;1,63;2,68;0,11;"De 10 a 20 mil"
1400175;"RR";"Cantá";39;20,68;57,87;48,89;27,23;13,06;"De 10 a 20 mil"
3301108;"RJ";"Cantagalo";21,85;12,05;20,72;8,48;8,46;3,19;"De 10 a 20 mil"
4104451;"PR";"Cantagalo";26,23;13,48;34,01;18,4;9,15;1,19;"De 10 a 20 mil"
2906824;"BA";"Canudos";47,88;33,73;44,81;31,46;28,13;13,61;"De 10 a 20 mil"
1300904;"AM";"Canutama";61,48;47,31;47,1;43,68;33,58;22,97;"De 10 a 20 mil"
4104501;"PR";"Capanema";12,71;5,81;30,58;7,8;5,64;0,69;"De 10 a 20 mil"
2701704;"AL";"Capela";73,16;53,16;42,62;24,49;36,57;15,99;"De 10 a 20 mil"
4304689;"RS";"Capela de Santana";12,78;5,94;3,34;0,89;0,92;0;"De 10 a 20 mil"
3510302;"SP";"Capela do Alto";12,71;7,85;3,21;1,85;0,67;0,26;"De 10 a 20 mil"
2906857;"BA";"Capela do Alto Alegre";57,51;32,33;37,84;17,11;28,56;8,39;"De 10 a 20 mil"
3112604;"MG";"Capinópolis";17,86;11,23;6,36;2,47;0,8;0,56;"De 10 a 20 mil"
2102754;"MA";"Capinzal do Norte";59,77;41,58;58,02;29,37;39,87;16,19;"De 10 a 20 mil"
2302909;"CE";"Capistrano";60,48;42,76;63,14;39,41;43,57;19,94;"De 10 a 20 mil"
2202406;"PI";"Capitão de Campos";59,28;46,48;55,5;37,15;40,34;20,95;"De 10 a 20 mil"
3112703;"MG";"Capitão Enéas";43,77;26,01;11,54;15,46;4,57;3,88;"De 10 a 20 mil"
4104600;"PR";"Capitão Leônidas Marques";16,29;7,94;24,52;5,93;4,56;1,09;"De 10 a 20 mil"
2603801;"PE";"Capoeiras";66,82;45,5;72,63;62,95;52,41;31,62;"De 10 a 20 mil"
1400209;"RR";"Caracaraí";28,72;19,56;25,73;34,39;10,67;8,75;"De 10 a 20 mil"
2202505;"PI";"Caracol";65,65;45,11;77,45;49,62;56,64;28,72;"De 10 a 20 mil"
2906899;"BA";"Caraíbas";62,65;37,42;87,75;61,85;57,29;28,8;"De 10 a 20 mil"
4104659;"PR";"Carambeí";9,55;4,3;12,35;8,03;2,85;0,75;"De 10 a 20 mil"
3300936;"RJ";"Carapebus";14,1;7,11;15,49;8,91;3,85;1,35;"De 10 a 20 mil"
2402303;"RN";"Caraúbas";52,74;37,51;37,7;20,08;24,59;8,98;"De 10 a 20 mil"
3510708;"SP";"Cardoso";15,19;6,65;2,58;4,08;0,5;0,12;"De 10 a 20 mil"
3301157;"RJ";"Cardoso Moreira";27,29;13;27,99;11,63;12,64;2,96;"De 10 a 20 mil"
2303105;"CE";"Cariré";64,17;46;57,31;25,6;39,95;14,62;"De 10 a 20 mil"
2303303;"CE";"Cariús";59,06;40,65;66,24;36,07;42,47;19,16;"De 10 a 20 mil"
5102793;"MT";"Carlinda";22,44;14,01;71,07;50,58;17,28;8,85;"De 10 a 20 mil"
4104709;"PR";"Carlópolis";18,1;6,59;36,07;20,13;7,58;1,11;"De 10 a 20 mil"
3301207;"RJ";"Carmo";20,77;10,53;11,2;3,99;4,23;1,45;"De 10 a 20 mil"
3113909;"MG";"Carmo da Cachoeira";27,01;14,57;32,43;17,6;13,54;2,47;"De 10 a 20 mil"
