"Codigo";"UF";"Municipio";"Total";"Taxa";"Classe"
4318481;"RS";"São José do Hortêncio";NA;NA;"Até 5 mil"
4318499;"RS";"São José do Inhacorá";NA;NA;"Até 5 mil"
3163607;"MG";"São José do Mantimento";1;1,82;"Até 5 mil"
2210102;"PI";"São José do Peixe";16;19,05;"Até 5 mil"
5107297;"MT";"São José do Povo";2;3,28;"Até 5 mil"
2514701;"PB";"São José do Sabugi";8;11,76;"Até 5 mil"
2412401;"RN";"São José do Seridó";3;4,29;"Até 5 mil"
4318614;"RS";"São José do Sul";1;4,55;"Até 5 mil"
4318622;"RS";"São José dos Ausentes";NA;NA;"Até 5 mil"
2514800;"PB";"São José dos Cordeiros";6;8,45;"Até 5 mil"
2210359;"PI";"São Lourenço do Piauí";8;11,59;"Até 5 mil"
2210375;"PI";"São Luis do Piauí";6;12,5;"Até 5 mil"
5220157;"GO";"São Luíz do Norte";3;3,37;"Até 5 mil"
4125555;"PR";"São Manoel do Paraná";NA;NA;"Até 5 mil"
4217105;"SC";"São Martinho";NA;NA;"Até 5 mil"
4319125;"RS";"São Martinho da Serra";1;2,13;"Até 5 mil"
2210383;"PI";"São Miguel da Baixa Grande";10;31,25;"Até 5 mil"
4217154;"SC";"São Miguel da Boa Vista";NA;NA;"Até 5 mil"
2807006;"SE";"São Miguel do Aleixo";7;9,46;"Até 5 mil"
2210391;"PI";"São Miguel do Fidalgo";14;18,92;"Até 5 mil"
5220264;"GO";"São Miguel do Passa Quatro";3;5,77;"Até 5 mil"
5220280;"GO";"São Patrício";1;2,33;"Até 5 mil"
5107404;"MT";"São Pedro da Cipa";NA;NA;"Até 5 mil"
4319356;"RS";"São Pedro da Serra";NA;NA;"Até 5 mil"
4319364;"RS";"São Pedro das Missões";NA;NA;"Até 5 mil"
4217253;"SC";"São Pedro de Alcântara";NA;NA;"Até 5 mil"
4319372;"RS";"São Pedro do Butiá";NA;NA;"Até 5 mil"
4125902;"PR";"São Pedro do Paraná";NA;NA;"Até 5 mil"
2111573;"MA";"São Pedro dos Crentes";14;12,17;"Até 5 mil"
1720259;"TO";"São Salvador do Tocantins";3;4,48;"Até 5 mil"
3164407;"MG";"São Sebastião da Bela Vista";4;4,94;"Até 5 mil"
3164431;"MG";"São Sebastião da Vargem Alegre";NA;NA;"Até 5 mil"
3164803;"MG";"São Sebastião do Rio Preto";NA;NA;"Até 5 mil"
3164902;"MG";"São Sebastião do Rio Verde";1;3,13;"Até 5 mil"
1720309;"TO";"São Sebastião do Tocantins";11;11,34;"Até 5 mil"
2515203;"PB";"São Sebastião do Umbuzeiro";2;3,45;"Até 5 mil"
4319703;"RS";"São Valentim";NA;NA;"Até 5 mil"
4319711;"RS";"São Valentim do Sul";NA;NA;"Até 5 mil"
1720499;"TO";"São Valério";6;6,06;"Até 5 mil"
4319737;"RS";"São Valério do Sul";10;17,54;"Até 5 mil"
4319752;"RS";"São Vendelino";NA;NA;"Até 5 mil"
3551207;"SP";"Sarutaiá";1;1,43;"Até 5 mil"
3551306;"SP";"Sebastianópolis do Sul";NA;NA;"Até 5 mil"
2210623;"PI";"Sebastião Barros";9;11,84;"Até 5 mil"
2210631;"PI";"Sebastião Leal";11;11,11;"Até 5 mil"
4320230;"RS";"Sede Nova";1;2,08;"Até 5 mil"
4320305;"RS";"Selbach";1;1,64;"Até 5 mil"
3165560;"MG";"Sem-Peixe";NA;NA;"Até 5 mil"
3165602;"MG";"Senador Cortes";NA;NA;"Até 5 mil"
2413201;"RN";"Senador Georgino Avelino";24;26,09;"Até 5 mil"
3165800;"MG";"Senador José Bento";NA;NA;"Até 5 mil"
3165909;"MG";"Senador Modestino Gonçalves";2;2,27;"Até 5 mil"
4320321;"RS";"Senador Salgado Filho";2;5,56;"Até 5 mil"
3166105;"MG";"Senhora do Porto";2;2,56;"Até 5 mil"
4320453;"RS";"Sério";NA;NA;"Até 5 mil"
3166402;"MG";"Seritinga";NA;NA;"Até 5 mil"
4217550;"SC";"Serra Alta";NA;NA;"Até 5 mil"
3166501;"MG";"Serra Azul de Minas";14;11,2;"Até 5 mil"
2515609;"PB";"Serra da Raiz";2;3,45;"Até 5 mil"
3166600;"MG";"Serra da Saudade";NA;NA;"Até 5 mil"
1600055;"AP";"Serra do Navio";3;2,42;"Até 5 mil"
2515708;"PB";"Serra Grande";12;22,22;"Até 5 mil"
5107883;"MT";"Serra Nova Dourada";1;3,33;"Até 5 mil"
3166956;"MG";"Serranópolis de Minas";2;2,3;"Até 5 mil"
4126355;"PR";"Serranópolis do Iguaçu";NA;NA;"Até 5 mil"
3167004;"MG";"Serranos";2;5,71;"Até 5 mil"
2413557;"RN";"Serrinha dos Pintos";13;16,67;"Até 5 mil"
2515930;"PB";"Sertãozinho";4;5;"Até 5 mil"
4320578;"RS";"Sete de Setembro";1;3,7;"Até 5 mil"
4320602;"RS";"Severiano de Almeida";NA;NA;"Até 5 mil"
4320651;"RS";"Silveira Martins";NA;NA;"Até 5 mil"
3167301;"MG";"Silveirânia";1;3,03;"Até 5 mil"
3167509;"MG";"Simão Pereira";2;4,65;"Até 5 mil"
5220702;"GO";"Sítio d'Abadia";9;16,98;"Até 5 mil"
2210904;"PI";"Socorro do Piauí";18;21,43;"Até 5 mil"
2516151;"PB";"Sossêgo";11;17,19;"Até 5 mil"
1720853;"TO";"Sucupira";1;2,22;"Até 5 mil"
2111953;"MA";"Sucupira do Riachão";29;25,44;"Até 5 mil"
4217758;"SC";"Sul Brasil";NA;NA;"Até 5 mil"
4126652;"PR";"Sulina";1;1,52;"Até 5 mil"
3552551;"SP";"Suzanápolis";NA;NA;"Até 5 mil"
4320859;"RS";"Tabaí";2;2,9;"Até 5 mil"
2413805;"RN";"Taboleiro Grande";7;18,92;"Até 5 mil"
3167905;"MG";"Tabuleiro";3;5,08;"Até 5 mil"
1720937;"TO";"Taipas do Tocantins";6;12,24;"Até 5 mil"
1720978;"TO";"Talismã";7;12,5;"Até 5 mil"
4126702;"PR";"Tamboara";2;3,03;"Até 5 mil"
2210953;"PI";"Tamboril do Piauí";14;22,95;"Até 5 mil"
2210979;"PI";"Tanque do Piauí";16;25,81;"Até 5 mil"
3168051;"MG";"Taparuba";NA;NA;"Até 5 mil"
3168101;"MG";"Tapira";NA;NA;"Até 5 mil"
3168200;"MG";"Tapiraí";NA;NA;"Até 5 mil"
3168309;"MG";"Taquaraçu de Minas";2;3,03;"Até 5 mil"
3553658;"SP";"Taquaral";7;14,58;"Até 5 mil"
5221007;"GO";"Taquaral de Goiás";1;1,82;"Até 5 mil"
4321329;"RS";"Taquaruçu do Sul";NA;NA;"Até 5 mil"
5007976;"MS";"Taquarussu";2;4;"Até 5 mil"
1101559;"RO";"Teixeirópolis";2;2,06;"Até 5 mil"
3554201;"SP";"Tejupá";2;1,94;"Até 5 mil"
2807303;"SE";"Telha";6;11,76;"Até 5 mil"
2516755;"PB";"Tenório";14;26,42;"Até 5 mil"
5221080;"GO";"Teresina de Goiás";5;7,35;"Até 5 mil"
5108105;"MT";"Tesouro";2;4,35;"Até 5 mil"
2411056;"RN";"Tibau";3;5;"Até 5 mil"
4217956;"SC";"Tigrinhos";NA;NA;"Até 5 mil"
2414308;"RN";"Timbaúba dos Batistas";1;2,86;"Até 5 mil"
3554607;"SP";"Timburi";NA;NA;"Até 5 mil"
4321469;"RS";"Tio Hugo";NA;NA;"Até 5 mil"
3169059;"MG";"Tocos do Moji";1;1,79;"Até 5 mil"
5108204;"MT";"Torixoréu";1;1,85;"Até 5 mil"
4321493;"RS";"Toropi";NA;NA;"Até 5 mil"
3554656;"SP";"Torre de Pedra";2;5;"Até 5 mil"
3554755;"SP";"Trabiju";NA;NA;"Até 5 mil"
4321626;"RS";"Travesseiro";NA;NA;"Até 5 mil"
4321634;"RS";"Três Arroios";NA;NA;"Até 5 mil"
4321832;"RS";"Três Forquilhas";1;1,85;"Até 5 mil"
4321857;"RS";"Três Palmeiras";1;1,43;"Até 5 mil"
5221304;"GO";"Três Ranchos";NA;NA;"Até 5 mil"
4218350;"SC";"Treviso";1;1,96;"Até 5 mil"
2414456;"RN";"Triunfo Potiguar";12;21,05;"Até 5 mil"
5221452;"GO";"Trombas";NA;NA;"Até 5 mil"
4218756;"SC";"Tunápolis";3;3,9;"Até 5 mil"
4322152;"RS";"Tunas";1;1,22;"Até 5 mil"
4322186;"RS";"Tupanci do Sul";1;5;"Até 5 mil"
4322251;"RS";"Tupandi";2;4;"Até 5 mil"
1721257;"TO";"Tupirama";1;2,7;"Até 5 mil"
1721307;"TO";"Tupiratins";1;1,72;"Até 5 mil"
3555208;"SP";"Turiúba";NA;NA;"Até 5 mil"
3555307;"SP";"Turmalina";NA;NA;"Até 5 mil"
4322327;"RS";"Turuçu";1;1,96;"Até 5 mil"
5221502;"GO";"Turvânia";3;3,95;"Até 5 mil"
5221551;"GO";"Turvelândia";1;1,47;"Até 5 mil"
3169802;"MG";"Turvolândia";5;7,46;"Até 5 mil"
3555505;"SP";"Ubirajara";NA;NA;"Até 5 mil"
4322343;"RS";"Ubiretama";NA;NA;"Até 5 mil"
5221577;"GO";"Uirapuru";NA;NA;"Até 5 mil"
3170305;"MG";"Umburatiba";2;3,92;"Até 5 mil"
4322350;"RS";"União da Serra";NA;NA;"Até 5 mil"
3170438;"MG";"União de Minas";1;1,61;"Até 5 mil"
4218855;"SC";"União do Oeste";NA;NA;"Até 5 mil"
5108303;"MT";"União do Sul";2;2,04;"Até 5 mil"
3555703;"SP";"União Paulista";3;9,38;"Até 5 mil"
4128302;"PR";"Uniflor";NA;NA;"Até 5 mil"
4322376;"RS";"Unistalda";NA;NA;"Até 5 mil"
3555901;"SP";"Uru";NA;NA;"Até 5 mil"
3170479;"MG";"Uruana de Minas";3;3,66;"Até 5 mil"
4218954;"SC";"Urupema";3;7,14;"Até 5 mil"
5221809;"GO";"Urutaí";3;5,77;"Até 5 mil"
5108352;"MT";"Vale de São Domingos";1;1,69;"Até 5 mil"
4322525;"RS";"Vale Verde";NA;NA;"Até 5 mil"
4322558;"RS";"Vanini";1;4;"Até 5 mil"
4219101;"SC";"Vargeão";NA;NA;"Até 5 mil"
4219150;"SC";"Vargem";3;5,77;"Até 5 mil"
3170602;"MG";"Vargem Bonita";NA;NA;"Até 5 mil"
4219176;"SC";"Vargem Bonita";2;1,65;"Até 5 mil"
3170651;"MG";"Vargem Grande do Rio Pardo";7;5,93;"Até 5 mil"
5221908;"GO";"Varjão";4;6,25;"Até 5 mil"
2517100;"PB";"Várzea";2;4,35;"Até 5 mil"
2211357;"PI";"Várzea Branca";28;21,37;"Até 5 mil"
2211407;"PI";"Várzea Grande";9;12;"Até 5 mil"
2414753;"RN";"Venha-Ver";19;28,36;"Até 5 mil"
2211506;"PI";"Vera Mendes";18;29,03;"Até 5 mil"
3171105;"MG";"Veríssimo";1;1,82;"Até 5 mil"
3171154;"MG";"Vermelho Novo";2;2,44;"Até 5 mil"
4322855;"RS";"Vespasiano Correa";1;3,57;"Até 5 mil"
2414902;"RN";"Viçosa";1;4,17;"Até 5 mil"
4323200;"RS";"Victor Graeff";NA;NA;"Até 5 mil"
3171402;"MG";"Vieiras";1;1,82;"Até 5 mil"
5222203;"GO";"Vila Boa";5;4,39;"Até 5 mil"
2415008;"RN";"Vila Flor";14;15,22;"Até 5 mil"
4323309;"RS";"Vila Flores";1;2,33;"Até 5 mil"
4323358;"RS";"Vila Lângaro";1;2,44;"Até 5 mil"
4323408;"RS";"Vila Maria";2;3,92;"Até 5 mil"
2211605;"PI";"Vila Nova do Piauí";9;18,75;"Até 5 mil"
4323457;"RS";"Vila Nova do Sul";NA;NA;"Até 5 mil"
4128658;"PR";"Virmond";2;2,38;"Até 5 mil"
4323507;"RS";"Vista Alegre";1;1,96;"Até 5 mil"
4323606;"RS";"Vista Alegre do Prata";NA;NA;"Até 5 mil"
4323705;"RS";"Vista Gaúcha";NA;NA;"Até 5 mil"
2505501;"PB";"Vista Serrana";5;6,76;"Até 5 mil"
3556958;"SP";"Vitória Brasil";1;3,85;"Até 5 mil"
4323754;"RS";"Vitória das Missões";NA;NA;"Até 5 mil"
2211704;"PI";"Wall Ferraz";8;11,27;"Até 5 mil"
3172202;"MG";"Wenceslau Braz";1;3,33;"Até 5 mil"
4323770;"RS";"Westfalia";1;2,94;"Até 5 mil"
4219408;"SC";"Witmarsum";NA;NA;"Até 5 mil"
4219606;"SC";"Xavantina";NA;NA;"Até 5 mil"
2517407;"PB";"Zabelê";1;3,03;"Até 5 mil"
3557154;"SP";"Zacarias";NA;NA;"Até 5 mil"
4219853;"SC";"Zortéa";2;3,64;"Até 5 mil"
5200050;"GO";"Abadia de Goiás";1;0,73;"De 5 a 10 mil"
3100104;"MG";"Abadia dos Dourados";1;0,87;"De 5 a 10 mil"
2900108;"BA";"Abaíra";2;1,82;"De 5 a 10 mil"
4100103;"PR";"Abatiá";2;1,67;"De 5 a 10 mil"
1500131;"PA";"Abel Figueiredo";10;6,58;"De 5 a 10 mil"
2200053;"PI";"Acauã";16;10,88;"De 5 a 10 mil"
5100102;"MT";"Acorizal";3;3,06;"De 5 a 10 mil"
4100202;"PR";"Adrianópolis";3;2,17;"De 5 a 10 mil"
2100105;"MA";"Afonso Cunha";33;21,57;"De 5 a 10 mil"
2200103;"PI";"Agricolândia";9;9,09;"De 5 a 10 mil"
4200200;"SC";"Agrolândia";3;1,97;"De 5 a 10 mil"
2500106;"PB";"Água Branca";14;6,25;"De 5 a 10 mil"
4200408;"SC";"Água Doce";4;3,03;"De 5 a 10 mil"
5200175;"GO";"Água Fria de Goiás";4;4,08;"De 5 a 10 mil"
3500402;"SP";"Águas da Prata";NA;NA;"De 5 a 10 mil"
4200507;"SC";"Águas de Chapecó";NA;NA;"De 5 a 10 mil"
3500550;"SP";"Águas de Santa Bárbara";NA;NA;"De 5 a 10 mil"
4200606;"SC";"Águas Mornas";2;2,22;"De 5 a 10 mil"
4100301;"PR";"Agudos do Sul";4;2,48;"De 5 a 10 mil"
3200136;"ES";"Águia Branca";5;3,16;"De 5 a 10 mil"
2500205;"PB";"Aguiar";24;25;"De 5 a 10 mil"
1700301;"TO";"Aguiarnópolis";15;12,3;"De 5 a 10 mil"
3101201;"MG";"Aiuruoca";NA;NA;"De 5 a 10 mil"
4300208;"RS";"Ajuricaba";3;2,73;"De 5 a 10 mil"
2200251;"PI";"Alagoinha do Piauí";28;23,53;"De 5 a 10 mil"
2500536;"PB";"Alcantil";11;11,83;"De 5 a 10 mil"
4300307;"RS";"Alecrim";1;0,95;"De 5 a 10 mil"
2200277;"PI";"Alegrete do Piauí";13;12,87;"De 5 a 10 mil"
3101631;"MG";"Alfredo Vasconcelos";1;0,85;"De 5 a 10 mil"
4200705;"SC";"Alfredo Wagner";1;0,74;"De 5 a 10 mil"
1700350;"TO";"Aliança do Tocantins";NA;NA;"De 5 a 10 mil"
2900900;"BA";"Almadina";25;18,12;"De 5 a 10 mil"
1700400;"TO";"Almas";13;7,22;"De 5 a 10 mil"
3101805;"MG";"Alpercata";3;1,97;"De 5 a 10 mil"
4300505;"RS";"Alpestre";5;4,03;"De 5 a 10 mil"
2300606;"CE";"Altaneira";8;5,84;"De 5 a 10 mil"
5100359;"MT";"Alto Boa Vista";2;1,9;"De 5 a 10 mil"
3102050;"MG";"Alto Caparaó";1;0,94;"De 5 a 10 mil"
3153509;"MG";"Alto Jequitibá";3;2,14;"De 5 a 10 mil"
5200605;"GO";"Alto Paraíso de Goiás";8;5,97;"De 5 a 10 mil"
3200359;"ES";"Alto Rio Novo";1;0,74;"De 5 a 10 mil"
5100607;"MT";"Alto Taquari";4;2,33;"De 5 a 10 mil"
1700707;"TO";"Alvorada";6;4,11;"De 5 a 10 mil"
2200459;"PI";"Alvorada do Gurguéia";23;17,97;"De 5 a 10 mil"
5200803;"GO";"Alvorada do Norte";9;5,59;"De 5 a 10 mil"
1400027;"RR";"Amajari";79;33,91;"De 5 a 10 mil"
1600105;"AP";"Amapá";21;9,05;"De 5 a 10 mil"
2100550;"MA";"Amapá do Maranhão";61;30,35;"De 5 a 10 mil"
4100905;"PR";"Amaporã";2;1,77;"De 5 a 10 mil"
4300638;"RS";"Amaral Ferrador";2;2,27;"De 5 a 10 mil"
1300060;"AM";"Amaturá";74;23,57;"De 5 a 10 mil"
5200852;"GO";"Americano do Brasil";NA;NA;"De 5 a 10 mil"
3501806;"SP";"Américo de Campos";NA;NA;"De 5 a 10 mil"
4300646;"RS";"Ametista do Sul";6;3,87;"De 5 a 10 mil"
3102506;"MG";"Amparo do Serra";1;1,12;"De 5 a 10 mil"
1701002;"TO";"Ananás";9;3,78;"De 5 a 10 mil"
5000807;"MS";"Anaurilândia";9;5,23;"De 5 a 10 mil"
4200804;"SC";"Anchieta";2;1,77;"De 5 a 10 mil"
3102852;"MG";"Angelândia";9;4,66;"De 5 a 10 mil"
5000856;"MS";"Angélica";6;3,9;"De 5 a 10 mil"
4200903;"SC";"Angelina";1;1,12;"De 5 a 10 mil"
2200608;"PI";"Angical do Piauí";10;8,33;"De 5 a 10 mil"
3502309;"SP";"Anhembi";1;0,92;"De 5 a 10 mil"
2200707;"PI";"Anísio de Abreu";41;21,24;"De 5 a 10 mil"
4201000;"SC";"Anita Garibaldi";9;5,59;"De 5 a 10 mil"
4300703;"RS";"Anta Gorda";2;2,7;"De 5 a 10 mil"
2300804;"CE";"Antonina do Norte";25;14,45;"De 5 a 10 mil"
4201208;"SC";"Antônio Carlos";1;0,97;"De 5 a 10 mil"
3103009;"MG";"Antônio Dias";5;2,67;"De 5 a 10 mil"
5000906;"MS";"Antônio João";6;3,45;"De 5 a 10 mil"
2400901;"RN";"Antônio Martins";30;24;"De 5 a 10 mil"
4101309;"PR";"Antônio Olinto";NA;NA;"De 5 a 10 mil"
2500775;"PB";"Aparecida";9;6,92;"De 5 a 10 mil"
3200508;"ES";"Apiacá";9;6,82;"De 5 a 10 mil"
5100805;"MT";"Apiacás";7;4,4;"De 5 a 10 mil"
4201257;"SC";"Apiúna";NA;NA;"De 5 a 10 mil"
2901957;"BA";"Apuarema";39;26,71;"De 5 a 10 mil"
5201801;"GO";"Aragoiânia";6;4,2;"De 5 a 10 mil"
1701309;"TO";"Aragominas";9;8,57;"De 5 a 10 mil"
1701903;"TO";"Araguacema";15;9,8;"De 5 a 10 mil"
1702000;"TO";"Araguaçu";6;3,9;"De 5 a 10 mil"
1702158;"TO";"Araguanã";4;3,2;"De 5 a 10 mil"
5202155;"GO";"Araguapaz";4;2,96;"De 5 a 10 mil"
3503000;"SP";"Aramina";1;1,18;"De 5 a 10 mil"
3503109;"SP";"Arandu";2;1,74;"De 5 a 10 mil"
1702307;"TO";"Arapoema";10;6,1;"De 5 a 10 mil"
3103702;"MG";"Araponga";4;2,61;"De 5 a 10 mil"
3103751;"MG";"Araporã";NA;NA;"De 5 a 10 mil"
4300901;"RS";"Aratiba";2;2,17;"De 5 a 10 mil"
2902302;"BA";"Aratuípe";44;23,04;"De 5 a 10 mil"
3103900;"MG";"Araújos";1;0,76;"De 5 a 10 mil"
3104106;"MG";"Arceburgo";6;4,11;"De 5 a 10 mil"
3503406;"SP";"Arealva";1;0,93;"De 5 a 10 mil"
2501203;"PB";"Areial";6;4,69;"De 5 a 10 mil"
3503703;"SP";"Ariranha";NA;NA;"De 5 a 10 mil"
4201505;"SC";"Armazém";1;0,79;"De 5 a 10 mil"
2301505;"CE";"Arneiroz";18;12,77;"De 5 a 10 mil"
2200905;"PI";"Aroazes";16;14,68;"De 5 a 10 mil"
4301057;"RS";"Arroio do Sal";2;1,48;"De 5 a 10 mil"
5202502;"GO";"Aruanã";8;6,4;"De 5 a 10 mil"
4201703;"SC";"Ascurra";1;0,92;"De 5 a 10 mil"
1200054;"AC";"Assis Brasil";26;17,45;"De 5 a 10 mil"
2201051;"PI";"Assunção do Piauí";62;33,7;"De 5 a 10 mil"
3200706;"ES";"Atilio Vivacqua";4;2,86;"De 5 a 10 mil"
4301503;"RS";"Augusto Pestana";NA;NA;"De 5 a 10 mil"
2401305;"RN";"Augusto Severo";41;21,03;"De 5 a 10 mil"
4201901;"SC";"Aurora";2;2;"De 5 a 10 mil"
1702901;"TO";"Axixá do Tocantins";17;7,83;"De 5 a 10 mil"
2101350;"MA";"Bacurituba";11;8,4;"De 5 a 10 mil"
2501401;"PB";"Baía da Traição";16;11,11;"De 5 a 10 mil"
2401404;"RN";"Baía Formosa";16;8,51;"De 5 a 10 mil"
2301802;"CE";"Baixio";12;13,48;"De 5 a 10 mil"
3105004;"MG";"Baldim";NA;NA;"De 5 a 10 mil"
4201950;"SC";"Balneário Arroio do Silva";4;2,86;"De 5 a 10 mil"
4202057;"SC";"Balneário Barra do Sul";1;0,69;"De 5 a 10 mil"
4202073;"SC";"Balneário Gaivota";2;1,41;"De 5 a 10 mil"
3504800;"SP";"Bálsamo";2;2,08;"De 5 a 10 mil"
3105301;"MG";"Bandeira do Sul";1;1,25;"De 5 a 10 mil"
5001508;"MS";"Bandeirantes";4;3,6;"De 5 a 10 mil"
4301651;"RS";"Barão";NA;NA;"De 5 a 10 mil"
4301701;"RS";"Barão de Cotegipe";NA;NA;"De 5 a 10 mil"
5101605;"MT";"Barão de Melgaço";15;9,87;"De 5 a 10 mil"
3105509;"MG";"Barão de Monte Alto";1;1,01;"De 5 a 10 mil"
4301750;"RS";"Barão do Triunfo";8;5,41;"De 5 a 10 mil"
3505104;"SP";"Barbosa";6;4,92;"De 5 a 10 mil"
2501575;"PB";"Barra de Santana";8;5,1;"De 5 a 10 mil"
2501708;"PB";"Barra de São Miguel";13;12,38;"De 5 a 10 mil"
2700607;"AL";"Barra de São Miguel";44;24,72;"De 5 a 10 mil"
3505351;"SP";"Barra do Chapéu";3;2,26;"De 5 a 10 mil"
2903102;"BA";"Barra do Rocha";15;12;"De 5 a 10 mil"
3505401;"SP";"Barra do Turvo";8;4,35;"De 5 a 10 mil"
3105707;"MG";"Barra Longa";2;1,57;"De 5 a 10 mil"
4102604;"PR";"Barracão";2;1;"De 5 a 10 mil"
4301800;"RS";"Barracão";3;3;"De 5 a 10 mil"
5203203;"GO";"Barro Alto";8;4,26;"De 5 a 10 mil"
2201408;"PI";"Barro Duro";24;17,65;"De 5 a 10 mil"
2903300;"BA";"Barro Preto";26;20,16;"De 5 a 10 mil"
1703107;"TO";"Barrolândia";7;6,6;"De 5 a 10 mil"
4202131;"SC";"Bela Vista do Toldo";2;1,85;"De 5 a 10 mil"
2101731;"MA";"Belágua";104;46,64;"De 5 a 10 mil"
2502003;"PB";"Belém do Brejo do Cruz";19;15,2;"De 5 a 10 mil"
2700904;"AL";"Belo Monte";45;22,17;"De 5 a 10 mil"
3106408;"MG";"Belo Vale";2;1,6;"De 5 a 10 mil"
2201606;"PI";"Beneditinos";36;19,46;"De 5 a 10 mil"
2101806;"MA";"Benedito Leite";16;13,33;"De 5 a 10 mil"
2401602;"RN";"Bento Fernandes";26;20,63;"De 5 a 10 mil"
2101939;"MA";"Bernardo do Mearim";14;11,11;"De 5 a 10 mil"
2201705;"PI";"Bertolínia";20;18,18;"De 5 a 10 mil"
2201739;"PI";"Betânia do Piauí";36;20;"De 5 a 10 mil"
3506409;"SP";"Bilac";2;1,9;"De 5 a 10 mil"
2201770;"PI";"Boa Hora";30;21,74;"De 5 a 10 mil"
2502102;"PB";"Boa Ventura";20;21,28;"De 5 a 10 mil"
4103040;"PR";"Boa Ventura de São Roque";NA;NA;"De 5 a 10 mil"
2502151;"PB";"Boa Vista";7;8,33;"De 5 a 10 mil"
4103057;"PR";"Boa Vista da Aparecida";3;1,92;"De 5 a 10 mil"
4302204;"RS";"Boa Vista do Buricá";NA;NA;"De 5 a 10 mil"
2101970;"MA";"Boa Vista do Gurupi";29;12,95;"De 5 a 10 mil"
3107208;"MG";"Bocaina de Minas";1;1,05;"De 5 a 10 mil"
5002159;"MS";"Bodoquena";5;3,31;"De 5 a 10 mil"
3506904;"SP";"Bofete";11;6,08;"De 5 a 10 mil"
5203401;"GO";"Bom Jardim de Goiás";2;1,49;"De 5 a 10 mil"
3107505;"MG";"Bom Jardim de Minas";1;0,94;"De 5 a 10 mil"
2401701;"RN";"Bom Jesus";56;25,11;"De 5 a 10 mil"
3107703;"MG";"Bom Jesus do Amparo";1;1,08;"De 5 a 10 mil"
5101852;"MT";"Bom Jesus do Araguaia";12;9,68;"De 5 a 10 mil"
3201100;"ES";"Bom Jesus do Norte";3;1,95;"De 5 a 10 mil"
2201919;"PI";"Bom Princípio do Piauí";29;24,58;"De 5 a 10 mil"
4202602;"SC";"Bom Retiro";8;4;"De 5 a 10 mil"
2502300;"PB";"Bom Sucesso";5;5,38;"De 5 a 10 mil"
4103206;"PR";"Bom Sucesso";NA;NA;"De 5 a 10 mil"
3108107;"MG";"Bonfim";1;1,05;"De 5 a 10 mil"
2201929;"PI";"Bonfim do Piauí";38;31,67;"De 5 a 10 mil"
5203559;"GO";"Bonfinópolis";3;2,08;"De 5 a 10 mil"
3108206;"MG";"Bonfinópolis de Minas";NA;NA;"De 5 a 10 mil"
3108255;"MG";"Bonito de Minas";27;11,02;"De 5 a 10 mil"
4302451;"RS";"Boqueirão do Leão";1;0,7;"De 5 a 10 mil"
2201945;"PI";"Boqueirão do Piauí";19;15,57;"De 5 a 10 mil"
2502706;"PB";"Borborema";10;8,7;"De 5 a 10 mil"
4103305;"PR";"Borrazópolis";1;0,89;"De 5 a 10 mil"
4302501;"RS";"Bossoroca";2;1,74;"De 5 a 10 mil"
3108503;"MG";"Botumirim";5;3,01;"De 5 a 10 mil"
4103354;"PR";"Braganey";NA;NA;"De 5 a 10 mil"
2201960;"PI";"Brasileira";32;18,18;"De 5 a 10 mil"
3507704;"SP";"Braúna";1;1,49;"De 5 a 10 mil"
3108800;"MG";"Braúnas";4;4,44;"De 5 a 10 mil"
2602407;"PE";"Brejão";39;19,21;"De 5 a 10 mil"
2602506;"PE";"Brejinho";12;8,76;"De 5 a 10 mil"
1703701;"TO";"Brejinho de Nazaré";6;5,61;"De 5 a 10 mil"
2102150;"MA";"Brejo de Areia";22;14,47;"De 5 a 10 mil"
2502904;"PB";"Brejo dos Santos";3;3,16;"De 5 a 10 mil"
2800704;"SE";"Brejo Grande";43;21,18;"De 5 a 10 mil"
1501758;"PA";"Brejo Grande do Araguaia";24;14,55;"De 5 a 10 mil"
5203807;"GO";"Britânia";1;1,04;"De 5 a 10 mil"
1200138;"AC";"Bujari";36;17,14;"De 5 a 10 mil"
5203906;"GO";"Buriti Alegre";4;2,72;"De 5 a 10 mil"
1703800;"TO";"Buriti do Tocantins";22;9,91;"De 5 a 10 mil"
2202026;"PI";"Buriti dos Montes";17;9,77;"De 5 a 10 mil"
2503100;"PB";"Cabaceiras";2;2,38;"De 5 a 10 mil"
3109451;"MG";"Cabeceira Grande";5;3,73;"De 5 a 10 mil"
5204003;"GO";"Cabeceiras";10;6,21;"De 5 a 10 mil"
2202059;"PI";"Cabeceiras do Piauí";15;8,38;"De 5 a 10 mil"
1100031;"RO";"Cabixi";4;3,39;"De 5 a 10 mil"
1100601;"RO";"Cacaulândia";3;2,42;"De 5 a 10 mil"
3102704;"MG";"Cachoeira de Pajeú";11;5,58;"De 5 a 10 mil"
2503308;"PB";"Cachoeira dos Índios";16;9,3;"De 5 a 10 mil"
5204250;"GO";"Cachoeira Dourada";3;2,26;"De 5 a 10 mil"
2102374;"MA";"Cachoeira Grande";63;27,75;"De 5 a 10 mil"
2503555;"PB";"Cacimbas";48;26,37;"De 5 a 10 mil"
4203105;"SC";"Caibi";NA;NA;"De 5 a 10 mil"
2503605;"PB";"Caiçara";20;15,27;"De 5 a 10 mil"
4303400;"RS";"Caiçara";NA;NA;"De 5 a 10 mil"
