"Codigo";"UF";"Municipio";"PopTotal";"Urbana";"Rural";"Homem";"Mulher";"H.M";"Classe";"X0.5";"X16.14";"X15.24";"X25.39";"X40.59";"X60.";"Pop15";"Taxa";"Pop15.24";"Taxa15.24";"Pop25.39";"Taxa25.39";"Pop40.59";"Taxa40.59";"Pop60.";"Taxa60.";"TotUnidDom";"X1Resp";"MaisResp";"TotalMasc";"X1RespMasc";"MaisRespMasc";"TotalFem";"X1RespFem";"MaisRespFem";"Taxa15";"X1RespCasal";"MaisRespCasal";"TotalFamilia";"X1RespFamilia";"MaisRespFamilia";"TotalOutros";"X1RespOutros";"MaisRespOutros";"Unipessoa";"TotalNuclear";"CasalSFilhos";"CasalCFilhos";"HomemCFilhos";"MulherCFilhos";"TotalFamEstendida";"EstCasalSFilhos";"EstCasalCFilhos";"EstHomemCFilhos";"EstMulherCFilhos";"EstOutros";"TotalComposta";"CompCasalSFilhos";"CompCasalCFilhos";"CompHomemCFilhos";"CompMulherCFilhos";"CompOutros";"TotalDomPartPerm";"Adequado";"Semi.Adequado";"Inadequado";"ValMedio";"Q2";"Mediana";"Q3";"MediaHomens";"MediaMulheres";"MedianaHomens";"MedianaMulheres";"mediaH.M";"medianaH.M";"Branca";"Preta";"Parda";"Amarela";"Indigena";"Br.Pr";"Br.Pa";"Br.Am";"Br.In";"Pr.Pa";"PopResDPP";"Ate70R.";"Ate1.4";"Ate1.2";"Ate60.";"TotalIndq";"Ate70R.Indq";"Ate1.4Indq";"Ate1.2Indq";"Ate60.Indq";"Total_2000";"Total_2010";"X15.24_2000";"X15.24_2010";"X25.59_2000";"X25.59_2010";"X60._2000";"X60._2010";"Adequado_2000";"Adequado_2010";"Semi_2000";"Semi_2010";"Inadequado_2000";"Inadequado_2010";"Analf_2000";"Analf_2010";"Indq_2000";"Indq_2010";"AnalfEInadequado_2000";"AnalfEInadequado_2010";"Total10";"Taxa10";"RGI";"RGint";"Mesorregiao";"Microrregiao"
3304904;"RJ";"São Gonçalo";999728;99,93;0,07;47,54;52,46;90,6214258482653;"Acima de 500 mil";7,15;13,53;15,87;25,14;26,28;12,03;1019;14,49;36;2,67;115;5,67;383;16,32;485;37,02;325882;75,49;24,44;191480;74,5;25,44;134402;76,9;23,02;47757;67,77;32,08;154736;68,37;31,6;123389;87,41;12,5;13,85;214617;22,19;58,27;2,38;17,15;61374;11,62;39,21;4,23;29,27;15,66;4772;10,92;22,19;4,15;17,92;44,82;325882;68,04;29,85;2,11;572;255;425;674;1162;822;800;510;1,41;1,57;1134;874;910;991;1539;1,3;1,25;1,14;0,74;0,96;960503;1,14;6,78;27,09;19,42;20354;3,72;18,02;51,3;40,12;5,81;3,58;1,77;0,88;4,8;2,46;19,13;11,9;67,11;68,04;29,98;29,85;2,91;2,11;7,97;3,76;4,01;2,71;0,83;0,32;430;2,51;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3305000;"RJ";"São João da Barra";32747;78,46;21,54;49,56;50,44;98,2553528945282;"De 20 a 50 mil";7,83;13,56;17,01;22,81;25,39;13,39;1384;10,15;63;2,22;221;5,66;490;10,64;610;26,61;10629;81,49;18,44;6805;82,63;17,3;3824;79,47;20,48;1929;78,69;21,2;5163;75,71;24,21;3537;91,46;8,51;13,73;7139;26,8;57,96;2,31;12,93;1826;12,6;43,04;3,5;26,73;14,13;205;18,54;24,39;2,44;14,15;40,49;10629;33,63;60,6;5,77;485;188;310;510;990;721;600;510;1,37;1,18;906;739;836;1029;588;1,23;1,08;0,88;1,54;0,88;31410;2,79;12,77;42,08;32,67;1754;5,3;22,35;56,9;44,7;13,78;9,84;5,71;2,35;13,33;8,9;29,37;22,75;41,31;33,63;48,13;60,6;10,56;5,77;18,36;10,91;11,05;4,46;4,13;1,49;26;4,81;"Campos dos Goytacazes";"Campos dos Goytacazes";"Norte Fluminense";"Campos dos Goytacazes"
3305109;"RJ";"São João de Meriti";458673;100;NA;47,55;52,45;90,6577693040991;"De 100 a 500 mil";7,97;14,83;16,64;23,94;25,28;11,35;3613;6,26;141;1,15;454;2,68;1401;7,47;1617;16,61;147450;77,86;22,09;82472;77,08;22,87;64978;78,84;21,1;19890;69,12;30,75;68454;71,17;28,82;59106;88,55;11,39;14,66;96358;20,58;58,42;2,56;18,44;27787;9,84;37;4,13;32,5;16,53;1687;9,9;27,15;4,92;22,05;35,98;147450;87,42;12,36;0,23;515;240;388;623;1073;767;800;510;1,4;1,57;1048;843;878;876;964;1,24;1,19;1,2;1,09;0,96;440922;1,75;9,05;31,06;23,47;1107;7,14;22,49;61,79;52,03;5,72;3,38;2,07;1,05;4,52;2,35;19,98;11,29;86,97;87,42;12,77;12,36;0,26;0,23;7,66;3,79;0,41;0,41;0,08;0,06;336;3,98;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3305133;"RJ";"São José de Ubá";7003;44,24;55,76;49,95;50,05;99,8001998001998;"De 5 a 10 mil";7,2;12,91;15,82;24,2;25,92;13,95;3521;5,9;189;1,3;512;2,78;1176;6,28;1644;20,51;2285;76,02;23,98;1766;75,48;24,52;519;77,84;22,16;378;67,72;32,28;1257;71,2;28,8;650;90,15;9,85;13,44;1581;23,85;63,95;2,15;10,06;368;13,04;52,99;3,53;16,85;13,59;29;27,59;27,59;NA;17,24;27,59;2285;43,89;43,85;12,25;389;150;255;489;728;629;510;510;1,16;1;845;551;545;1290;370;1,53;1,55;0,65;2,28;1,01;6809;4,16;20,09;51,33;40,93;783;1,66;27,59;68,33;53,77;19,96;14,71;4,38;1,81;20,21;12,45;48,75;37,46;22,08;43,89;27,45;43,85;50,48;12,25;24,64;13,92;49,6;9,74;15,14;2,58;1;1,08;"Itaperuna";"Campos dos Goytacazes";"Noroeste Fluminense";"Santo Antônio de Pádua"
3305158;"RJ";"São José do Vale do Rio Preto";20251;44,48;55,52;50,1;49,9;100,400801603206;"De 20 a 50 mil";7,93;15,39;17,12;23,87;24,71;10,98;2107;13,25;63;1,75;330;6,6;807;16,43;907;37,76;6501;76,99;22,98;4653;77,41;22,57;1848;75,92;24,03;1032;66,38;33,43;3484;73,31;26,69;1985;88,97;11,03;13,07;4720;21,84;63,24;2,39;12,52;861;13,59;44,48;4,3;24,27;13,36;70;5,71;44,29;2,86;11,43;35,71;6501;26,15;71,1;2,75;437;184;318;510;871;625;600;510;1,39;1,18;837;582;600;1985;708;1,44;1,39;0,42;1,18;0,97;19764;3,05;13,33;40,88;32,13;596;8,05;21,81;62,08;50,67;14,7;10,12;4,43;1,24;14,25;8,67;40,59;30,41;18,93;26,15;68,64;71,1;12,43;2,75;20,43;9,4;14,26;2,68;5,7;0,56;4;1,05;"Petrópolis";"Petrópolis";"Metropolitana do Rio de Janeiro";"Serrana"
3305208;"RJ";"São Pedro da Aldeia";87875;93,48;6,52;49,42;50,58;97,7066034005536;"De 50 a 100 mil";8,52;15,71;16,25;24,31;24,44;10,76;1861;16;48;1,8;355;9,72;827;22,08;631;40,09;27743;73,95;26,04;17643;73,38;26,62;10100;74,94;25,04;4558;63,65;36,35;14325;68,27;31,73;8860;88,43;11,55;12,29;19471;23,35;61,21;2,05;13,38;4390;13,53;44,31;4,1;25,03;13,03;471;9,77;28,45;4,03;15,29;42,46;27743;76,22;21,84;1,95;630;224;400;690;1351;917;800;510;1,47;1,57;1365;866;1014;988;1047;1,58;1,35;1,38;1,3;0,85;84921;2,52;10,02;32,42;25,38;1714;10,04;28,06;61,84;53,5;9,88;6,17;2,96;1,24;9,24;5,11;29,36;18,43;72,36;76,22;23,88;21,84;3,76;1,95;14,9;7;5,26;2,15;1,9;0,35;55;3,31;"Cabo Frio";"Macaé - Rio das Ostras - Cabo Frio";"Baixadas";"Lagos"
3305307;"RJ";"São Sebastião do Alto";8895;51,85;48,15;50,22;49,78;100,883889112093;"De 5 a 10 mil";7,84;13,1;15,15;22,8;26,39;14,73;2090;8,92;64;1,24;284;3,67;724;10,05;1018;30,66;2757;70,98;28,8;1904;70,27;29,52;853;72,57;27,2;484;58,68;40,7;1422;64,49;35,51;851;88,84;10,81;13,53;1838;26,33;58,71;2,18;12,79;510;15,1;51,57;2,35;20;10,98;36;5,56;41,67;NA;2,78;50;2757;38,85;31,66;29,49;403;166;255;510;734;697;510;510;1,05;1;874;534;561;453;515;1,64;1,56;1,93;1,7;0,95;8611;3,62;17,05;50,69;40,65;2609;5,44;26,26;67,65;56,31;18,35;14,49;5,49;2,67;17,08;11,38;41,05;37,02;31,01;38,85;17,22;31,66;51,78;29,49;27,94;16,21;56,39;28,84;21,8;9,18;6;3,9;"Nova Friburgo";"Petrópolis";"Centro Fluminense";"Santa Maria Madalena"
3305406;"RJ";"Sapucaia";17525;75,74;24,26;50,02;49,98;100,080032012805;"De 10 a 20 mil";7,78;14,41;16,16;22,28;26,29;13,08;8272;6,48;246;0,91;1054;2,79;3118;7,54;3854;17,86;5559;76,16;23,84;3386;77,7;22,3;2173;73,77;26,23;904;66,7;33,3;2833;72,01;27,99;1822;87,32;12,68;13,08;3785;23,78;61,56;2,3;12,36;951;12,51;43,01;3,58;26,5;14,41;96;11,46;35,42;9,38;14,58;29,17;5559;61,76;23,69;14,55;517;200;352;590;1002;784;650;510;1,28;1,27;1040;687;778;833;NA;1,51;1,34;1,25;NA;0,88;16743;3,69;13,66;36,07;28,79;2429;17,04;45,12;76,78;69,04;16,82;10,15;5,89;2,22;15,43;8,35;39,1;26,61;52,5;61,76;25,99;23,69;21,51;14,55;28,89;14,7;27,54;17,56;13,8;5;17;5,31;"Três Rios - Paraíba do Sul";"Petrópolis";"Centro Fluminense";"Três Rios"
3305505;"RJ";"Saquarema";74234;94,91;5,09;49,65;50,35;98,609731876862;"De 50 a 100 mil";8,08;14,17;16,57;22,81;25,25;13,11;1170;14,54;31;1,91;204;9,07;457;17,13;478;31,72;23103;77,88;22,08;13896;77,3;22,65;9207;78,74;21,22;3887;70,62;29,25;10898;71,78;28,19;8318;89,25;10,72;14,53;14851;26,09;57,19;2,68;14,03;4424;14,44;43,96;3,87;24,01;13,72;471;13,59;30,15;4,25;15,29;36,73;23103;25,41;70,57;4,02;566;220;350;594;1145;870;700;510;1,32;1,37;1226;743;828;934;1025;1,65;1,48;1,31;1,2;0,9;70777;2,19;10,26;35,06;25,96;2951;6,44;21,72;57,61;47,81;11,95;6,26;4,09;1,15;11,27;5,2;29,11;16,61;16,31;25,41;70,94;70,57;12,75;4,02;19,47;7,16;16;3,87;5,94;0,77;24;1,74;"Rio de Janeiro";"Rio de Janeiro";"Baixadas";"Lagos"
3305554;"RJ";"Seropédica";78186;82,22;17,78;49,16;50,84;96,6955153422502;"De 50 a 100 mil";8,26;15,37;18,62;23,54;23,96;10,25;3311;5,47;156;1,23;401;2,26;1121;5,57;1633;16,4;24256;73,69;26,3;14131;73,87;26,13;10125;73,44;26,55;3402;62,79;37,21;11798;67,19;32,81;9056;86,25;13,73;13,8;15844;21,41;60,34;2,61;15,63;4430;11,78;39,89;4,22;29,16;14,94;635;5,2;22,2;2,52;15,43;54,65;24256;61,95;35,56;2,49;528;204;358;600;1111;803;800;510;1,38;1,57;1147;842;869;862;828;1,36;1,32;1,33;1,39;0,97;74875;3,03;11,54;35,37;27,8;1888;5,46;19,92;48,36;40,89;9,76;5,9;3,14;1,3;8,48;4,54;31,68;20,51;47,57;61,95;47,74;35,56;4,69;2,49;13,99;6,62;5,74;2,32;1,54;0,51;52;3,6;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Itaguaí"
3305604;"RJ";"Silva Jardim";21349;75,51;24,49;50,63;49,37;102,552157180474;"De 20 a 50 mil";8,83;16,66;16,84;23,41;23;11,25;3397;6;134;1,17;370;2,4;1065;5,67;1828;16,8;6713;78,59;21,35;4325;77,57;22,38;2388;80,44;19,47;1018;70,83;29,08;3334;71,78;28,13;2361;91,57;8,43;15,08;4470;22,77;61,01;1,92;14,3;1128;13,92;41,58;4,7;25,71;14,1;103;14,56;36,89;1,94;17,48;29,13;6713;33,32;58,19;8,49;439;170;293;510;921;672;580;510;1,37;1,14;1000;640;721;695;376;1,56;1,39;1,44;2,66;0,89;19943;4,01;16,77;45,91;37,23;1507;3,32;24,42;63,84;53,88;19,69;13,25;6,49;1,75;19,35;11,47;49,37;37,76;27,87;33,32;54,12;58,19;18,01;8,49;27,81;12,95;18,28;7,22;8,69;1,33;35;7,16;"Rio Bonito";"Rio de Janeiro";"Baixadas";"Bacia de São João"
3305703;"RJ";"Sumidouro";14900;36,51;63,49;51,36;48,64;105,592105263158;"De 10 a 20 mil";7,9;14,03;17,86;24,52;25,13;10,56;818;11,6;21;1,27;137;6,04;339;15,61;321;33,37;5073;85,81;14,15;3711;86,8;13,18;1362;83,11;16,81;956;80,23;19,67;2588;82,61;17,39;1529;94,7;5,23;14,98;3664;26,06;61,33;2,32;10,29;564;15,78;45,04;2,66;20,39;16,13;85;10,59;36,47;4,71;11,76;36,47;5073;16,72;69,21;14,07;442;167;300;510;785;634;510;510;1,24;1;771;523;651;776;863;1,48;1,18;0,99;0,89;0,8;14293;5,58;17,27;45,29;36,68;1947;8,89;24,91;61,79;49,97;21,7;16;8,28;1,8;23,13;15,98;46,71;40,09;1,1;16,72;57,15;69,21;41,75;14,07;31,21;14,27;45,47;14,53;18,33;3,42;5;2,3;"Nova Friburgo";"Petrópolis";"Centro Fluminense";"Nova Friburgo"
3305752;"RJ";"Tanguá";30732;89,25;10,75;49,75;50,25;99,0049751243781;"De 20 a 50 mil";8,38;15,38;16,81;25,19;23,44;10,8;2070;7,68;83;1,41;256;3,3;696;8,06;1035;21,97;9658;78,33;21,59;6394;76,65;23,27;3264;81,62;18,29;1456;71,5;28,43;5002;72,57;27,35;3200;90,44;9,47;13,44;6689;21,69;61,89;2,51;13,9;1577;13,63;43,25;4,19;23,84;15,09;94;12,77;24,47;7,45;19,15;36,17;9658;25,54;68,58;5,88;404;175;300;510;829;630;600;510;1,32;1,18;891;648;683;710;1107;1,37;1,31;1,26;0,81;0,95;29029;3,91;14,5;43,65;33,68;1623;6,9;17,68;49,29;40,23;14,07;8,92;4,39;1,24;12,92;6,75;43,88;30,66;18,93;25,54;68,58;68,58;12,49;5,88;20,2;8,29;13,16;3,15;4,89;0,86;18;3,28;"Rio de Janeiro";"Rio de Janeiro";"Metropolitana do Rio de Janeiro";"Rio de Janeiro"
3305802;"RJ";"Teresópolis";163746;89,29;10,71;47,8;52,2;91,5708812260536;"De 100 a 500 mil";7,48;14,52;16,45;23,1;25,26;13,18;6834;3,3;263;0,63;680;1,13;2235;3,09;3656;11,21;53782;76,08;23,88;31301;75,54;24,41;22481;76,82;23,14;8753;67,21;32,66;24988;68,42;31,57;20041;89,5;10,46;15,51;35762;24,4;57,65;2,34;15,6;8712;11,77;41,36;3,67;28,13;15,07;969;9,8;22,29;3,1;13,42;51,39;53782;56,09;41,6;2,31;723;255;416;702;1394;1046;765;510;1,33;1,5;1453;737;826;1346;1056;1,97;1,76;1,08;1,38;0,89;157171;1,41;8,24;28,96;21,26;4170;3,76;16;49,4;38,15;10,37;6,48;2,84;0,91;9,99;5,27;25,88;17,86;43,92;56,09;50,73;41,6;5,35;2,31;16,5;7,37;7,11;2,65;2,57;0,34;68;2,31;"Petrópolis";"Petrópolis";"Metropolitana do Rio de Janeiro";"Serrana"
3305901;"RJ";"Trajano de Moraes";10289;46,46;53,54;51,1;48,9;104,498977505112;"De 10 a 20 mil";7,62;14,18;15,75;21,87;25,93;14,65;1777;6,35;44;0,81;137;1,89;353;3,77;1243;20,95;3283;77,73;22,21;2006;75,92;23,98;1277;80,58;19,42;505;60,99;39,01;1508;71,15;28,78;1270;92,2;7,72;16,39;2054;24,44;57,89;3,55;14,12;623;12,04;40,61;4,33;26,65;16,37;68;16,18;38,24;7,35;16,18;22,06;3283;21,5;51,81;26,68;481;170;315;510;849;776;510;510;1,09;1;968;545;665;627;365;1,78;1,46;1,55;2,65;0,82;10042;4,78;16,57;43,62;35,05;2654;9,27;27,17;56,82;48,64;20,4;14,54;8,51;1,91;20,24;13,44;40,44;31,72;23,86;21,5;39,73;51,81;36,41;26,68;28,88;15,94;40,26;20,28;17,4;5,87;6;3,39;"Nova Friburgo";"Petrópolis";"Centro Fluminense";"Santa Maria Madalena"
3306008;"RJ";"Três Rios";77432;97,07;2,93;47,8;52,2;91,5708812260536;"De 50 a 100 mil";8,01;13,84;16,33;22,96;25,98;12,86;234;8,13;5;0,9;18;2,4;55;5,47;156;27,61;24108;71,77;28,19;13401;71,47;28,51;10707;72,15;27,79;3369;59,36;40,55;11373;63,83;36,17;9366;85,89;14,06;13,41;15555;21,59;58,06;2,36;17,99;4972;8,79;38,92;3,48;33,25;15,57;349;8,6;25,5;3,15;20,63;42,12;24108;80,4;18,34;1,25;622;242;400;667;1181;918;700;510;1,29;1,37;1365;723;837;804;949;1,89;1,63;1,7;1,44;0,86;75459;1,7;9,19;30,59;23,36;1138;2,9;21,35;59,75;49,38;8,01;5,47;2,55;1,23;6,8;4,02;23,18;16,4;73,16;80,4;23,1;18,34;3,74;1,25;13,78;7,3;5,58;2,03;2,07;0,45;44;3,41;"Três Rios - Paraíba do Sul";"Petrópolis";"Centro Fluminense";"Três Rios"
3306107;"RJ";"Valença";71843;86,61;13,39;47,95;52,05;92,1229586935639;"De 50 a 100 mil";7,37;13,88;15,99;21,48;26,12;15,15;1925;7,73;119;2,07;413;5,32;664;8,73;729;19,3;23132;75,1;24,88;13020;74,49;25,48;10112;75,87;24,11;3288;63,41;36,5;9866;66,1;33,9;9978;87,84;12,13;16,22;14346;22,76;54,75;3,05;19,43;4560;9,58;35,92;4,32;32;18,18;474;11,81;18,78;4,85;17,93;46,62;23132;66,2;29,7;4,1;587;216;378;630;1096;883;600;510;1,24;1,18;1244;666;752;857;960;1,87;1,65;1,45;1,3;0,88;70089;1,84;10,45;34,43;26,32;2861;2,41;24,22;59,84;49,95;8,8;6;2,36;1,17;7,32;4,2;23,81;16,8;67,84;66,2;24,47;29,7;7,69;4,1;14,06;7,75;10,03;4,3;3,43;0,87;34;2,93;"Valença";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Barra do Piraí"
3306156;"RJ";"Varre-Sai";9475;61,11;38,89;50,2;49,8;100,803212851406;"De 5 a 10 mil";10,22;15,36;17,4;23,96;22,91;10,15;378;6,08;7;0,6;45;2,86;94;4,56;232;16,52;2852;82,85;17,11;1945;81,03;18,97;907;86,77;13,12;413;72,4;27,6;1629;80,6;19,4;810;92,72;7,16;11,04;2068;19,97;67,7;2,18;10,15;419;14,56;41,05;5,73;24,11;14,56;50;18;30;6;26;20;2852;44,67;31,84;23,49;386;170;262;473;771;651;510;510;1,18;1;794;534;634;502;NA;1,49;1,25;1,58;NA;0,84;9308;2,5;16,88;49,28;39,42;2440;4,26;31,72;67,91;60,41;18,83;11,6;7,44;1,27;20,01;10,72;38,26;33,37;8,77;44,67;50,85;31,84;40,38;23,49;30,51;13,64;47,34;28;19,55;5,58;2;1,02;"Itaperuna";"Campos dos Goytacazes";"Noroeste Fluminense";"Itaperuna"
3306206;"RJ";"Vassouras";34410;67,42;32,58;47,63;52,37;90,9490166125645;"De 20 a 50 mil";7,45;14,17;17,05;22,53;25,1;13,69;825;5,96;26;0,97;83;2;256;5,79;460;17,58;11049;75,79;24,15;6428;74,92;25;4621;77;22,96;1583;64,31;35,38;4768;68,46;31,52;4698;87,1;12,88;16,54;6758;23,31;55,37;2,69;18,63;2139;10,75;38,8;3,55;30,62;16,27;324;5,86;23,77;3,4;14,2;52,78;11049;62,01;35,89;2,1;609;204;375;630;1146;928;600;510;1,23;1,18;1370;672;811;824;764;2,04;1,69;1,66;1,79;0,83;32786;2,28;11,51;34,66;27,51;781;14,47;37,77;71,96;63,38;11,02;7,68;3,51;1,41;9,91;5,81;27,25;21,97;58,5;62,01;34,4;35,89;7,1;2,1;18,92;9,65;10,45;2,81;4,45;1,21;32;5,42;"Valença";"Volta Redonda - Barra Mansa";"Metropolitana do Rio de Janeiro";"Vassouras"
3306305;"RJ";"Volta Redonda";257803;99,95;0,05;47,68;52,32;91,131498470948;"De 100 a 500 mil";6,98;12,75;16,18;23,34;28,1;12,65;223;5,14;11;1,3;39;3,14;75;5,31;98;11,74;84307;75,16;24,81;50996;73,88;26,1;33311;77,12;22,83;12643;64,38;35,53;40057;69,15;30,83;31607;87,08;12,89;13,82;57381;21,99;58,14;2,38;17,49;14102;10,01;39,53;3,86;31,05;15,55;1171;8,88;22,29;3,67;17,16;47,99;84307;95,62;4,25;0,13;781;300;510;900;1595;1024;1000;600;1,56;1,67;1606;945;1044;1367;1027;1,7;1,54;1,17;1,56;0,91;251826;1,19;5,72;21;15,76;297;2,69;20,88;56,57;45,12;5,07;3,3;1,08;0,63;4,07;2,2;18,38;11,21;92,68;95,62;7,07;4,25;0,26;0,13;7,39;3,58;0,31;0,11;0,12;0,03;53;1,32;"Volta Redonda - Barra Mansa";"Volta Redonda - Barra Mansa";"Sul Fluminense";"Vale do Paraíba Fluminense"
